% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.000214285	1	1	0	3.16438e-11	66711.1	0
0.00121428	1	1	0	4.11373e-11	86166.3	0
0.00221428	1	1	0	4.16961e-11	87323.3	0
0.00321428	1	1	0	4.2159e-11	88278.3	0
0.00421428	1	1	0	4.26181e-11	89225.3	0
0.00521428	1	1	0	4.29937e-11	89996.1	0
0.00621428	1	1	0	4.33495e-11	90725	0
0.00721428	1	1	0	4.36284e-11	91291.9	0
0.00821428	1	1	0	4.38704e-11	91780.5	0
0.00921428	1	1	0	4.4049e-11	92135.5	0
0.0102143	1	1	0	4.41737e-11	92376.6	0
0.0112143	1	1	0	4.42501e-11	92515.7	0
0.0122143	1	1	0	4.42562e-11	92506.5	0
0.0132143	1	1	0	4.42303e-11	92429.5	0
0.0142143	1	1	0	4.41187e-11	92171.9	0
0.0152143	1	1	0	4.39922e-11	91882.4	0
0.0162143	1	1	0	4.3766e-11	91383	0
0.0172143	1	1	0	4.35351e-11	90873.3	0
0.0182143	1	1	0	4.32069e-11	90158.6	0
0.0192143	1	1	0	4.28692e-11	89423.7	0
0.0202143	1	1	0	4.24542e-11	88526.3	0
0.0212143	1	1	1	4.20177e-11	87583.5	0
0.0222143	1	1	1	4.15243e-11	86521.3	0
0.0232143	1	1	1	4.10024e-11	85399.1	0
0.0242143	1	1	1	4.04474e-11	84207.5	0
0.0252143	1	1	1	3.98516e-11	82930.6	0
0.0262143	1	1	1	3.92386e-11	81617.9	0
0.0272143	1	1	1	3.85779e-11	80205.7	0
0.0282143	1	1	1	3.7919e-11	78797.9	0
0.0292143	1	1	1	3.72077e-11	77281.4	0
0.0302143	1	1	1	3.6516e-11	75806.4	0
0.0312143	1	1	1	3.57703e-11	74220.3	0
0.0322143	1	1	1	3.50497e-11	72687.5	0
0.0332143	1	1	1	3.42973e-11	71090.2	0
0.0342143	1	1	1	3.35652e-11	69536.9	0
0.0352143	1	1	1	3.28222e-11	67963.1	0
0.0362143	1	1	1	3.20967e-11	66428.3	0
0.0372143	1	1	1	3.13799e-11	64914.1	0
0.0382143	1	1	1	3.068e-11	63438.1	0
0.0392143	1	1	1	3.00064e-11	62020.2	0
0.0402143	1	1	1	2.9351e-11	60643.9	0
0.0412143	1	1	1	2.8738e-11	59359.3	0
0.0422143	1	1	1	2.81473e-11	58125.8	0
0.0432143	1	1	1	2.76131e-11	57013.4	0
0.0442143	1	1	1	2.71039e-11	55958.8	0
0.0452143	1	1	1	2.66598e-11	55043.6	0
0.0462143	1	1	1	2.62529e-11	54212.2	0
0.0472143	1	1	1	2.59142e-11	53526.9	0
0.0482143	1	1	1	2.56273e-11	52956.2	0
0.0492143	1	1	1	2.54104e-11	52536.5	0
0.0502143	1	1	1	2.5258e-11	52257.6	0
0.0512143	1	1	1	2.51782e-11	52136	0
0.0522143	1	1	1	2.51736e-11	52177.2	0
0.0532143	1	1	1	2.52447e-11	52383.2	0
0.0542143	1	1	1	2.53997e-11	52770	0
0.0552143	1	1	1	2.56336e-11	53329	0
0.0562143	1	1	1	2.59586e-11	54083.2	0
0.0572143	1	1	1	2.6365e-11	55015.9	0
0.0582143	1	1	1	2.68678e-11	56154.6	0
