% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
28	1	3	4	0	18	967	0	1	0
35	1	1	1	0	28	2196	0	1	0
38	1	4	3	0	28	2196	0	1	0
43	1	3	4	0	12	597	0	1	0
54	1	2	6	0	28	2196	0	1	0
58	1	3	4	0	6	309	0	1	0
65	1	1	1	0	28	2196	0	1	0
67	1	5	2	0	26	1836	0	1	0
73	1	3	4	0	10	469	0	1	0
75	1	4	3	0	28	2196	0	1	0
80	1	5	2	0	24	1620	0	1	0
88	1	2	6	0	28	2196	0	1	0
91	1	5	2	0	28	2196	0	1	0
93	1	4	3	0	28	2196	0	1	0
96	1	3	4	0	22	1383	0	1	0
100	1	1	1	0	26	1836	0	1	0
103	1	3	4	0	20	1191	0	1	0
104	1	4	3	0	28	2196	0	1	0
105	1	5	2	0	28	2196	0	1	0
108	1	2	6	0	28	2196	0	1	0
110	1	1	1	0	24	1620	0	1	0
120	1	5	2	0	28	2196	0	1	0
123	1	4	3	0	28	2196	0	1	0
126	1	3	4	0	12	597	0	1	0
127	1	1	1	0	28	2196	0	1	0
138	1	1	1	0	26	1836	0	1	0
145	1	5	2	0	18	967	0	1	0
150	1	2	6	0	28	2196	0	1	0
152	1	4	3	0	28	2196	0	1	0
153	1	3	4	0	20	1191	0	1	0
157	1	5	2	0	20	1191	0	1	0
161	1	3	4	0	20	1191	0	1	0
169	1	1	1	0	28	2196	0	1	0
172	1	5	2	0	28	2196	0	1	0
173	1	4	3	0	28	2196	0	1	0
186	1	5	2	0	20	1191	0	1	0
187	1	1	1	0	28	2196	0	1	0
193	1	5	2	0	22	1383	0	1	0
195	1	1	1	0	28	2196	0	1	0
198	1	2	6	0	28	2196	0	1	0
201	1	5	2	0	24	1620	0	1	0
206	1	4	3	0	28	2196	0	1	0
211	1	1	1	0	28	2196	0	1	0
221	1	3	4	0	20	1191	0	1	0
222	1	2	6	0	28	2196	0	1	0
223	1	4	3	0	28	2196	0	1	0
229	1	1	1	0	24	1620	0	1	0
233	1	2	6	0	28	2196	0	1	0
234	1	4	3	0	28	2196	0	1	0
239	1	2	6	0	26	1836	0	1	0
255	1	1	1	0	22	1383	0	1	0
257	1	5	2	0	24	1620	0	1	0
258	1	3	4	0	6	309	0	1	0
265	1	5	2	0	18	967	0	1	0
267	1	3	4	0	20	1191	0	1	0
280	1	3	4	0	14	775	0	1	0
281	1	2	6	0	28	2196	0	1	0
282	1	4	3	0	28	2196	0	1	0
283	1	1	1	0	24	1620	0	1	0
285	1	3	4	0	16	903	0	1	0
292	1	4	3	0	28	2196	0	1	0
295	1	2	6	0	28	2196	0	1	0
297	1	2	6	0	28	2196	0	1	0
301	1	5	2	0	24	1620	0	1	0
316	1	5	2	0	28	2196	0	1	0
317	1	1	1	0	20	1191	0	1	0
326	1	3	4	0	20	1191	0	1	0
327	1	1	1	0	22	1383	0	1	0
332	1	4	3	0	28	2196	0	1	0
333	1	2	6	0	28	2196	0	1	0
334	1	1	1	0	28	2196	0	1	0
346	1	5	2	0	22	1383	0	1	0
347	1	1	1	0	28	2196	0	1	0
351	1	4	3	0	28	2196	0	1	0
353	1	1	1	0	28	2196	0	1	0
355	1	3	4	0	22	1383	0	1	0
369	1	4	3	0	28	2196	0	1	0
370	1	5	2	0	20	1191	0	1	0
375	1	1	1	0	28	2196	0	1	0
376	1	3	4	0	20	1191	0	1	0
377	1	2	6	0	28	2196	0	1	0
384	1	4	3	0	28	2196	0	1	0
386	1	1	1	0	28	2196	0	1	0
387	1	5	2	0	28	2196	0	1	0
392	1	2	6	0	28	2196	0	1	0
394	1	5	2	0	24	1620	0	1	0
397	1	4	3	0	28	2196	0	1	0
401	1	1	1	0	28	2196	0	1	0
410	1	2	6	0	28	2196	0	1	0
412	1	5	2	0	22	1383	0	1	0
