% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
176	1	1	12	0	0	28	2196	0	1	1	0
188	1	2	4	0	0	28	2196	0	1	1	0
202	1	1	12	0	0	28	2196	0	1	1	0
218	1	6	3	0	0	28	2196	0	1	1	0
250	1	8	18	0	0	24	1620	0	1	1	0
251	1	3	14	0	0	28	2196	0	1	1	0
254	1	9	1	0	0	28	2196	0	1	1	0
262	1	4	11	0	0	28	2196	0	1	1	0
281	1	6	3	0	0	28	2196	0	1	1	0
284	1	1	12	0	0	28	2196	0	1	1	0
302	1	7	2	0	0	20	1191	0	1	1	0
328	1	7	2	0	0	28	2196	0	1	1	0
337	1	10	13	0	0	28	2196	0	1	1	0
357	1	3	14	0	0	28	2196	0	1	1	0
358	1	2	4	0	0	28	2196	0	1	1	0
437	1	9	1	0	0	28	2196	0	1	1	0
450	1	6	3	0	0	28	2196	0	1	1	0
460	1	1	12	0	0	28	2196	0	1	1	0
476	1	5	17	0	0	28	2196	0	1	1	0
503	1	3	14	0	0	28	2196	0	1	1	0
554	1	4	11	0	0	28	2196	0	1	1	0
558	1	5	17	0	0	28	2196	0	1	1	0
619	1	5	17	0	0	28	2196	0	1	1	0
621	1	2	4	0	0	28	2196	0	1	1	0
637	1	3	14	0	0	28	2196	0	1	1	0
651	1	6	3	0	0	28	2196	0	1	1	0
675	1	10	13	0	0	28	2196	0	1	1	0
693	1	7	2	0	0	28	2196	0	1	1	0
703	1	7	2	0	0	26	1836	0	1	1	0
708	1	3	14	0	0	28	2196	0	1	1	0
718	1	1	12	0	0	28	2196	0	1	1	0
742	1	9	1	0	0	14	775	0	1	1	0
772	1	6	3	0	0	28	2196	0	1	1	0
795	1	5	17	0	0	28	2196	0	1	1	0
802	1	6	3	0	0	28	2196	0	1	1	0
818	1	8	18	0	0	28	2196	0	1	1	0
829	1	10	13	0	0	28	2196	0	1	1	0
830	1	3	14	0	0	28	2196	0	1	1	0
870	1	1	12	0	0	28	2196	0	1	1	0
883	1	6	3	0	0	28	2196	0	1	1	0
955	1	10	13	0	0	28	2196	0	1	1	0
962	1	4	11	0	0	28	2196	0	1	1	0
964	1	10	13	0	0	28	2196	0	1	1	0
971	1	9	1	0	0	20	1191	0	1	1	0
989	1	8	18	0	0	28	2196	0	1	1	0
992	1	1	12	0	0	28	2196	0	1	1	0
1014	1	9	1	0	0	28	2196	0	1	1	0
1037	1	10	13	0	0	28	2196	0	1	1	0
1041	1	9	1	0	0	28	2196	0	1	1	0
1059	1	2	4	0	0	28	2196	0	1	1	0
1090	1	3	14	0	0	28	2196	0	1	1	0
1096	1	1	12	0	0	28	2196	0	1	1	0
1126	1	2	4	0	0	28	2196	0	1	1	0
1127	1	5	17	0	0	28	2196	0	1	1	0
1199	1	8	18	0	0	28	2196	0	1	1	0
1211	1	4	11	0	0	28	2196	0	1	1	0
1224	1	1	12	0	0	28	2196	0	1	1	0
1241	1	10	13	0	0	28	2196	0	1	1	0
1260	1	1	12	0	0	28	2196	0	1	1	0
1267	1	7	2	0	0	28	2196	0	1	1	0
1281	1	2	4	0	0	28	2196	0	1	1	0
1291	1	3	14	0	0	28	2196	0	1	1	0
1346	1	6	3	0	0	28	2196	0	1	1	0
1354	1	8	18	0	0	28	2196	0	1	1	0
1361	1	6	3	0	0	28	2196	0	1	1	0
1376	1	2	4	0	0	28	2196	0	1	1	0
1381	1	5	17	0	0	28	2196	0	1	1	0
1385	1	10	13	0	0	28	2196	0	1	1	0
1397	1	1	12	0	0	28	2196	0	1	1	0
1431	1	4	11	0	0	28	2196	0	1	1	0
1432	1	7	2	0	0	28	2196	0	1	1	0
1459	1	8	18	0	0	28	2196	0	1	1	0
1462	1	9	1	0	0	28	2196	0	1	1	0
1494	1	5	17	0	0	28	2196	0	1	1	0
1496	1	3	14	0	0	28	2196	0	1	1	0
1497	1	8	18	0	0	28	2196	0	1	1	0
1542	1	3	14	0	0	28	2196	0	1	1	0
1559	1	10	13	0	0	28	2196	0	1	1	0
1563	1	10	13	0	0	28	2196	0	1	1	0
1564	1	7	2	0	0	28	2196	0	1	1	0
1571	1	1	12	0	0	28	2196	0	1	1	0
1590	1	1	12	0	0	28	2196	0	1	1	0
1630	1	4	11	0	0	28	2196	0	1	1	0
1647	1	7	2	0	0	28	2196	0	1	1	0
1656	1	5	17	0	0	28	2196	0	1	1	0
1665	1	3	14	0	0	28	2196	0	1	1	0
1672	1	2	4	0	0	28	2196	0	1	1	0
1704	1	1	12	0	0	28	2196	0	1	1	0
1706	1	7	2	0	0	28	2196	0	1	1	0
1763	1	3	14	0	0	28	2196	0	1	1	0
1796	1	7	2	0	0	20	1191	0	1	1	0
1801	1	10	13	0	0	28	2196	0	1	1	0
1818	1	4	11	0	0	28	2196	0	1	1	0
1837	1	2	4	0	0	28	2196	0	1	1	0
1845	1	10	13	0	0	28	2196	0	1	1	0
1850	1	9	1	0	0	28	2196	0	1	1	0
1854	1	6	3	0	0	18	967	0	1	1	0
1861	1	6	3	0	0	28	2196	0	1	1	0
1878	1	8	18	0	0	28	2196	0	1	1	0
1899	1	5	17	0	0	28	2196	0	1	1	0
1923	1	6	3	0	0	28	2196	0	1	1	0
1955	1	2	4	0	0	28	2196	0	1	1	0
1966	1	3	14	0	0	28	2196	0	1	1	0
2000	1	10	13	0	0	28	2196	0	1	1	0
2021	1	8	18	0	0	28	2196	0	1	1	0
2055	1	3	14	0	0	28	2196	0	1	1	0
2057	1	7	2	0	0	28	2196	0	1	1	0
2113	1	4	11	0	0	28	2196	0	1	1	0
2124	1	2	4	0	0	28	2196	0	1	1	0
2162	1	9	1	0	0	20	1191	0	1	1	0
2166	1	1	12	0	0	28	2196	0	1	1	0
2207	1	5	17	0	0	28	2196	0	1	1	0
2211	1	2	4	0	0	28	2196	0	1	1	0
2239	1	3	14	0	0	28	2196	0	1	1	0
