% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	3	4	56	8680	53	8215	0.00813632	0.00282399	0.00399494	0.0158244	155	0	155	155	
0	0.25	1	2	11	3	54	8370	51	7905	0.00827043	0.00286825	0.00328866	0.0129924	155	0	155	155	
0	0.25	1	3	14	3	51	7905	48	7440	0.00814621	0.00281293	0.00304709	0.0129002	155	0	155	155	
0	0.25	1	4	9	3	53	8215	52	8060	0.00817623	0.00280654	0.00315087	0.0128362	155	0	155	155	
0	0.25	1	5	1	3	59	9145	58	8990	0.00837039	0.00300633	0.0032909	0.0143048	155	0	155	155	
0	0.25	1	6	4	3	57	8835	56	8680	0.00825217	0.00308315	0.00312156	0.0144044	155	0	155	155	
0	0.25	1	7	10	3	57	8835	56	8680	0.00761842	0.00287939	0.00311401	0.0127855	155	0	155	155	
0	0.25	1	8	2	3	60	9300	59	9145	0.00835802	0.00300351	0.00354012	0.0144565	155	0	155	155	
0	0.25	1	9	13	3	55	8525	54	8370	0.0080797	0.00277656	0.00302901	0.0128244	155	0	155	155	
0	0.25	1	10	12	3	56	8680	56	8680	0.00708777	0.00284118	0.0030188	0.0134716	155	0	155	155	
0.25	0.5	1	1	3	4	70	10850	71	11005	0.00812498	0.00297314	0.00321247	0.0132724	155	0	155	155	
0.25	0.5	1	2	11	3	61	9455	62	9610	0.00815182	0.00291907	0.00354975	0.0128942	155	0	155	155	
0.25	0.5	1	3	14	3	67	10385	69	10695	0.00789398	0.00278653	0.00317293	0.0126202	155	0	155	155	
0.25	0.5	1	4	9	3	66	10230	66	10230	0.00794718	0.00293685	0.00305784	0.0128711	155	0	155	155	
0.25	0.5	1	5	1	3	65	10075	64	9920	0.00826988	0.00279859	0.00304855	0.0129765	155	0	155	155	
0.25	0.5	1	6	4	3	60	9300	59	9145	0.00761682	0.00302208	0.00306674	0.0127936	155	0	155	155	
0.25	0.5	1	7	10	3	62	9610	60	9300	0.00790096	0.00282233	0.00304589	0.0138059	155	0	155	155	
0.25	0.5	1	8	2	3	70	10850	70	10850	0.00798735	0.00292246	0.00318255	0.0146098	155	0	155	155	
0.25	0.5	1	9	13	3	61	9455	58	8990	0.00805351	0.00296269	0.00307413	0.0129717	155	0	155	155	
0.25	0.5	1	10	12	3	64	9920	64	9920	0.007667	0.00290008	0.00310632	0.0129389	155	0	155	155	
0.5	0.75	1	1	3	4	60	9300	60	9300	0.00802352	0.00290012	0.00320061	0.0133454	155	0	155	155	
0.5	0.75	1	2	11	3	64	9920	64	9920	0.00745249	0.00285584	0.00313281	0.0124644	155	0	155	155	
0.5	0.75	1	3	14	3	62	9610	62	9610	0.0079551	0.00280249	0.0030206	0.0132801	155	0	155	155	
0.5	0.75	1	4	9	3	64	9920	63	9765	0.00761117	0.00275282	0.00300183	0.0128996	155	0	155	155	
0.5	0.75	1	5	1	3	61	9455	61	9455	0.00796565	0.00288821	0.00316726	0.0134732	155	0	155	155	
0.5	0.75	1	6	4	3	64	9920	64	9920	0.00787646	0.00283096	0.00352973	0.0128365	155	0	155	155	
0.5	0.75	1	7	10	3	61	9455	62	9610	0.00757083	0.00283434	0.00328804	0.0122794	155	0	155	155	
0.5	0.75	1	8	2	3	64	9920	65	10075	0.00797901	0.00290568	0.0032495	0.0127822	155	0	155	155	
0.5	0.75	1	9	13	3	62	9610	62	9610	0.00761406	0.00285489	0.00309158	0.0131058	155	0	155	155	
0.5	0.75	1	10	12	3	63	9765	62	9610	0.0079119	0.00274347	0.00341499	0.0128596	155	0	155	155	
0.75	1	1	1	3	4	61	9455	61	9455	0.00841939	0.00331382	0.00313001	0.0194804	155	0	155	155	
0.75	1	1	2	11	3	59	9145	59	9145	0.00790651	0.00322905	0.00322636	0.0193848	155	0	155	155	
0.75	1	1	3	14	3	62	9610	60	9300	0.00808146	0.00282778	0.00308255	0.0134123	155	0	155	155	
0.75	1	1	4	9	3	63	9765	62	9610	0.00798031	0.0030115	0.00316905	0.0139079	155	0	155	155	
0.75	1	1	5	1	3	61	9455	61	9455	0.00808547	0.00295665	0.00314145	0.0133944	155	0	155	155	
0.75	1	1	6	4	3	67	10385	67	10385	0.00725169	0.00266244	0.00304146	0.0129846	155	0	155	155	
0.75	1	1	7	10	3	61	9455	62	9610	0.00809815	0.00287631	0.00307331	0.0148503	155	0	155	155	
0.75	1	1	8	2	3	58	8990	58	8990	0.00794773	0.00301286	0.00303042	0.0135169	155	0	155	155	
0.75	1	1	9	13	3	65	10075	66	10230	0.00793288	0.00274357	0.00307635	0.0123044	155	0	155	155	
0.75	1	1	10	12	3	60	9300	60	9300	0.00763347	0.0028974	0.00301429	0.0134448	155	0	155	155	
1	1.25	1	1	3	4	62	9610	62	9610	0.0074417	0.00271251	0.00320358	0.0127389	155	0	155	155	
1	1.25	1	2	11	3	65	10075	64	9920	0.00771825	0.00265242	0.0031837	0.0123324	155	0	155	155	
1	1.25	1	3	14	3	59	9145	61	9455	0.00780448	0.00306051	0.0030007	0.0139955	155	0	155	155	
1	1.25	1	4	9	3	60	9300	62	9610	0.00774721	0.00296751	0.00308526	0.013932	155	0	155	155	
1	1.25	1	5	1	3	61	9455	62	9610	0.00792413	0.00279006	0.00326765	0.0126819	155	0	155	155	
1	1.25	1	6	4	3	60	9300	61	9455	0.00839324	0.00282732	0.00353645	0.0129694	155	0	155	155	
1	1.25	1	7	10	3	65	10075	65	10075	0.00739377	0.00285022	0.00303354	0.0137581	155	0	155	155	
1	1.25	1	8	2	3	63	9765	61	9455	0.00830844	0.00278011	0.00322229	0.0129955	155	0	155	155	
1	1.25	1	9	13	3	59	9145	61	9455	0.00716849	0.00289448	0.00306421	0.0126481	155	0	155	155	
1	1.25	1	10	12	3	57	8835	57	8835	0.00764182	0.00297619	0.00300443	0.0123896	155	0	155	155	
1.25	1.5	1	1	3	4	62	9610	62	9610	0.00759149	0.0031251	0.00302192	0.0130546	155	0	155	155	
1.25	1.5	1	2	11	3	65	10075	66	10230	0.0073912	0.00284427	0.00304354	0.0128303	155	0	155	155	
1.25	1.5	1	3	14	3	68	10540	68	10540	0.00786171	0.00299256	0.00300361	0.0130572	155	0	155	155	
1.25	1.5	1	4	9	3	64	9920	64	9920	0.00798717	0.00302012	0.00304854	0.0139232	155	0	155	155	
1.25	1.5	1	5	1	3	58	8990	58	8990	0.00762093	0.0028228	0.00302688	0.0125098	155	0	155	155	
1.25	1.5	1	6	4	3	61	9455	61	9455	0.00780284	0.00284094	0.003083	0.0130294	155	0	155	155	
1.25	1.5	1	7	10	3	63	9765	64	9920	0.0077244	0.00271605	0.00300722	0.0126019	155	0	155	155	
