% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
135	1	2	6	0	0	28	2196	0	1	1	0
500	1	1	1	0	0	28	2196	0	1	1	0
151	1	3	4	0	0	28	2196	0	1	1	0
538	1	5	2	0	0	28	2196	0	1	1	0
545	1	3	4	0	0	28	2196	0	1	1	0
217	1	1	1	0	0	28	2196	0	1	1	0
597	1	4	3	0	0	28	2196	0	1	1	0
252	1	4	3	0	0	28	2196	0	1	1	0
652	1	5	2	0	0	28	2196	0	1	1	0
280	1	3	4	0	0	28	2196	0	1	1	0
715	1	2	6	0	0	28	2196	0	1	1	0
741	1	5	2	0	0	28	2196	0	1	1	0
762	1	3	4	0	0	28	2196	0	1	1	0
763	1	4	3	0	0	28	2196	0	1	1	0
395	1	2	6	0	0	28	2196	0	1	1	0
807	1	3	4	0	0	28	2196	0	1	1	0
410	1	3	4	0	0	28	2196	0	1	1	0
834	1	1	1	0	0	28	2196	0	1	1	0
856	1	4	3	0	0	28	2196	0	1	1	0
868	1	5	2	0	0	28	2196	0	1	1	0
898	1	2	6	0	0	28	2196	0	1	1	0
500	1	1	1	0	0	28	2196	0	1	1	0
918	1	1	1	0	0	28	2196	0	1	1	0
538	1	5	2	0	0	28	2196	0	1	1	0
545	1	3	4	0	0	28	2196	0	1	1	0
1000	1	5	2	0	0	28	2196	0	1	1	0
1025	1	4	3	0	0	28	2196	0	1	1	0
1026	1	3	4	0	0	28	2196	0	1	1	0
597	1	4	3	0	0	28	2196	0	1	1	0
1068	1	1	1	0	0	28	2196	0	1	1	0
652	1	5	2	0	0	28	2196	0	1	1	0
1164	1	1	1	0	0	28	2196	0	1	1	0
715	1	2	6	0	0	28	2196	0	1	1	0
741	1	5	2	0	0	28	2196	0	1	1	0
1226	1	5	2	0	0	28	2196	0	1	1	0
762	1	3	4	0	0	28	2196	0	1	1	0
763	1	4	3	0	0	28	2196	0	1	1	0
1271	1	3	4	0	0	28	2196	0	1	1	0
807	1	3	4	0	0	28	2196	0	1	1	0
1297	1	4	3	0	0	28	2196	0	1	1	0
1298	1	2	6	0	0	28	2196	0	1	1	0
834	1	1	1	0	0	28	2196	0	1	1	0
1332	1	5	2	0	0	28	2196	0	1	1	0
1338	1	3	4	0	0	28	2196	0	1	1	0
856	1	4	3	0	0	28	2196	0	1	1	0
868	1	5	2	0	0	28	2196	0	1	1	0
898	1	2	6	0	0	28	2196	0	1	1	0
918	1	1	1	0	0	28	2196	0	1	1	0
1452	1	1	1	0	0	28	2196	0	1	1	0
1467	1	5	2	0	0	28	2196	0	1	1	0
1486	1	4	3	0	0	28	2196	0	1	1	0
1000	1	5	2	0	0	28	2196	0	1	1	0
1025	1	4	3	0	0	28	2196	0	1	1	0
1026	1	3	4	0	0	28	2196	0	1	1	0
1589	1	5	2	0	0	28	2196	0	1	1	0
1068	1	1	1	0	0	28	2196	0	1	1	0
1608	1	1	1	0	0	28	2196	0	1	1	0
1633	1	5	2	0	0	28	2196	0	1	1	0
1675	1	1	1	0	0	28	2196	0	1	1	0
1704	1	5	2	0	0	28	2196	0	1	1	0
1164	1	1	1	0	0	28	2196	0	1	1	0
1758	1	2	6	0	0	28	2196	0	1	1	0
1226	1	5	2	0	0	28	2196	0	1	1	0
1806	1	4	3	0	0	28	2196	0	1	1	0
1815	1	1	1	0	0	28	2196	0	1	1	0
