% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	1	1	3200.99	0
0.081	1	1	1	5041.33	0
0.121	1	1	1	3771.21	0
0.161	1	1	1	3030.81	0
0.201	1	1	1	3908.49	0
0.241	1	1	1	4599.66	0
0.281	1	1	1	2623.09	0
0.321	1	1	1	4839.33	0
0.361	1	1	1	4590.51	0
0.401	1	1	1	3431.4	0
0.441	1	1	1	5398.7	0
0.481	1	1	1	3294.04	0
0.521	1	1	1	450.668	0
0.561	1	1	1	389.732	0
0.601	1	1	1	1569.9	0
0.641	1	1	1	1329.52	0
0.681	1	1	1	2150.31	0
0.721	1	1	1	1285.04	0
0.761	1	1	1	775.547	0
0.801	1	1	1	3129.67	0
0.841	1	1	1	1975.16	0
0.881	1	1	1	1107.74	0
0.921	1	1	1	3085.23	0
0.961	1	1	1	1001.02	0
1.001	1	1	1	11911.5	0
1.041	1	1	1	1136.21	0
1.081	1	1	1	1310.49	0
1.121	1	1	1	1678.43	0
1.161	1	1	1	3372.35	0
1.201	1	1	1	8782.76	0
1.241	1	1	1	684.409	0
1.281	1	1	1	2128.83	0
1.321	1	1	1	6445.21	0
1.361	1	1	1	1626.65	0
1.401	1	1	1	1152.9	0
1.441	1	1	1	547.318	0
1.481	1	1	1	8351.61	0
1.521	1	1	1	3342.56	0
1.561	1	1	1	10947.6	0
1.601	1	1	1	4058.62	0
1.641	1	1	1	3814.64	0
1.681	1	1	1	8896.57	0
1.721	1	1	1	6929.5	0
1.761	1	1	1	9036.55	0
1.801	1	1	1	6081.85	0
1.841	1	1	1	2061.12	0
1.881	1	1	1	1770.31	0
1.921	1	1	1	1616.76	0
1.961	1	1	1	2076.86	0
2.001	1	1	1	2427.34	0
2.041	1	1	1	1469.46	0
2.081	1	1	1	2402.61	0
2.121	1	1	1	1486.46	0
2.161	1	1	1	5741.71	0
2.201	1	1	1	2464.82	0
2.241	1	1	1	1355.83	0
2.281	1	1	1	8633.43	0
2.321	1	1	1	4515.46	0
2.361	1	1	1	3534.75	0
2.401	1	1	1	9346.54	0
2.441	1	1	1	1322.61	0
2.481	1	1	1	1077.92	0
2.521	1	1	1	1822.62	0
2.561	1	1	1	573.139	0
2.601	1	1	1	556.729	0
2.641	1	1	1	234.474	0
2.681	1	1	1	942.374	0
2.721	1	1	1	2702.48	0
2.761	1	1	1	1716.41	0
2.801	1	1	1	18116.6	0
2.841	1	1	1	3224.35	0
2.881	1	1	1	2430.37	0
2.921	1	1	1	6540.47	0
2.961	1	1	1	1085.5	0
3.001	1	1	1	4127.25	0
3.041	1	1	1	3479.37	0
3.081	1	1	1	4389.71	0
3.121	1	1	1	2972.43	0
3.161	1	1	1	1423.96	0
3.201	1	1	1	740.546	0
3.241	1	1	1	229.314	0
3.281	1	1	1	7397.43	0
3.321	1	1	1	2513.88	0
3.361	1	1	1	1176.43	0
3.401	1	1	1	6935.1	0
3.441	1	1	1	4096.87	0
3.481	1	1	1	5761.07	0
3.521	1	1	1	4160.88	0
3.561	1	1	1	1693.24	0
3.601	1	1	1	692.643	0
3.641	1	1	1	2196.94	0
3.681	1	1	1	4923.53	0
3.721	1	1	1	2555.29	0
3.761	1	1	1	4343.18	0
3.801	1	1	1	5482.38	0
3.841	1	1	1	2094.98	0
3.881	1	1	1	4543.18	0
3.921	1	1	1	2182.74	0
3.961	1	1	1	757.001	0
4.001	1	1	1	964.364	0
4.041	1	1	1	3184.18	0
4.081	1	1	1	3385.53	0
4.121	1	1	1	2025.85	0
4.161	1	1	1	4301.99	0
4.201	1	1	1	392.879	0
4.241	1	1	1	1524.52	0
4.281	1	1	1	1298.41	0
4.321	1	1	1	1212.49	0
4.361	1	1	1	2364.96	0
4.401	1	1	1	2879.46	0
4.441	1	1	1	15496	0
4.481	1	1	1	20764.4	0
4.521	1	1	1	3239.19	0
4.561	1	1	1	3074.75	0
4.601	1	1	1	1935.11	0
4.641	1	1	1	1070.81	0
4.681	1	1	1	1710.19	0
4.721	1	1	1	905.5	0
4.761	1	1	1	704.786	0
4.801	1	1	1	1287.47	0
4.841	1	1	1	527.111	0
4.881	1	1	1	816.847	0
4.921	1	1	1	1697.87	0
4.961	1	1	1	482.689	0
5.001	1	1	1	5010.74	0
5.041	1	1	1	3154.97	0
5.081	1	1	1	3397.91	0
5.121	1	1	1	4498.53	0
5.161	1	1	1	3741.46	0
5.201	1	1	1	1950.51	0
5.241	1	1	1	2113.63	0
5.281	1	1	1	2712.2	0
5.321	1	1	1	1373.93	0
5.361	1	1	1	2575.66	0
5.401	1	1	1	6630.32	0
5.441	1	1	1	2271.66	0
5.481	1	1	1	1946.78	0
5.521	1	1	1	1642.31	0
5.561	1	1	1	11258	0
5.601	1	1	1	4520.46	0
5.641	1	1	1	2288.6	0
5.681	1	1	1	3602.53	0
5.721	1	1	1	1873.43	0
5.761	1	1	1	6696.58	0
5.801	1	1	1	8281.96	0
5.841	1	1	1	2811.59	0
5.881	1	1	1	4779.67	0
5.921	1	1	1	9604.49	0
5.961	1	1	1	4944	0
6.001	1	1	1	3478.42	0
6.041	1	1	1	3266.22	0
6.081	1	1	1	2050.54	0
6.121	1	1	1	14855.7	0
6.161	1	1	1	4528.81	0
6.201	1	1	1	2318.17	0
6.241	1	1	1	8205.5	0
6.281	1	1	1	1517	0
6.321	1	1	1	3079.76	0
6.361	1	1	1	555.08	0
6.401	1	1	1	2190.46	0
6.441	1	1	1	7862.8	0
6.481	1	1	1	1021.48	0
6.521	1	1	1	2177.61	0
6.561	1	1	1	1702.91	0
6.601	1	1	1	1290.13	0
6.641	1	1	1	687.564	0
6.681	1	1	1	7253.54	0
6.721	1	1	1	5840.37	0
6.761	1	1	1	1214.82	0
6.801	1	1	1	1289.7	0
6.841	1	1	1	2855.98	0
6.881	1	1	1	3548.67	0
6.921	1	1	1	2527.39	0
6.961	1	1	1	1317.43	0
7.001	1	1	1	1264.82	0
7.041	1	1	1	4454.19	0
7.081	1	1	1	5018.26	0
7.121	1	1	1	3214	0
7.161	1	1	1	1536.67	0
7.201	1	1	1	522.94	0
7.241	1	1	1	3544.59	0
7.281	1	1	1	5259.58	0
7.321	1	1	1	5269.9	0
7.361	1	1	1	2770.63	0
7.401	1	1	1	2310.7	0
7.441	1	1	1	11321.6	0
7.481	1	1	1	3569.56	0
7.521	1	1	1	2040.91	0
7.561	1	1	1	344.867	0
7.601	1	1	1	8275.15	0
7.641	1	1	1	6941.5	0
7.681	1	1	1	317.715	0
7.721	1	1	1	5517.98	0
7.761	1	1	1	8563.46	0
7.801	1	1	1	2141.77	0
7.841	1	1	1	2094.76	0
7.881	1	1	1	2146.62	0
7.921	1	1	1	1133.84	0
7.961	1	1	1	798.188	0
8.001	1	1	1	4891.44	0
8.041	1	1	1	17952.8	0
8.081	1	1	1	9591.4	0
8.121	1	1	1	1367.38	0
8.161	1	1	1	8810.18	0
