% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	2	1	19727.9	0
0.042	1	5	2	619.964	0
0.043	1	1	3	138313	0
0.044	1	4	4	5584.04	0
0.046	1	3	6	284.493	0
0.081	1	2	1	29388.6	0
0.082	1	5	2	585.894	0
0.083	1	1	3	189252	0
0.084	1	4	4	4279.92	0
0.086	1	3	6	496.864	0
0.121	1	2	1	44019.7	0
0.122	1	5	2	3535.82	0
0.123	1	1	3	221108	0
0.124	1	4	4	4694.02	0
0.126	1	3	6	335.098	0
0.161	1	2	1	89427.3	0
0.162	1	5	2	403.458	0
0.163	1	1	3	183873	0
0.164	1	4	4	6491.76	0
0.166	1	3	6	335.819	0
0.201	1	2	1	219256	0
0.202	1	5	2	112.232	0
0.203	1	1	3	128928	0
0.204	1	4	4	6905.17	0
0.206	1	3	6	966.76	0
0.241	1	2	1	55953	0
0.242	1	5	2	807.347	0
0.243	1	1	3	348382	0
0.244	1	4	4	6352.16	0
0.246	1	3	6	1003.88	0
0.281	1	2	1	79143.2	0
0.282	1	5	2	200.918	0
0.283	1	1	3	263436	0
0.284	1	4	4	4477.82	0
0.286	1	3	6	700.014	0
0.321	1	2	1	281314	0
0.322	1	5	2	68.0736	0
0.323	1	1	3	122329	0
0.324	1	4	4	8816.84	0
0.326	1	3	6	2279.85	0
0.361	1	2	1	69312.5	0
0.362	1	5	2	565.316	0
0.363	1	1	3	176260	0
0.364	1	4	4	10057.2	0
0.366	1	3	6	432.17	0
0.401	1	2	1	101723	0
0.402	1	5	2	459.299	0
0.403	1	1	3	85242.5	0
0.404	1	4	4	4860.78	0
0.406	1	3	6	263.28	0
0.441	1	2	1	387562	0
0.442	1	5	2	247.114	0
0.443	1	1	3	214303	0
0.444	1	4	4	4858.08	0
0.446	1	3	6	148.031	0
0.481	1	2	1	160391	0
0.482	1	5	2	891.469	0
0.483	1	1	3	348147	0
0.484	1	4	4	3523.32	0
0.486	1	3	6	906.361	0
0.521	1	2	1	558215	0
0.522	1	5	2	118.113	0
0.523	1	1	3	288527	0
0.524	1	4	4	10316.3	0
0.526	1	3	6	1153.67	0
0.561	1	2	1	232178	0
0.562	1	5	2	228.507	0
0.563	1	1	3	344571	0
0.564	1	4	4	6206.51	0
0.566	1	3	6	1484.9	0
0.601	1	2	1	42701.2	0
0.602	1	5	2	146.062	0
0.603	1	1	3	305181	0
0.604	1	4	4	7847.71	0
