% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
493	1	1	1	0	28	2196	0	1	0
866	1	1	1	0	28	2196	0	1	0
1122	1	1	1	0	28	2196	0	1	0
1232	1	1	1	0	28	2196	0	1	0
1439	1	1	1	0	28	2196	0	1	0
1630	1	1	1	0	28	2196	0	1	0
2083	1	1	1	0	28	2196	0	1	0
2399	1	1	1	0	28	2196	0	1	0
2482	1	1	1	0	28	2196	0	1	0
2646	1	1	1	0	28	2196	0	1	0
2818	1	1	1	0	28	2196	0	1	0
3083	1	1	1	0	28	2196	0	1	0
3232	1	1	1	0	28	2196	0	1	0
3366	1	1	1	0	28	2196	0	1	0
3810	1	1	1	0	22	1383	0	1	0
3948	1	1	1	0	28	2196	0	1	0
4140	1	1	1	0	28	2196	0	1	0
4307	1	1	1	0	22	1383	0	1	0
4389	1	1	1	0	28	2196	0	1	0
4473	1	1	1	0	28	2196	0	1	0
4848	1	1	1	0	28	2196	0	1	0
5016	1	1	1	0	24	1620	0	1	0
5254	1	1	1	0	28	2196	0	1	0
5354	1	1	1	0	28	2196	0	1	0
5404	1	1	1	0	28	2196	0	1	0
5722	1	1	1	0	28	2196	0	1	0
5922	1	1	1	0	28	2196	0	1	0
6124	1	1	1	0	28	2196	0	1	0
6241	1	1	1	0	28	2196	0	1	0
6555	1	1	1	0	28	2196	0	1	0
6809	1	1	1	0	28	2196	0	1	0
7150	1	1	1	0	28	2196	0	1	0
7262	1	1	1	0	28	2196	0	1	0
7686	1	1	1	0	28	2196	0	1	0
7769	1	1	1	0	28	2196	0	1	0
7855	1	1	1	0	14	775	0	1	0
8103	1	1	1	0	28	2196	0	1	0
8149	1	1	1	0	24	1620	0	1	0
8292	1	1	1	0	28	2196	0	1	0
8573	1	1	1	0	28	2196	0	1	0
9143	1	1	1	0	28	2196	0	1	0
9344	1	1	1	0	28	2196	0	1	0
9460	1	1	1	0	28	2196	0	1	0
9681	1	1	1	0	28	2196	0	1	0
9830	1	1	1	0	28	2196	0	1	0
10187	1	1	1	0	28	2196	0	1	0
10582	1	1	1	0	28	2196	0	1	0
10650	1	1	1	0	28	2196	0	1	0
11117	1	1	1	0	28	2196	0	1	0
11257	1	1	1	0	28	2196	0	1	0
11513	1	1	1	0	28	2196	0	1	0
11526	1	1	1	0	14	775	0	1	0
11616	1	1	1	0	28	2196	0	1	0
11782	1	1	1	0	28	2196	0	1	0
11816	1	1	1	0	28	2196	0	1	0
11894	1	1	1	0	28	2196	0	1	0
12063	1	1	1	0	28	2196	0	1	0
12120	1	1	1	0	28	2196	0	1	0
12384	1	1	1	0	28	2196	0	1	0
12497	1	1	1	0	28	2196	0	1	0
12690	1	1	1	0	28	2196	0	1	0
12868	1	1	1	0	28	2196	0	1	0
13273	1	1	1	0	28	2196	0	1	0
13376	1	1	1	0	28	2196	0	1	0
13600	1	1	1	0	28	2196	0	1	0
13696	1	1	1	0	28	2196	0	1	0
13794	1	1	1	0	28	2196	0	1	0
13883	1	1	1	0	28	2196	0	1	0
13936	1	1	1	0	28	2196	0	1	0
14381	1	1	1	0	28	2196	0	1	0
14409	1	1	1	0	28	2196	0	1	0
14766	1	1	1	0	28	2196	0	1	0
14837	1	1	1	0	28	2196	0	1	0
15396	1	1	1	0	28	2196	0	1	0
15707	1	1	1	0	28	2196	0	1	0
15784	1	1	1	0	28	2196	0	1	0
15941	1	1	1	0	28	2196	0	1	0
16040	1	1	1	0	28	2196	0	1	0
16113	1	1	1	0	28	2196	0	1	0
16213	1	1	1	0	28	2196	0	1	0
16396	1	1	1	0	28	2196	0	1	0
16624	1	1	1	0	28	2196	0	1	0
16736	1	1	1	0	28	2196	0	1	0
16814	1	1	1	0	28	2196	0	1	0
16995	1	1	1	0	28	2196	0	1	0
17163	1	1	1	0	28	2196	0	1	0
17235	1	1	1	0	28	2196	0	1	0
17359	1	1	1	0	28	2196	0	1	0
17482	1	1	1	0	28	2196	0	1	0
17601	1	1	1	0	28	2196	0	1	0
17675	1	1	1	0	28	2196	0	1	0
17729	1	1	1	0	28	2196	0	1	0
17752	1	1	1	0	28	2196	0	1	0
17883	1	1	1	0	28	2196	0	1	0
18056	1	1	1	0	20	1191	0	1	0
18502	1	1	1	0	28	2196	0	1	0
18632	1	1	1	0	28	2196	0	1	0
19088	1	1	1	0	28	2196	0	1	0
19392	1	1	1	0	28	2196	0	1	0
19567	1	1	1	0	28	2196	0	1	0
19626	1	1	1	0	28	2196	0	1	0
19851	1	1	1	0	28	2196	0	1	0
19926	1	1	1	0	28	2196	0	1	0
20171	1	1	1	0	28	2196	0	1	0
20245	1	1	1	0	28	2196	0	1	0
20352	1	1	1	0	28	2196	0	1	0
20396	1	1	1	0	28	2196	0	1	0
20692	1	1	1	0	28	2196	0	1	0
20841	1	1	1	0	28	2196	0	1	0
20951	1	1	1	0	28	2196	0	1	0
21121	1	1	1	0	28	2196	0	1	0
21235	1	1	1	0	28	2196	0	1	0
21440	1	1	1	0	28	2196	0	1	0
21577	1	1	1	0	28	2196	0	1	0
21759	1	1	1	0	28	2196	0	1	0
21843	1	1	1	0	28	2196	0	1	0
22029	1	1	1	0	28	2196	0	1	0
22253	1	1	1	0	28	2196	0	1	0
22445	1	1	1	0	28	2196	0	1	0
22538	1	1	1	0	28	2196	0	1	0
22879	1	1	1	0	28	2196	0	1	0
23073	1	1	1	0	28	2196	0	1	0
23252	1	1	1	0	28	2196	0	1	0
23369	1	1	1	0	28	2196	0	1	0
23639	1	1	1	0	28	2196	0	1	0
23942	1	1	1	0	24	1620	0	1	0
24239	1	1	1	0	28	2196	0	1	0
24495	1	1	1	0	28	2196	0	1	0
24618	1	1	1	0	28	2196	0	1	0
24869	1	1	1	0	28	2196	0	1	0
25159	1	1	1	0	28	2196	0	1	0
25340	1	1	1	0	28	2196	0	1	0
25510	1	1	1	0	26	1836	0	1	0
25671	1	1	1	0	28	2196	0	1	0
25918	1	1	1	0	28	2196	0	1	0
26077	1	1	1	0	28	2196	0	1	0
26153	1	1	1	0	28	2196	0	1	0
26342	1	1	1	0	28	2196	0	1	0
26752	1	1	1	0	28	2196	0	1	0
27022	1	1	1	0	12	597	0	1	0
27072	1	1	1	0	28	2196	0	1	0
27181	1	1	1	0	28	2196	0	1	0
27338	1	1	1	0	28	2196	0	1	0
27470	1	1	1	0	18	967	0	1	0
27742	1	1	1	0	28	2196	0	1	0
27871	1	1	1	0	28	2196	0	1	0
28070	1	1	1	0	28	2196	0	1	0
28335	1	1	1	0	28	2196	0	1	0
28436	1	1	1	0	28	2196	0	1	0
28587	1	1	1	0	28	2196	0	1	0
28688	1	1	1	0	24	1620	0	1	0
28824	1	1	1	0	28	2196	0	1	0
29014	1	1	1	0	28	2196	0	1	0
29308	1	1	1	0	28	2196	0	1	0
29472	1	1	1	0	28	2196	0	1	0
29567	1	1	1	0	28	2196	0	1	0
29642	1	1	1	0	22	1383	0	1	0
29761	1	1	1	0	28	2196	0	1	0
29926	1	1	1	0	28	2196	0	1	0
30004	1	1	1	0	26	1836	0	1	0
30301	1	1	1	0	28	2196	0	1	0
30813	1	1	1	0	28	2196	0	1	0
30860	1	1	1	0	28	2196	0	1	0
30875	1	1	1	0	28	2196	0	1	0
30924	1	1	1	0	28	2196	0	1	0
31063	1	1	1	0	28	2196	0	1	0
31151	1	1	1	0	28	2196	0	1	0
31252	1	1	1	0	28	2196	0	1	0
31400	1	1	1	0	28	2196	0	1	0
31452	1	1	1	0	24	1620	0	1	0
31505	1	1	1	0	28	2196	0	1	0
31815	1	1	1	0	20	1191	0	1	0
31906	1	1	1	0	28	2196	0	1	0
32056	1	1	1	0	28	2196	0	1	0
32143	1	1	1	0	28	2196	0	1	0
32202	1	1	1	0	28	2196	0	1	0
32243	1	1	1	0	28	2196	0	1	0
32400	1	1	1	0	28	2196	0	1	0
32639	1	1	1	0	28	2196	0	1	0
32828	1	1	1	0	28	2196	0	1	0
33990	1	1	1	0	28	2196	0	1	0
34252	1	1	1	0	28	2196	0	1	0
34542	1	1	1	0	28	2196	0	1	0
34819	1	1	1	0	24	1620	0	1	0
35027	1	1	1	0	28	2196	0	1	0
35233	1	1	1	0	28	2196	0	1	0
35336	1	1	1	0	22	1383	0	1	0
35624	1	1	1	0	28	2196	0	1	0
35700	1	1	1	0	28	2196	0	1	0
35855	1	1	1	0	28	2196	0	1	0
36275	1	1	1	0	28	2196	0	1	0
36329	1	1	1	0	28	2196	0	1	0
36428	1	1	1	0	28	2196	0	1	0
36520	1	1	1	0	28	2196	0	1	0
36765	1	1	1	0	28	2196	0	1	0
37050	1	1	1	0	28	2196	0	1	0
37326	1	1	1	0	28	2196	0	1	0
37392	1	1	1	0	28	2196	0	1	0
37667	1	1	1	0	28	2196	0	1	0
37748	1	1	1	0	28	2196	0	1	0
38101	1	1	1	0	28	2196	0	1	0
38412	1	1	1	0	24	1620	0	1	0
38651	1	1	1	0	28	2196	0	1	0
38925	1	1	1	0	28	2196	0	1	0
39753	1	1	1	0	28	2196	0	1	0
39867	1	1	1	0	28	2196	0	1	0
39992	1	1	1	0	28	2196	0	1	0
40511	1	1	1	0	28	2196	0	1	0
41022	1	1	1	0	28	2196	0	1	0
41048	1	1	1	0	28	2196	0	1	0
41360	1	1	1	0	28	2196	0	1	0
41433	1	1	1	0	28	2196	0	1	0
41593	1	1	1	0	28	2196	0	1	0
41980	1	1	1	0	28	2196	0	1	0
42144	1	1	1	0	28	2196	0	1	0
42225	1	1	1	0	28	2196	0	1	0
42848	1	1	1	0	28	2196	0	1	0
43162	1	1	1	0	28	2196	0	1	0
43318	1	1	1	0	28	2196	0	1	0
43971	1	1	1	0	28	2196	0	1	0
44232	1	1	1	0	24	1620	0	1	0
44318	1	1	1	0	28	2196	0	1	0
44466	1	1	1	0	28	2196	0	1	0
44568	1	1	1	0	28	2196	0	1	0
44679	1	1	1	0	28	2196	0	1	0
44748	1	1	1	0	20	1191	0	1	0
44960	1	1	1	0	28	2196	0	1	0
45294	1	1	1	0	28	2196	0	1	0
45826	1	1	1	0	28	2196	0	1	0
46061	1	1	1	0	28	2196	0	1	0
46168	1	1	1	0	28	2196	0	1	0
46384	1	1	1	0	28	2196	0	1	0
46528	1	1	1	0	28	2196	0	1	0
46610	1	1	1	0	24	1620	0	1	0
46822	1	1	1	0	28	2196	0	1	0
47120	1	1	1	0	28	2196	0	1	0
47260	1	1	1	0	28	2196	0	1	0
47358	1	1	1	0	28	2196	0	1	0
47529	1	1	1	0	26	1836	0	1	0
47566	1	1	1	0	28	2196	0	1	0
47700	1	1	1	0	28	2196	0	1	0
47799	1	1	1	0	28	2196	0	1	0
47819	1	1	1	0	28	2196	0	1	0
48235	1	1	1	0	18	967	0	1	0
48595	1	1	1	0	28	2196	0	1	0
48653	1	1	1	0	28	2196	0	1	0
48856	1	1	1	0	28	2196	0	1	0
49143	1	1	1	0	28	2196	0	1	0
49348	1	1	1	0	28	2196	0	1	0
49527	1	1	1	0	28	2196	0	1	0
49962	1	1	1	0	28	2196	0	1	0
50227	1	1	1	0	28	2196	0	1	0
50347	1	1	1	0	28	2196	0	1	0
50623	1	1	1	0	28	2196	0	1	0
50668	1	1	1	0	28	2196	0	1	0
50806	1	1	1	0	28	2196	0	1	0
51106	1	1	1	0	28	2196	0	1	0
51184	1	1	1	0	28	2196	0	1	0
51370	1	1	1	0	28	2196	0	1	0
51608	1	1	1	0	28	2196	0	1	0
51762	1	1	1	0	28	2196	0	1	0
52164	1	1	1	0	28	2196	0	1	0
52538	1	1	1	0	28	2196	0	1	0
52895	1	1	1	0	28	2196	0	1	0
53130	1	1	1	0	28	2196	0	1	0
53557	1	1	1	0	24	1620	0	1	0
53755	1	1	1	0	28	2196	0	1	0
53881	1	1	1	0	28	2196	0	1	0
54239	1	1	1	0	28	2196	0	1	0
54460	1	1	1	0	28	2196	0	1	0
54604	1	1	1	0	28	2196	0	1	0
54658	1	1	1	0	28	2196	0	1	0
54780	1	1	1	0	28	2196	0	1	0
55091	1	1	1	0	28	2196	0	1	0
55689	1	1	1	0	28	2196	0	1	0
55853	1	1	1	0	28	2196	0	1	0
56003	1	1	1	0	28	2196	0	1	0
56239	1	1	1	0	28	2196	0	1	0
56385	1	1	1	0	28	2196	0	1	0
56604	1	1	1	0	28	2196	0	1	0
56773	1	1	1	0	28	2196	0	1	0
56995	1	1	1	0	28	2196	0	1	0
57034	1	1	1	0	28	2196	0	1	0
57255	1	1	1	0	28	2196	0	1	0
57300	1	1	1	0	28	2196	0	1	0
57470	1	1	1	0	28	2196	0	1	0
57620	1	1	1	0	28	2196	0	1	0
57974	1	1	1	0	20	1191	0	1	0
58104	1	1	1	0	28	2196	0	1	0
58157	1	1	1	0	28	2196	0	1	0
58249	1	1	1	0	28	2196	0	1	0
58547	1	1	1	0	14	775	0	1	0
58674	1	1	1	0	28	2196	0	1	0
58989	1	1	1	0	28	2196	0	1	0
59080	1	1	1	0	28	2196	0	1	0
59164	1	1	1	0	20	1191	0	1	0
59202	1	1	1	0	28	2196	0	1	0
59241	1	1	1	0	28	2196	0	1	0
59371	1	1	1	0	28	2196	0	1	0
59443	1	1	1	0	28	2196	0	1	0
59877	1	1	1	0	28	2196	0	1	0
59941	1	1	1	0	14	775	0	1	0
