% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	3	1	545.79	0
0.042	1	4	2	443.664	0
0.043	1	5	3	341.866	0
0.044	1	1	4	1323.15	0
0.045	1	2	5	12105.7	0
0.081	1	3	1	262.022	0
0.082	1	4	2	169.771	0
0.083	1	5	3	1075.4	0
0.084	1	1	4	1209.04	0
0.085	1	2	5	8704.42	0
0.121	1	3	1	362.202	0
0.122	1	4	2	143.998	0
0.123	1	5	3	393.986	0
0.124	1	1	4	1979.75	0
0.125	1	2	5	16210.6	0
0.161	1	3	1	395.023	0
0.162	1	4	2	208.422	0
0.163	1	5	3	268.061	0
0.164	1	1	4	757.371	0
0.165	1	2	5	17286.2	0
0.201	1	3	1	385.068	0
0.202	1	4	2	181.742	0
0.203	1	5	3	278.601	0
0.204	1	1	4	1951.89	0
0.205	1	2	5	6416.83	0
0.241	1	3	1	287.227	0
0.242	1	4	2	166.965	0
0.243	1	5	3	1481.01	0
0.244	1	1	4	2379.83	0
0.245	1	2	5	9326.59	0
0.281	1	3	1	368.412	0
0.282	1	4	2	145.378	0
0.283	1	5	3	2229.59	0
0.284	1	1	4	1372.5	0
0.285	1	2	5	15227.9	0
0.321	1	3	1	470.689	0
0.322	1	4	2	116.443	0
0.323	1	5	3	713.721	0
0.324	1	1	4	2406.68	0
0.325	1	2	5	6241.99	0
0.361	1	3	1	495.769	0
0.362	1	4	2	214.458	0
0.363	1	5	3	500.361	0
0.364	1	1	4	2726.38	0
0.365	1	2	5	4546.8	0
0.401	1	3	1	412.068	0
0.402	1	4	2	277.213	0
0.403	1	5	3	505.536	0
0.404	1	1	4	3208.45	0
0.405	1	2	5	9944.58	0
0.441	1	3	1	343.975	0
0.442	1	4	2	169.034	0
0.443	1	5	3	201.752	0
0.444	1	1	4	1801.17	0
0.445	1	2	5	10117.4	0
0.481	1	3	1	708.832	0
0.482	1	4	2	200.847	0
0.483	1	5	3	338.47	0
0.484	1	1	4	2967.06	0
0.485	1	2	5	11849.6	0
0.521	1	3	1	793.385	0
0.522	1	4	2	253.614	0
0.523	1	5	3	336.481	0
0.524	1	1	4	4948.9	0
0.525	1	2	5	6905.75	0
0.561	1	3	1	1996.14	0
0.562	1	4	2	310.727	0
0.563	1	5	3	556.447	0
0.564	1	1	4	1700.31	0
0.565	1	2	5	9979.1	0
0.601	1	3	1	983.912	0
0.602	1	4	2	341.145	0
0.603	1	5	3	611.708	0
0.604	1	1	4	1517.48	0
0.605	1	2	5	13842.7	0
0.641	1	3	1	614.487	0
0.642	1	4	2	255.881	0
0.643	1	5	3	1112.3	0
0.644	1	1	4	1424.43	0
0.645	1	2	5	5977.41	0
0.681	1	3	1	421.244	0
0.682	1	4	2	533.764	0
0.683	1	5	3	1536.33	0
0.684	1	1	4	651.281	0
0.685	1	2	5	20677	0
0.721	1	3	1	718.314	0
0.722	1	4	2	421.548	0
0.723	1	5	3	240.895	0
0.724	1	1	4	641.275	0
0.725	1	2	5	21034.8	0
0.761	1	3	1	1173.01	0
0.762	1	4	2	262.118	0
0.763	1	5	3	173.053	0
0.764	1	1	4	1067.69	0
0.765	1	2	5	6404.31	0
0.801	1	3	1	410.876	0
0.802	1	4	2	153.451	0
0.803	1	5	3	191.246	0
0.804	1	1	4	2482.82	0
0.805	1	2	5	16875.9	0
0.841	1	3	1	510.732	0
0.842	1	4	2	86.3255	0
0.843	1	5	3	150.959	0
0.844	1	1	4	2740.11	0
0.845	1	2	5	12299.1	0
0.881	1	3	1	1100.93	0
0.882	1	4	2	412.741	0
0.883	1	5	3	140.105	0
0.884	1	1	4	1339.32	0
0.885	1	2	5	5530.92	0
0.921	1	3	1	1120.99	0
0.922	1	4	2	217.461	0
0.923	1	5	3	1951.22	0
0.924	1	1	4	1262.92	0
0.925	1	2	5	4369.23	0
0.961	1	3	1	603.831	0
0.962	1	4	2	291.002	0
0.963	1	5	3	422.328	0
0.964	1	1	4	1766.64	0
0.965	1	2	5	2520.82	0
1.001	1	3	1	561.338	0
1.002	1	4	2	383.194	0
1.003	1	5	3	1215.3	0
1.004	1	1	4	2066.62	0
1.005	1	2	5	6133.88	0
