% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	4	1	4496.59	0
0.042	1	8	2	20726.5	0
0.043	1	3	3	5324.57	0
0.044	1	7	4	700.389	0
0.047	1	5	7	448.51	0
0.048	1	1	8	56857	0
0.049	1	2	9	443.253	0
0.05	1	6	10	782.885	0
0.053	1	10	13	28555.6	0
0.054	1	9	14	4496.59	0
0.081	1	4	1	4496.59	0
0.082	1	8	2	20726.5	0
0.083	1	3	3	5324.57	0
0.084	1	7	4	700.389	0
0.087	1	5	7	448.51	0
0.088	1	1	8	56857	0
0.089	1	2	9	443.253	0
0.09	1	6	10	782.885	0
0.093	1	10	13	28555.6	0
0.094	1	9	14	4496.59	0
0.121	1	4	1	4496.59	0
0.122	1	8	2	20726.5	0
0.123	1	3	3	5324.57	0
0.124	1	7	4	700.389	0
0.127	1	5	7	448.51	0
0.128	1	1	8	56857	0
0.129	1	2	9	443.253	0
0.13	1	6	10	782.885	0
0.133	1	10	13	28555.6	0
0.134	1	9	14	4496.59	0
0.161	1	4	1	4496.59	0
0.162	1	8	2	20726.5	0
0.163	1	3	3	5324.57	0
0.164	1	7	4	700.389	0
0.167	1	5	7	448.51	0
0.168	1	1	8	56857	0
0.169	1	2	9	443.253	0
0.17	1	6	10	782.885	0
0.173	1	10	13	28555.6	0
0.174	1	9	14	4496.59	0
0.201	1	4	1	4496.59	0
0.202	1	8	2	20726.5	0
0.203	1	3	3	5324.57	0
0.204	1	7	4	700.389	0
0.207	1	5	7	448.51	0
0.208	1	1	8	56857	0
0.209	1	2	9	443.253	0
0.21	1	6	10	782.885	0
0.213	1	10	13	28555.6	0
0.214	1	9	14	4496.59	0
0.241	1	4	1	4496.59	0
0.242	1	8	2	20726.5	0
0.243	1	3	3	5324.57	0
0.244	1	7	4	700.389	0
0.247	1	5	7	448.51	0
0.248	1	1	8	56857	0
0.249	1	2	9	443.253	0
0.25	1	6	10	782.885	0
0.253	1	10	13	28555.6	0
0.254	1	9	14	4496.59	0
0.281	1	4	1	4496.59	0
0.282	1	8	2	20726.5	0
0.283	1	3	3	5324.57	0
0.284	1	7	4	700.389	0
0.287	1	5	7	448.51	0
0.288	1	1	8	56857	0
0.289	1	2	9	443.253	0
0.29	1	6	10	782.885	0
0.293	1	10	13	28555.6	0
0.294	1	9	14	4496.59	0
0.321	1	4	1	4496.59	0
0.322	1	8	2	20726.5	0
0.323	1	3	3	5324.57	0
0.324	1	7	4	700.389	0
0.327	1	5	7	448.51	0
0.328	1	1	8	56857	0
0.329	1	2	9	443.253	0
0.33	1	6	10	782.885	0
0.333	1	10	13	28555.6	0
0.334	1	9	14	4496.59	0
0.361	1	4	1	4496.59	0
0.362	1	8	2	20726.5	0
0.363	1	3	3	5324.57	0
0.364	1	7	4	700.389	0
0.367	1	5	7	448.51	0
0.368	1	1	8	56857	0
0.369	1	2	9	443.253	0
0.37	1	6	10	782.885	0
0.373	1	10	13	28555.6	0
0.374	1	9	14	4496.59	0
0.401	1	4	1	4496.59	0
0.402	1	8	2	20726.5	0
0.403	1	3	3	5324.57	0
0.404	1	7	4	700.389	0
0.407	1	5	7	448.51	0
0.408	1	1	8	56857	0
0.409	1	2	9	443.253	0
0.41	1	6	10	782.885	0
0.413	1	10	13	28555.6	0
0.414	1	9	14	4496.59	0
0.441	1	4	1	4496.59	0
0.442	1	8	2	20726.5	0
0.443	1	3	3	5324.57	0
0.444	1	7	4	700.389	0
0.447	1	5	7	448.51	0
0.448	1	1	8	56857	0
0.449	1	2	9	443.253	0
0.45	1	6	10	782.885	0
0.453	1	10	13	28555.6	0
0.454	1	9	14	4496.59	0
0.481	1	4	1	4496.59	0
0.482	1	8	2	20726.5	0
0.483	1	3	3	5324.57	0
0.484	1	7	4	700.389	0
0.487	1	5	7	448.51	0
0.488	1	1	8	56857	0
0.489	1	2	9	443.253	0
0.49	1	6	10	782.885	0
0.493	1	10	13	28555.6	0
0.494	1	9	14	4496.59	0
0.521	1	4	1	4496.59	0
0.522	1	8	2	20726.5	0
0.523	1	3	3	5324.57	0
0.524	1	7	4	700.389	0
0.527	1	5	7	448.51	0
0.528	1	1	8	56857	0
0.529	1	2	9	443.253	0
0.53	1	6	10	782.885	0
0.533	1	10	13	28555.6	0
0.534	1	9	14	4496.59	0
0.561	1	4	1	4496.59	0
0.562	1	8	2	20726.5	0
0.563	1	3	3	5324.57	0
0.564	1	7	4	700.389	0
0.567	1	5	7	448.51	0
0.568	1	1	8	56857	0
0.569	1	2	9	443.253	0
0.57	1	6	10	782.885	0
0.573	1	10	13	28555.6	0
0.574	1	9	14	4496.59	0
0.601	1	4	1	4496.59	0
0.602	1	8	2	20726.5	0
0.603	1	3	3	5324.57	0
0.604	1	7	4	700.389	0
0.607	1	5	7	448.51	0
0.608	1	1	8	56857	0
0.609	1	2	9	443.253	0
0.61	1	6	10	782.885	0
0.613	1	10	13	28555.6	0
0.614	1	9	14	4496.59	0
0.641	1	4	1	4496.59	0
0.642	1	8	2	20726.5	0
0.643	1	3	3	5324.57	0
0.644	1	7	4	700.389	0
0.647	1	5	7	448.51	0
0.648	1	1	8	56857	0
0.649	1	2	9	443.253	0
0.65	1	6	10	782.885	0
0.653	1	10	13	28555.6	0
0.654	1	9	14	4496.59	0
0.681	1	4	1	4496.59	0
0.682	1	8	2	20726.5	0
0.683	1	3	3	5324.57	0
0.684	1	7	4	700.389	0
0.687	1	5	7	448.51	0
0.688	1	1	8	56857	0
0.689	1	2	9	443.253	0
0.69	1	6	10	782.885	0
0.693	1	10	13	28555.6	0
0.694	1	9	14	4496.59	0
0.721	1	4	1	4496.59	0
0.722	1	8	2	20726.5	0
0.723	1	3	3	5324.57	0
0.724	1	7	4	700.389	0
0.727	1	5	7	448.51	0
0.728	1	1	8	56857	0
0.729	1	2	9	443.253	0
0.73	1	6	10	782.885	0
0.733	1	10	13	28555.6	0
0.734	1	9	14	4496.59	0
0.761	1	4	1	4496.59	0
0.762	1	8	2	20726.5	0
0.763	1	3	3	5324.57	0
0.764	1	7	4	700.389	0
0.767	1	5	7	448.51	0
0.768	1	1	8	56857	0
0.769	1	2	9	443.253	0
0.77	1	6	10	782.885	0
0.773	1	10	13	28555.6	0
0.774	1	9	14	4496.59	0
0.801	1	4	1	4496.59	0
0.802	1	8	2	20726.5	0
0.803	1	3	3	5324.57	0
0.804	1	7	4	700.389	0
0.807	1	5	7	448.51	0
0.808	1	1	8	56857	0
0.809	1	2	9	443.253	0
0.81	1	6	10	782.885	0
0.813	1	10	13	28555.6	0
0.814	1	9	14	4496.59	0
0.841	1	4	1	4496.59	0
0.842	1	8	2	20726.5	0
0.843	1	3	3	5324.57	0
0.844	1	7	4	700.389	0
0.847	1	5	7	448.51	0
0.848	1	1	8	56857	0
0.849	1	2	9	443.253	0
0.85	1	6	10	782.885	0
0.853	1	10	13	28555.6	0
0.854	1	9	14	4496.59	0
0.881	1	4	1	4496.59	0
0.882	1	8	2	20726.5	0
0.883	1	3	3	5324.57	0
0.884	1	7	4	700.389	0
0.887	1	5	7	448.51	0
0.888	1	1	8	56857	0
0.889	1	2	9	443.253	0
0.89	1	6	10	782.885	0
0.893	1	10	13	28555.6	0
0.894	1	9	14	4496.59	0
0.921	1	4	1	4496.59	0
0.922	1	8	2	20726.5	0
0.923	1	3	3	5324.57	0
0.924	1	7	4	700.389	0
0.927	1	5	7	448.51	0
0.928	1	1	8	56857	0
0.929	1	2	9	443.253	0
0.93	1	6	10	782.885	0
0.933	1	10	13	28555.6	0
0.934	1	9	14	4496.59	0
0.961	1	4	1	4496.59	0
0.962	1	8	2	20726.5	0
