% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	5	1	15666.3	0
0.042	1	8	2	95823.9	0
0.043	1	1	3	3444.2	0
0.044	1	10	4	33247.9	0
0.049	1	9	9	2930.43	0
0.05	1	7	10	7953.11	0
0.051	1	4	11	10404.5	0
0.052	1	6	12	240.185	0
0.055	1	2	15	19470	0
0.056	1	3	16	4534.38	0
0.081	1	5	1	57037.8	0
0.082	1	8	2	37886.9	0
0.083	1	1	3	3284.79	0
0.084	1	10	4	15502.5	0
0.089	1	9	9	1487.06	0
0.09	1	7	10	6663.49	0
0.091	1	4	11	13447.8	0
0.092	1	6	12	1315.46	0
0.095	1	2	15	1931.08	0
0.096	1	3	16	3731.88	0
0.121	1	5	1	54581.3	0
0.122	1	8	2	126924	0
0.123	1	1	3	3841.44	0
0.124	1	10	4	172776	0
0.129	1	9	9	246.5	0
0.13	1	7	10	8929.35	0
0.131	1	4	11	10909.2	0
0.132	1	6	12	304.752	0
0.135	1	2	15	3933.75	0
0.136	1	3	16	1436.4	0
0.161	1	5	1	75991.6	0
0.162	1	8	2	121644	0
0.163	1	1	3	3735.23	0
0.164	1	10	4	27044.2	0
0.169	1	9	9	977.884	0
0.17	1	7	10	6293.94	0
0.171	1	4	11	3632.27	0
0.172	1	6	12	259.946	0
0.175	1	2	15	4463.85	0
0.176	1	3	16	2031.84	0
0.201	1	5	1	83656.5	0
0.202	1	8	2	45400.9	0
0.203	1	1	3	6796.76	0
0.204	1	10	4	34747.3	0
0.209	1	9	9	325.065	0
0.21	1	7	10	2210.79	0
0.211	1	4	11	5300.46	0
0.212	1	6	12	424.877	0
0.215	1	2	15	1705.68	0
0.216	1	3	16	825.337	0
0.241	1	5	1	43898.8	0
0.242	1	8	2	84585.2	0
0.243	1	1	3	2889.25	0
0.244	1	10	4	374313	0
0.249	1	9	9	316.365	0
0.25	1	7	10	3621.03	0
0.251	1	4	11	6057.06	0
0.252	1	6	12	513.272	0
0.255	1	2	15	3714.64	0
0.256	1	3	16	1339.07	0
0.281	1	5	1	20178.4	0
0.282	1	8	2	40736.4	0
0.283	1	1	3	2796.69	0
0.284	1	10	4	105997	0
0.289	1	9	9	587.528	0
0.29	1	7	10	3825.08	0
0.291	1	4	11	5229.25	0
0.292	1	6	12	774.582	0
0.295	1	2	15	3280.02	0
0.296	1	3	16	3881.25	0
0.321	1	5	1	76792	0
0.322	1	8	2	29036.1	0
0.323	1	1	3	2000.95	0
0.324	1	10	4	83573.4	0
0.329	1	9	9	658.934	0
0.33	1	7	10	3331.19	0
0.331	1	4	11	4860.54	0
0.332	1	6	12	432.899	0
0.335	1	2	15	4141.17	0
0.336	1	3	16	2648.73	0
0.361	1	5	1	64077.4	0
0.362	1	8	2	32360.4	0
0.363	1	1	3	2367.77	0
0.364	1	10	4	78439.5	0
0.369	1	9	9	839.275	0
0.37	1	7	10	3087.74	0
0.371	1	4	11	3950.96	0
0.372	1	6	12	491.957	0
0.375	1	2	15	1740.76	0
0.376	1	3	16	2622.39	0
0.401	1	5	1	19919.8	0
0.402	1	8	2	24138.3	0
0.403	1	1	3	3416.8	0
0.404	1	10	4	70477.4	0
0.409	1	9	9	486.5	0
0.41	1	7	10	2444.72	0
0.411	1	4	11	3895.42	0
0.412	1	6	12	858.375	0
0.415	1	2	15	4270.1	0
0.416	1	3	16	3094.79	0
0.441	1	5	1	50446	0
0.442	1	8	2	42184.6	0
0.443	1	1	3	1216.73	0
0.444	1	10	4	70148.7	0
0.449	1	9	9	473.264	0
0.45	1	7	10	2714.17	0
0.451	1	4	11	7743.43	0
0.452	1	6	12	1097.95	0
0.455	1	2	15	9360.58	0
0.456	1	3	16	1773.91	0
0.481	1	5	1	93456.3	0
0.482	1	8	2	41580.1	0
0.483	1	1	3	1509.99	0
0.484	1	10	4	35047.1	0
0.489	1	9	9	385.393	0
0.49	1	7	10	5231.54	0
0.491	1	4	11	7296.33	0
0.492	1	6	12	1188.87	0
0.495	1	2	15	10963	0
0.496	1	3	16	1441.1	0
0.521	1	5	1	92211.9	0
0.522	1	8	2	27194.8	0
0.523	1	1	3	23712.8	0
0.524	1	10	4	45798.6	0
0.529	1	9	9	324.283	0
0.53	1	7	10	1052.28	0
0.531	1	4	11	12906.4	0
0.532	1	6	12	759.898	0
0.535	1	2	15	1782.22	0
0.536	1	3	16	1370.15	0
0.561	1	5	1	163164	0
0.562	1	8	2	71559.8	0
0.563	1	1	3	8402.57	0
0.564	1	10	4	41995	0
0.569	1	9	9	284.233	0
0.57	1	7	10	3393.24	0
0.571	1	4	11	7919.58	0
0.572	1	6	12	547.464	0
0.575	1	2	15	6436.97	0
0.576	1	3	16	1051.77	0
0.601	1	5	1	97492.8	0
0.602	1	8	2	163642	0
0.603	1	1	3	12408.5	0
0.604	1	10	4	27813.6	0
0.609	1	9	9	328.513	0
0.61	1	7	10	11769.1	0
0.611	1	4	11	5854.36	0
0.612	1	6	12	269.913	0
0.615	1	2	15	7384.76	0
0.616	1	3	16	1750.41	0
0.641	1	5	1	92844.2	0
0.642	1	8	2	102635	0
0.643	1	1	3	10836.8	0
0.644	1	10	4	38086	0
0.649	1	9	9	351.103	0
0.65	1	7	10	14497.6	0
0.651	1	4	11	2963.92	0
0.652	1	6	12	467.756	0
0.655	1	2	15	3199	0
0.656	1	3	16	1952.79	0
0.681	1	5	1	142918	0
0.682	1	8	2	81004.4	0
0.683	1	1	3	7531.25	0
0.684	1	10	4	314600	0
0.689	1	9	9	691.273	0
0.69	1	7	10	7262.98	0
0.691	1	4	11	7306.2	0
0.692	1	6	12	1223.98	0
0.695	1	2	15	3035.59	0
0.696	1	3	16	2084.76	0
0.721	1	5	1	74176.6	0
0.722	1	8	2	93628	0
0.723	1	1	3	6847.9	0
0.724	1	10	4	66377.6	0
0.729	1	9	9	635.505	0
0.73	1	7	10	11151.3	0
0.731	1	4	11	4729.63	0
0.732	1	6	12	725.792	0
0.735	1	2	15	5887.42	0
0.736	1	3	16	1078.7	0
0.761	1	5	1	71185.3	0
0.762	1	8	2	70229.9	0
0.763	1	1	3	2940.76	0
0.764	1	10	4	37160.8	0
0.769	1	9	9	409.289	0
0.77	1	7	10	12018.9	0
0.771	1	4	11	7145.09	0
0.772	1	6	12	144.238	0
0.775	1	2	15	10111.5	0
0.776	1	3	16	2652.87	0
0.801	1	5	1	80011.9	0
0.802	1	8	2	57440.9	0
0.803	1	1	3	3955.33	0
0.804	1	10	4	171263	0
0.809	1	9	9	340.217	0
0.81	1	7	10	5684.04	0
0.811	1	4	11	9546.78	0
0.812	1	6	12	183.283	0
0.815	1	2	15	6430	0
0.816	1	3	16	3215.37	0
0.841	1	5	1	75819.9	0
0.842	1	8	2	24059.7	0
0.843	1	1	3	3288.79	0
0.844	1	10	4	31862.2	0
0.849	1	9	9	137.261	0
0.85	1	7	10	7634.2	0
0.851	1	4	11	8370.45	0
0.852	1	6	12	249.113	0
0.855	1	2	15	10793.7	0
0.856	1	3	16	1241.54	0
0.881	1	5	1	95431.2	0
0.882	1	8	2	52170.5	0
0.883	1	1	3	6497.36	0
0.884	1	10	4	42558.4	0
0.889	1	9	9	122.894	0
0.89	1	7	10	6906	0
0.891	1	4	11	17019.3	0
0.892	1	6	12	276.773	0
0.895	1	2	15	11732.6	0
0.896	1	3	16	1636.58	0
0.921	1	5	1	43507.2	0
0.922	1	8	2	49058.2	0
0.923	1	1	3	7465.8	0
0.924	1	10	4	98743.9	0
0.929	1	9	9	164.842	0
0.93	1	7	10	8157.02	0
0.931	1	4	11	8656.55	0
0.932	1	6	12	863.023	0
0.935	1	2	15	4972.45	0
0.936	1	3	16	1066.82	0
0.961	1	5	1	26076.7	0
0.962	1	8	2	28312.9	0
0.963	1	1	3	8615.39	0
0.964	1	10	4	87426.9	0
0.969	1	9	9	756.723	0
0.97	1	7	10	7932	0
0.971	1	4	11	15835.8	0
0.972	1	6	12	397.441	0
0.975	1	2	15	2363.64	0
0.976	1	3	16	1347.17	0
1.001	1	5	1	136848	0
1.002	1	8	2	27414.1	0
1.003	1	1	3	4838.68	0
1.004	1	10	4	67815.7	0
1.009	1	9	9	486.954	0
1.01	1	7	10	8714.07	0
1.011	1	4	11	7355.5	0
1.012	1	6	12	190.045	0
1.015	1	2	15	17857.9	0
1.016	1	3	16	1730.93	0
1.041	1	5	1	36179.1	0
1.042	1	8	2	122967	0
1.043	1	1	3	3960.13	0
1.044	1	10	4	111250	0
1.049	1	9	9	499.443	0
1.05	1	7	10	9869.73	0
1.051	1	4	11	15014.4	0
1.052	1	6	12	291.715	0
1.055	1	2	15	2350.68	0
1.056	1	3	16	1217.32	0
1.081	1	5	1	22405.9	0
1.082	1	8	2	113351	0
1.083	1	1	3	11911.2	0
1.084	1	10	4	29019.7	0
1.089	1	9	9	349.59	0
1.09	1	7	10	5621.54	0
1.091	1	4	11	15438.8	0
1.092	1	6	12	147.241	0
1.095	1	2	15	6813.63	0
1.096	1	3	16	1309.56	0
1.121	1	5	1	99360.2	0
1.122	1	8	2	36844.3	0
1.123	1	1	3	5055.39	0
1.124	1	10	4	56663.3	0
1.129	1	9	9	463.811	0
1.13	1	7	10	4595.79	0
1.131	1	4	11	5489.06	0
1.132	1	6	12	312.719	0
1.135	1	2	15	2378.71	0
1.136	1	3	16	605.156	0
1.161	1	5	1	76660.2	0
1.162	1	8	2	39934	0
1.163	1	1	3	7222.72	0
1.164	1	10	4	49789.8	0
1.169	1	9	9	786.323	0
1.17	1	7	10	1960.48	0
1.171	1	4	11	9264.67	0
1.172	1	6	12	959.255	0
