% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
24	1	1	1	0	0	81	0	1	0
25	1	1	1	0	0	81	0	1	0
50	1	1	1	0	28	2196	0	1	0
66	1	1	1	0	28	2196	0	1	0
90	1	1	1	0	28	2196	0	1	0
108	1	1	1	0	28	2196	0	1	0
116	1	1	1	0	28	2196	0	1	0
130	1	1	1	0	28	2196	0	1	0
151	1	1	1	0	28	2196	0	1	0
178	1	1	1	0	28	2196	0	1	0
195	1	1	1	0	28	2196	0	1	0
206	1	1	1	0	28	2196	0	1	0
223	1	1	1	0	28	2196	0	1	0
236	1	1	1	0	20	1191	0	1	0
239	1	1	1	0	28	2196	0	1	0
260	1	1	1	0	28	2196	0	1	0
278	1	1	1	0	28	2196	0	1	0
293	1	1	1	0	28	2196	0	1	0
313	1	1	1	0	28	2196	0	1	0
335	1	1	1	0	28	2196	0	1	0
379	1	1	1	0	28	2196	0	1	0
397	1	1	1	0	28	2196	0	1	0
407	1	1	1	0	28	2196	0	1	0
425	1	1	1	0	28	2196	0	1	0
436	1	1	1	0	28	2196	0	1	0
451	1	1	1	0	28	2196	0	1	0
463	1	1	1	0	28	2196	0	1	0
472	1	1	1	0	28	2196	0	1	0
504	1	1	1	0	28	2196	0	1	0
523	1	1	1	0	28	2196	0	1	0
534	1	1	1	0	28	2196	0	1	0
589	1	1	1	0	28	2196	0	1	0
607	1	1	1	0	28	2196	0	1	0
636	1	1	1	0	28	2196	0	1	0
666	1	1	1	0	28	2196	0	1	0
685	1	1	1	0	28	2196	0	1	0
708	1	1	1	0	28	2196	0	1	0
754	1	1	1	0	28	2196	0	1	0
818	1	1	1	0	28	2196	0	1	0
831	1	1	1	0	28	2196	0	1	0
863	1	1	1	0	28	2196	0	1	0
915	1	1	1	0	28	2196	0	1	0
950	1	1	1	0	28	2196	0	1	0
965	1	1	1	0	28	2196	0	1	0
984	1	1	1	0	28	2196	0	1	0
989	1	1	1	0	28	2196	0	1	0
1018	1	1	1	0	28	2196	0	1	0
1048	1	1	1	0	28	2196	0	1	0
1067	1	1	1	0	28	2196	0	1	0
1087	1	1	1	0	28	2196	0	1	0
1121	1	1	1	0	28	2196	0	1	0
1150	1	1	1	0	28	2196	0	1	0
1176	1	1	1	0	28	2196	0	1	0
1181	1	1	1	0	28	2196	0	1	0
1222	1	1	1	0	28	2196	0	1	0
1270	1	1	1	0	28	2196	0	1	0
1300	1	1	1	0	28	2196	0	1	0
1325	1	1	1	0	28	2196	0	1	0
1367	1	1	1	0	28	2196	0	1	0
1400	1	1	1	0	28	2196	0	1	0
1418	1	1	1	0	28	2196	0	1	0
1422	1	1	1	0	28	2196	0	1	0
1464	1	1	1	0	28	2196	0	1	0
1475	1	1	1	0	28	2196	0	1	0
1491	1	1	1	0	28	2196	0	1	0
1515	1	1	1	0	28	2196	0	1	0
1523	1	1	1	0	28	2196	0	1	0
1529	1	1	1	0	28	2196	0	1	0
1533	1	1	1	0	28	2196	0	1	0
1552	1	1	1	0	28	2196	0	1	0
1568	1	1	1	0	28	2196	0	1	0
1610	1	1	1	0	28	2196	0	1	0
1625	1	1	1	0	28	2196	0	1	0
1657	1	1	1	0	28	2196	0	1	0
