% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
385	1	1	1	0	26	1836	0	1	0
617	1	1	1	0	28	2196	0	1	0
652	1	1	1	0	28	2196	0	1	0
730	1	1	1	0	28	2196	0	1	0
927	1	1	1	0	28	2196	0	1	0
1033	1	1	1	0	28	2196	0	1	0
1236	1	1	1	0	28	2196	0	1	0
1673	1	1	1	0	28	2196	0	1	0
2060	1	1	1	0	28	2196	0	1	0
2229	1	1	1	0	28	2196	0	1	0
2507	1	1	1	0	28	2196	0	1	0
2753	1	1	1	0	28	2196	0	1	0
3755	1	1	1	0	28	2196	0	1	0
4030	1	1	1	0	28	2196	0	1	0
4095	1	1	1	0	28	2196	0	1	0
4259	1	1	1	0	28	2196	0	1	0
4353	1	1	1	0	28	2196	0	1	0
4430	1	1	1	0	28	2196	0	1	0
4536	1	1	1	0	28	2196	0	1	0
4751	1	1	1	0	28	2196	0	1	0
4931	1	1	1	0	28	2196	0	1	0
5036	1	1	1	0	28	2196	0	1	0
5158	1	1	1	0	28	2196	0	1	0
5387	1	1	1	0	28	2196	0	1	0
5804	1	1	1	0	28	2196	0	1	0
6051	1	1	1	0	28	2196	0	1	0
6150	1	1	1	0	28	2196	0	1	0
6413	1	1	1	0	28	2196	0	1	0
6708	1	1	1	0	28	2196	0	1	0
6730	1	1	1	0	28	2196	0	1	0
6875	1	1	1	0	28	2196	0	1	0
6978	1	1	1	0	28	2196	0	1	0
7284	1	1	1	0	28	2196	0	1	0
7557	1	1	1	0	28	2196	0	1	0
7771	1	1	1	0	28	2196	0	1	0
7826	1	1	1	0	28	2196	0	1	0
8055	1	1	1	0	28	2196	0	1	0
8361	1	1	1	0	28	2196	0	1	0
8759	1	1	1	0	28	2196	0	1	0
8819	1	1	1	0	28	2196	0	1	0
8866	1	1	1	0	28	2196	0	1	0
9171	1	1	1	0	28	2196	0	1	0
9603	1	1	1	0	28	2196	0	1	0
9862	1	1	1	0	28	2196	0	1	0
9992	1	1	1	0	28	2196	0	1	0
10136	1	1	1	0	28	2196	0	1	0
10281	1	1	1	0	28	2196	0	1	0
10755	1	1	1	0	28	2196	0	1	0
10838	1	1	1	0	28	2196	0	1	0
11135	1	1	1	0	28	2196	0	1	0
11416	1	1	1	0	28	2196	0	1	0
11553	1	1	1	0	28	2196	0	1	0
11585	1	1	1	0	28	2196	0	1	0
11733	1	1	1	0	28	2196	0	1	0
12007	1	1	1	0	26	1836	0	1	0
12139	1	1	1	0	28	2196	0	1	0
12252	1	1	1	0	28	2196	0	1	0
12544	1	1	1	0	28	2196	0	1	0
12704	1	1	1	0	28	2196	0	1	0
12773	1	1	1	0	28	2196	0	1	0
12970	1	1	1	0	28	2196	0	1	0
13110	1	1	1	0	28	2196	0	1	0
13554	1	1	1	0	28	2196	0	1	0
13613	1	1	1	0	28	2196	0	1	0
13822	1	1	1	0	28	2196	0	1	0
13941	1	1	1	0	28	2196	0	1	0
13959	1	1	1	0	28	2196	0	1	0
14111	1	1	1	0	28	2196	0	1	0
14552	1	1	1	0	28	2196	0	1	0
14571	1	1	1	0	28	2196	0	1	0
15208	1	1	1	0	28	2196	0	1	0
15319	1	1	1	0	28	2196	0	1	0
15445	1	1	1	0	28	2196	0	1	0
15666	1	1	1	0	28	2196	0	1	0
15838	1	1	1	0	28	2196	0	1	0
15903	1	1	1	0	28	2196	0	1	0
16196	1	1	1	0	28	2196	0	1	0
16297	1	1	1	0	28	2196	0	1	0
16492	1	1	1	0	28	2196	0	1	0
16946	1	1	1	0	28	2196	0	1	0
16990	1	1	1	0	28	2196	0	1	0
17293	1	1	1	0	28	2196	0	1	0
17558	1	1	1	0	28	2196	0	1	0
17748	1	1	1	0	28	2196	0	1	0
17897	1	1	1	0	28	2196	0	1	0
18123	1	1	1	0	28	2196	0	1	0
18494	1	1	1	0	28	2196	0	1	0
18942	1	1	1	0	28	2196	0	1	0
19006	1	1	1	0	28	2196	0	1	0
19079	1	1	1	0	28	2196	0	1	0
19224	1	1	1	0	28	2196	0	1	0
19390	1	1	1	0	28	2196	0	1	0
19604	1	1	1	0	28	2196	0	1	0
19894	1	1	1	0	28	2196	0	1	0
20336	1	1	1	0	28	2196	0	1	0
20419	1	1	1	0	28	2196	0	1	0
20510	1	1	1	0	28	2196	0	1	0
20588	1	1	1	0	28	2196	0	1	0
20762	1	1	1	0	28	2196	0	1	0
20846	1	1	1	0	28	2196	0	1	0
20910	1	1	1	0	28	2196	0	1	0
21034	1	1	1	0	28	2196	0	1	0
21178	1	1	1	0	28	2196	0	1	0
21305	1	1	1	0	28	2196	0	1	0
21451	1	1	1	0	28	2196	0	1	0
21944	1	1	1	0	28	2196	0	1	0
22098	1	1	1	0	28	2196	0	1	0
22230	1	1	1	0	28	2196	0	1	0
22585	1	1	1	0	28	2196	0	1	0
22656	1	1	1	0	28	2196	0	1	0
22797	1	1	1	0	28	2196	0	1	0
22961	1	1	1	0	28	2196	0	1	0
23039	1	1	1	0	28	2196	0	1	0
23093	1	1	1	0	28	2196	0	1	0
23186	1	1	1	0	28	2196	0	1	0
23643	1	1	1	0	28	2196	0	1	0
23669	1	1	1	0	28	2196	0	1	0
23766	1	1	1	0	28	2196	0	1	0
24023	1	1	1	0	28	2196	0	1	0
24109	1	1	1	0	28	2196	0	1	0
24262	1	1	1	0	28	2196	0	1	0
24427	1	1	1	0	28	2196	0	1	0
24867	1	1	1	0	28	2196	0	1	0
25159	1	1	1	0	28	2196	0	1	0
25206	1	1	1	0	28	2196	0	1	0
25432	1	1	1	0	28	2196	0	1	0
25934	1	1	1	0	28	2196	0	1	0
26013	1	1	1	0	28	2196	0	1	0
26276	1	1	1	0	28	2196	0	1	0
26415	1	1	1	0	28	2196	0	1	0
26515	1	1	1	0	28	2196	0	1	0
26617	1	1	1	0	28	2196	0	1	0
27026	1	1	1	0	28	2196	0	1	0
27253	1	1	1	0	28	2196	0	1	0
27391	1	1	1	0	28	2196	0	1	0
27700	1	1	1	0	28	2196	0	1	0
27854	1	1	1	0	28	2196	0	1	0
27982	1	1	1	0	28	2196	0	1	0
28388	1	1	1	0	28	2196	0	1	0
28541	1	1	1	0	28	2196	0	1	0
28610	1	1	1	0	28	2196	0	1	0
28709	1	1	1	0	28	2196	0	1	0
29081	1	1	1	0	28	2196	0	1	0
29098	1	1	1	0	28	2196	0	1	0
29644	1	1	1	0	28	2196	0	1	0
29733	1	1	1	0	28	2196	0	1	0
30047	1	1	1	0	28	2196	0	1	0
30167	1	1	1	0	28	2196	0	1	0
30569	1	1	1	0	28	2196	0	1	0
30646	1	1	1	0	28	2196	0	1	0
30874	1	1	1	0	28	2196	0	1	0
31228	1	1	1	0	28	2196	0	1	0
31336	1	1	1	0	28	2196	0	1	0
31546	1	1	1	0	28	2196	0	1	0
31628	1	1	1	0	28	2196	0	1	0
31659	1	1	1	0	28	2196	0	1	0
31778	1	1	1	0	28	2196	0	1	0
31910	1	1	1	0	28	2196	0	1	0
32037	1	1	1	0	28	2196	0	1	0
32115	1	1	1	0	20	1191	0	1	0
32363	1	1	1	0	28	2196	0	1	0
32552	1	1	1	0	28	2196	0	1	0
32751	1	1	1	0	28	2196	0	1	0
32773	1	1	1	0	28	2196	0	1	0
32804	1	1	1	0	28	2196	0	1	0
32921	1	1	1	0	28	2196	0	1	0
33203	1	1	1	0	28	2196	0	1	0
33533	1	1	1	0	28	2196	0	1	0
33607	1	1	1	0	28	2196	0	1	0
33707	1	1	1	0	28	2196	0	1	0
33835	1	1	1	0	28	2196	0	1	0
34283	1	1	1	0	28	2196	0	1	0
34389	1	1	1	0	28	2196	0	1	0
34552	1	1	1	0	28	2196	0	1	0
34622	1	1	1	0	28	2196	0	1	0
34652	1	1	1	0	28	2196	0	1	0
34684	1	1	1	0	24	1620	0	1	0
34870	1	1	1	0	28	2196	0	1	0
34970	1	1	1	0	28	2196	0	1	0
35341	1	1	1	0	28	2196	0	1	0
35553	1	1	1	0	28	2196	0	1	0
35801	1	1	1	0	28	2196	0	1	0
35958	1	1	1	0	28	2196	0	1	0
36364	1	1	1	0	28	2196	0	1	0
36646	1	1	1	0	28	2196	0	1	0
37179	1	1	1	0	28	2196	0	1	0
37352	1	1	1	0	28	2196	0	1	0
37459	1	1	1	0	28	2196	0	1	0
37556	1	1	1	0	28	2196	0	1	0
37728	1	1	1	0	28	2196	0	1	0
37789	1	1	1	0	28	2196	0	1	0
37882	1	1	1	0	28	2196	0	1	0
38019	1	1	1	0	28	2196	0	1	0
38077	1	1	1	0	28	2196	0	1	0
38378	1	1	1	0	28	2196	0	1	0
38431	1	1	1	0	28	2196	0	1	0
38574	1	1	1	0	28	2196	0	1	0
38725	1	1	1	0	26	1836	0	1	0
38768	1	1	1	0	28	2196	0	1	0
38966	1	1	1	0	28	2196	0	1	0
39145	1	1	1	0	28	2196	0	1	0
39394	1	1	1	0	28	2196	0	1	0
39438	1	1	1	0	28	2196	0	1	0
39578	1	1	1	0	28	2196	0	1	0
39893	1	1	1	0	28	2196	0	1	0
39992	1	1	1	0	28	2196	0	1	0
40114	1	1	1	0	26	1836	0	1	0
40166	1	1	1	0	28	2196	0	1	0
40315	1	1	1	0	28	2196	0	1	0
40474	1	1	1	0	28	2196	0	1	0
40562	1	1	1	0	28	2196	0	1	0
41183	1	1	1	0	28	2196	0	1	0
41311	1	1	1	0	28	2196	0	1	0
41541	1	1	1	0	28	2196	0	1	0
41712	1	1	1	0	28	2196	0	1	0
41822	1	1	1	0	28	2196	0	1	0
41940	1	1	1	0	28	2196	0	1	0
42317	1	1	1	0	28	2196	0	1	0
42583	1	1	1	0	28	2196	0	1	0
42729	1	1	1	0	28	2196	0	1	0
42903	1	1	1	0	28	2196	0	1	0
42956	1	1	1	0	28	2196	0	1	0
43034	1	1	1	0	28	2196	0	1	0
43123	1	1	1	0	28	2196	0	1	0
43443	1	1	1	0	28	2196	0	1	0
43482	1	1	1	0	28	2196	0	1	0
43575	1	1	1	0	28	2196	0	1	0
43659	1	1	1	0	28	2196	0	1	0
44023	1	1	1	0	28	2196	0	1	0
44081	1	1	1	0	28	2196	0	1	0
44348	1	1	1	0	28	2196	0	1	0
44521	1	1	1	0	28	2196	0	1	0
44776	1	1	1	0	28	2196	0	1	0
44920	1	1	1	0	28	2196	0	1	0
45156	1	1	1	0	28	2196	0	1	0
45386	1	1	1	0	28	2196	0	1	0
45528	1	1	1	0	28	2196	0	1	0
45685	1	1	1	0	28	2196	0	1	0
46110	1	1	1	0	28	2196	0	1	0
46202	1	1	1	0	28	2196	0	1	0
46564	1	1	1	0	28	2196	0	1	0
46953	1	1	1	0	28	2196	0	1	0
47606	1	1	1	0	28	2196	0	1	0
47729	1	1	1	0	28	2196	0	1	0
47849	1	1	1	0	28	2196	0	1	0
48010	1	1	1	0	28	2196	0	1	0
48250	1	1	1	0	28	2196	0	1	0
48821	1	1	1	0	26	1836	0	1	0
49149	1	1	1	0	28	2196	0	1	0
49233	1	1	1	0	28	2196	0	1	0
49398	1	1	1	0	28	2196	0	1	0
49566	1	1	1	0	28	2196	0	1	0
49743	1	1	1	0	28	2196	0	1	0
49869	1	1	1	0	28	2196	0	1	0
50085	1	1	1	0	28	2196	0	1	0
50293	1	1	1	0	28	2196	0	1	0
50311	1	1	1	0	24	1620	0	1	0
50493	1	1	1	0	28	2196	0	1	0
50581	1	1	1	0	28	2196	0	1	0
50756	1	1	1	0	28	2196	0	1	0
50999	1	1	1	0	28	2196	0	1	0
51303	1	1	1	0	28	2196	0	1	0
51485	1	1	1	0	28	2196	0	1	0
51696	1	1	1	0	28	2196	0	1	0
51945	1	1	1	0	28	2196	0	1	0
52066	1	1	1	0	28	2196	0	1	0
52262	1	1	1	0	28	2196	0	1	0
52513	1	1	1	0	28	2196	0	1	0
52565	1	1	1	0	28	2196	0	1	0
52790	1	1	1	0	28	2196	0	1	0
52838	1	1	1	0	28	2196	0	1	0
53063	1	1	1	0	28	2196	0	1	0
53156	1	1	1	0	28	2196	0	1	0
53216	1	1	1	0	28	2196	0	1	0
53585	1	1	1	0	22	1383	0	1	0
53737	1	1	1	0	28	2196	0	1	0
53912	1	1	1	0	28	2196	0	1	0
53996	1	1	1	0	28	2196	0	1	0
54034	1	1	1	0	28	2196	0	1	0
54070	1	1	1	0	28	2196	0	1	0
54190	1	1	1	0	22	1383	0	1	0
54316	1	1	1	0	28	2196	0	1	0
54429	1	1	1	0	28	2196	0	1	0
54455	1	1	1	0	28	2196	0	1	0
54788	1	1	1	0	28	2196	0	1	0
