% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
85	1	3	3	0	0	18	967	0	1	1	0
204	1	4	4	0	0	28	2196	0	1	1	0
216	1	3	3	0	0	22	1383	0	1	1	0
290	1	1	2	0	0	28	2196	0	1	1	0
342	1	2	5	0	0	28	2196	0	1	1	0
355	1	4	4	0	0	28	2196	0	1	1	0
522	1	1	2	0	0	28	2196	0	1	1	0
524	1	5	1	0	0	28	2196	0	1	1	0
621	1	1	2	0	0	28	2196	0	1	1	0
624	1	4	4	0	0	28	2196	0	1	1	0
704	1	2	5	0	0	24	1620	0	1	1	0
721	1	3	3	0	0	28	2196	0	1	1	0
760	1	5	1	0	0	28	2196	0	1	1	0
764	1	3	3	0	0	28	2196	0	1	1	0
821	1	1	2	0	0	28	2196	0	1	1	0
886	1	2	5	0	0	28	2196	0	1	1	0
898	1	4	4	0	0	28	2196	0	1	1	0
901	1	3	3	0	0	22	1383	0	1	1	0
904	1	1	2	0	0	28	2196	0	1	1	0
993	1	4	4	0	0	28	2196	0	1	1	0
1016	1	3	3	0	0	26	1836	0	1	1	0
1056	1	4	4	0	0	28	2196	0	1	1	0
1138	1	4	4	0	0	28	2196	0	1	1	0
1140	1	5	1	0	0	28	2196	0	1	1	0
1199	1	3	3	0	0	24	1620	0	1	1	0
1256	1	2	5	0	0	28	2196	0	1	1	0
1314	1	5	1	0	0	22	1383	0	1	1	0
1351	1	1	2	0	0	28	2196	0	1	1	0
1380	1	4	4	0	0	28	2196	0	1	1	0
1404	1	2	5	0	0	28	2196	0	1	1	0
1472	1	3	3	0	0	28	2196	0	1	1	0
1487	1	4	4	0	0	28	2196	0	1	1	0
1516	1	2	5	0	0	28	2196	0	1	1	0
1523	1	4	4	0	0	20	1191	0	1	1	0
1571	1	3	3	0	0	28	2196	0	1	1	0
1581	1	5	1	0	0	24	1620	0	1	1	0
1644	1	2	5	0	0	28	2196	0	1	1	0
1657	1	4	4	0	0	28	2196	0	1	1	0
1668	1	1	2	0	0	28	2196	0	1	1	0
1711	1	5	1	0	0	28	2196	0	1	1	0
1822	1	3	3	0	0	28	2196	0	1	1	0
1842	1	1	2	0	0	28	2196	0	1	1	0
1857	1	4	4	0	0	28	2196	0	1	1	0
1920	1	5	1	0	0	20	1191	0	1	1	0
1923	1	1	2	0	0	28	2196	0	1	1	0
1925	1	2	5	0	0	28	2196	0	1	1	0
1962	1	4	4	0	0	28	2196	0	1	1	0
1984	1	3	3	0	0	28	2196	0	1	1	0
1994	1	1	2	0	0	28	2196	0	1	1	0
2063	1	4	4	0	0	28	2196	0	1	1	0
2128	1	2	5	0	0	28	2196	0	1	1	0
2178	1	5	1	0	0	28	2196	0	1	1	0
2287	1	2	5	0	0	28	2196	0	1	1	0
2354	1	3	3	0	0	18	967	0	1	1	0
2431	1	3	3	0	0	28	2196	0	1	1	0
2439	1	1	2	0	0	28	2196	0	1	1	0
2503	1	4	4	0	0	28	2196	0	1	1	0
2513	1	3	3	0	0	12	597	0	1	1	0
2517	1	5	1	0	0	28	2196	0	1	1	0
2532	1	2	5	0	0	28	2196	0	1	1	0
2548	1	3	3	0	0	26	1836	0	1	1	0
2594	1	1	2	0	0	28	2196	0	1	1	0
2691	1	2	5	0	0	28	2196	0	1	1	0
2705	1	4	4	0	0	28	2196	0	1	1	0
2773	1	1	2	0	0	28	2196	0	1	1	0
2776	1	2	5	0	0	28	2196	0	1	1	0
2816	1	2	5	0	0	28	2196	0	1	1	0
2860	1	2	5	0	0	28	2196	0	1	1	0
2865	1	5	1	0	0	24	1620	0	1	1	0
2930	1	2	5	0	0	28	2196	0	1	1	0
2943	1	5	1	0	0	28	2196	0	1	1	0
2970	1	1	2	0	0	28	2196	0	1	1	0
3068	1	4	4	0	0	28	2196	0	1	1	0
3076	1	5	1	0	0	20	1191	0	1	1	0
3103	1	3	3	0	0	20	1191	0	1	1	0
3236	1	1	2	0	0	28	2196	0	1	1	0
3253	1	3	3	0	0	28	2196	0	1	1	0
3387	1	4	4	0	0	28	2196	0	1	1	0
3392	1	2	5	0	0	28	2196	0	1	1	0
3396	1	5	1	0	0	28	2196	0	1	1	0
3414	1	1	2	0	0	28	2196	0	1	1	0
3481	1	2	5	0	0	28	2196	0	1	1	0
3501	1	1	2	0	0	28	2196	0	1	1	0
3515	1	4	4	0	0	28	2196	0	1	1	0
3587	1	2	5	0	0	28	2196	0	1	1	0
3588	1	1	2	0	0	28	2196	0	1	1	0
3641	1	3	3	0	0	22	1383	0	1	1	0
3727	1	5	1	0	0	24	1620	0	1	1	0
3735	1	3	3	0	0	22	1383	0	1	1	0
3752	1	4	4	0	0	28	2196	0	1	1	0
3809	1	2	5	0	0	28	2196	0	1	1	0
3882	1	5	1	0	0	28	2196	0	1	1	0
3939	1	4	4	0	0	26	1836	0	1	1	0
3969	1	3	3	0	0	26	1836	0	1	1	0
3990	1	3	3	0	0	28	2196	0	1	1	0
4072	1	3	3	0	0	26	1836	0	1	1	0
4075	1	4	4	0	0	28	2196	0	1	1	0
4086	1	2	5	0	0	28	2196	0	1	1	0
4102	1	5	1	0	0	28	2196	0	1	1	0
4228	1	1	2	0	0	28	2196	0	1	1	0
4290	1	5	1	0	0	28	2196	0	1	1	0
4334	1	3	3	0	0	24	1620	0	1	1	0
4355	1	1	2	0	0	22	1383	0	1	1	0
4360	1	5	1	0	0	26	1836	0	1	1	0
4366	1	2	5	0	0	24	1620	0	1	1	0
4416	1	5	1	0	0	28	2196	0	1	1	0
4424	1	3	3	0	0	28	2196	0	1	1	0
4443	1	2	5	0	0	28	2196	0	1	1	0
4514	1	4	4	0	0	28	2196	0	1	1	0
4611	1	3	3	0	0	28	2196	0	1	1	0
4621	1	1	2	0	0	28	2196	0	1	1	0
4650	1	5	1	0	0	26	1836	0	1	1	0
4702	1	1	2	0	0	28	2196	0	1	1	0
4788	1	5	1	0	0	28	2196	0	1	1	0
4826	1	2	5	0	0	28	2196	0	1	1	0
4834	1	1	2	0	0	28	2196	0	1	1	0
4866	1	5	1	0	0	28	2196	0	1	1	0
4891	1	4	4	0	0	28	2196	0	1	1	0
4898	1	5	1	0	0	22	1383	0	1	1	0
4976	1	4	4	0	0	28	2196	0	1	1	0
5010	1	1	2	0	0	28	2196	0	1	1	0
5041	1	2	5	0	0	28	2196	0	1	1	0
5116	1	4	4	0	0	26	1836	0	1	1	0
5126	1	3	3	0	0	22	1383	0	1	1	0
5154	1	1	2	0	0	28	2196	0	1	1	0
5170	1	5	1	0	0	28	2196	0	1	1	0
5248	1	5	1	0	0	28	2196	0	1	1	0
5249	1	1	2	0	0	28	2196	0	1	1	0
5251	1	3	3	0	0	22	1383	0	1	1	0
5259	1	4	4	0	0	26	1836	0	1	1	0
5394	1	3	3	0	0	20	1191	0	1	1	0
5407	1	5	1	0	0	28	2196	0	1	1	0
5409	1	1	2	0	0	28	2196	0	1	1	0
5446	1	3	3	0	0	28	2196	0	1	1	0
5447	1	5	1	0	0	28	2196	0	1	1	0
5463	1	1	2	0	0	28	2196	0	1	1	0
5519	1	2	5	0	0	28	2196	0	1	1	0
5542	1	2	5	0	0	28	2196	0	1	1	0
5562	1	3	3	0	0	26	1836	0	1	1	0
5605	1	1	2	0	0	28	2196	0	1	1	0
5607	1	5	1	0	0	22	1383	0	1	1	0
5654	1	5	1	0	0	24	1620	0	1	1	0
5716	1	3	3	0	0	22	1383	0	1	1	0
5759	1	4	4	0	0	24	1620	0	1	1	0
5868	1	2	5	0	0	28	2196	0	1	1	0
5887	1	5	1	0	0	28	2196	0	1	1	0
5896	1	1	2	0	0	24	1620	0	1	1	0
5952	1	3	3	0	0	28	2196	0	1	1	0
6037	1	1	2	0	0	28	2196	0	1	1	0
6088	1	4	4	0	0	28	2196	0	1	1	0
6090	1	1	2	0	0	28	2196	0	1	1	0
