% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
38	1	1	1	0	28	2196	0	1	0
79	1	1	1	0	28	2196	0	1	0
85	1	1	1	0	28	2196	0	1	0
111	1	1	1	0	28	2196	0	1	0
138	1	1	1	0	28	2196	0	1	0
142	1	1	1	0	28	2196	0	1	0
157	1	1	1	0	28	2196	0	1	0
219	1	1	1	0	28	2196	0	1	0
225	1	1	1	0	28	2196	0	1	0
234	1	1	1	0	28	2196	0	1	0
244	1	1	1	0	28	2196	0	1	0
256	1	1	1	0	28	2196	0	1	0
265	1	1	1	0	28	2196	0	1	0
288	1	1	1	0	28	2196	0	1	0
302	1	1	1	0	28	2196	0	1	0
322	1	1	1	0	28	2196	0	1	0
333	1	1	1	0	28	2196	0	1	0
350	1	1	1	0	28	2196	0	1	0
369	1	1	1	0	28	2196	0	1	0
382	1	1	1	0	28	2196	0	1	0
393	1	1	1	0	28	2196	0	1	0
427	1	1	1	0	28	2196	0	1	0
471	1	1	1	0	28	2196	0	1	0
484	1	1	1	0	28	2196	0	1	0
490	1	1	1	0	28	2196	0	1	0
496	1	1	1	0	28	2196	0	1	0
540	1	1	1	0	28	2196	0	1	0
562	1	1	1	0	28	2196	0	1	0
579	1	1	1	0	28	2196	0	1	0
636	1	1	1	0	28	2196	0	1	0
671	1	1	1	0	28	2196	0	1	0
679	1	1	1	0	28	2196	0	1	0
703	1	1	1	0	28	2196	0	1	0
738	1	1	1	0	28	2196	0	1	0
763	1	1	1	0	28	2196	0	1	0
794	1	1	1	0	28	2196	0	1	0
824	1	1	1	0	28	2196	0	1	0
859	1	1	1	0	28	2196	0	1	0
896	1	1	1	0	28	2196	0	1	0
913	1	1	1	0	28	2196	0	1	0
956	1	1	1	0	28	2196	0	1	0
986	1	1	1	0	28	2196	0	1	0
999	1	1	1	0	28	2196	0	1	0
1019	1	1	1	0	28	2196	0	1	0
1057	1	1	1	0	28	2196	0	1	0
1085	1	1	1	0	28	2196	0	1	0
1096	1	1	1	0	28	2196	0	1	0
1105	1	1	1	0	28	2196	0	1	0
1137	1	1	1	0	28	2196	0	1	0
1142	1	1	1	0	28	2196	0	1	0
1154	1	1	1	0	28	2196	0	1	0
1167	1	1	1	0	28	2196	0	1	0
1205	1	1	1	0	28	2196	0	1	0
1220	1	1	1	0	28	2196	0	1	0
1245	1	1	1	0	28	2196	0	1	0
1257	1	1	1	0	28	2196	0	1	0
1285	1	1	1	0	28	2196	0	1	0
1306	1	1	1	0	28	2196	0	1	0
1313	1	1	1	0	28	2196	0	1	0
1328	1	1	1	0	28	2196	0	1	0
1336	1	1	1	0	28	2196	0	1	0
1348	1	1	1	0	28	2196	0	1	0
1361	1	1	1	0	28	2196	0	1	0
1386	1	1	1	0	28	2196	0	1	0
1392	1	1	1	0	28	2196	0	1	0
1411	1	1	1	0	28	2196	0	1	0
1434	1	1	1	0	28	2196	0	1	0
1456	1	1	1	0	28	2196	0	1	0
1475	1	1	1	0	28	2196	0	1	0
1489	1	1	1	0	28	2196	0	1	0
1496	1	1	1	0	28	2196	0	1	0
1514	1	1	1	0	28	2196	0	1	0
1542	1	1	1	0	28	2196	0	1	0
1561	1	1	1	0	28	2196	0	1	0
1570	1	1	1	0	28	2196	0	1	0
1580	1	1	1	0	28	2196	0	1	0
1598	1	1	1	0	28	2196	0	1	0
1630	1	1	1	0	28	2196	0	1	0
1668	1	1	1	0	28	2196	0	1	0
1686	1	1	1	0	28	2196	0	1	0
1709	1	1	1	0	28	2196	0	1	0
1715	1	1	1	0	28	2196	0	1	0
1733	1	1	1	0	28	2196	0	1	0
1759	1	1	1	0	28	2196	0	1	0
1769	1	1	1	0	28	2196	0	1	0
1785	1	1	1	0	28	2196	0	1	0
1813	1	1	1	0	28	2196	0	1	0
1821	1	1	1	0	28	2196	0	1	0
1849	1	1	1	0	28	2196	0	1	0
1854	1	1	1	0	28	2196	0	1	0
1878	1	1	1	0	28	2196	0	1	0
1904	1	1	1	0	28	2196	0	1	0
1916	1	1	1	0	28	2196	0	1	0
1925	1	1	1	0	28	2196	0	1	0
1930	1	1	1	0	28	2196	0	1	0
1937	1	1	1	0	28	2196	0	1	0
1962	1	1	1	0	28	2196	0	1	0
2056	1	1	1	0	28	2196	0	1	0
2090	1	1	1	0	28	2196	0	1	0
2118	1	1	1	0	28	2196	0	1	0
2138	1	1	1	0	28	2196	0	1	0
2154	1	1	1	0	28	2196	0	1	0
2203	1	1	1	0	28	2196	0	1	0
2237	1	1	1	0	28	2196	0	1	0
2244	1	1	1	0	28	2196	0	1	0
2276	1	1	1	0	28	2196	0	1	0
2280	1	1	1	0	28	2196	0	1	0
2301	1	1	1	0	28	2196	0	1	0
2311	1	1	1	0	28	2196	0	1	0
2315	1	1	1	0	28	2196	0	1	0
2336	1	1	1	0	28	2196	0	1	0
