% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.491	1	1	50	2	1	20	1191	0	0	0
0.864	1	1	87	5	1	22	1383	0	0	0
1.12	1	1	113	1	1	22	1383	0	0	0
1.23	1	1	124	1	1	22	1383	0	0	0
1.437	1	1	144	8	1	28	2196	0	0	0
1.628	1	1	163	9	1	28	2196	0	0	0
2.081	1	1	209	2	1	28	2196	0	0	0
2.397	1	1	240	8	1	28	2196	0	0	0
2.48	1	1	249	1	1	22	1383	0	0	0
2.644	1	1	265	5	1	20	1191	0	0	0
2.816	1	1	282	7	1	28	2196	0	0	0
3.081	1	1	309	2	1	28	2196	0	0	0
3.23	1	1	324	1	1	26	1836	0	0	0
3.364	1	1	337	5	1	24	1620	0	0	0
3.808	1	1	381	9	1	14	775	0	0	0
3.946	1	1	395	7	1	22	1383	0	0	0
4.138	1	1	414	9	1	28	2196	0	0	0
4.305	1	1	431	6	1	10	469	0	0	0
4.387	1	1	439	8	1	20	1191	0	0	0
4.471	1	1	448	2	1	28	2196	0	0	0
4.846	1	1	485	7	1	28	2196	0	0	0
5.014	1	1	502	5	1	18	967	0	0	0
5.252	1	1	526	3	1	22	1383	0	0	0
5.352	1	1	536	3	1	28	2196	0	0	0
5.402	1	1	541	3	1	24	1620	0	0	0
5.72	1	1	573	1	1	28	2196	0	0	0
5.92	1	1	593	1	1	28	2196	0	0	0
6.122	1	1	613	3	1	28	2196	0	0	0
6.239	1	1	624	10	1	20	1191	0	0	0
6.553	1	1	656	4	1	26	1836	0	0	0
6.807	1	1	681	8	1	24	1620	0	0	0
7.148	1	1	715	9	1	20	1191	0	0	0
7.26	1	1	727	1	1	24	1620	0	0	0
7.684	1	1	769	5	1	28	2196	0	0	0
7.767	1	1	777	8	1	28	2196	0	0	0
7.853	1	1	786	4	1	6	309	0	0	0
8.101	1	1	811	2	1	24	1620	0	0	0
8.147	1	1	815	8	1	18	967	0	0	0
8.29	1	1	830	1	1	20	1191	0	0	0
8.571	1	1	858	2	1	26	1836	0	0	0
9.141	1	1	915	2	1	24	1620	0	0	0
9.342	1	1	935	3	1	28	2196	0	0	0
9.458	1	1	946	9	1	28	2196	0	0	0
9.679	1	1	968	10	1	24	1620	0	0	0
9.828	1	1	983	9	1	22	1383	0	0	0
10.185	1	1	1019	6	1	20	1191	0	0	0
10.58	1	1	1059	1	1	22	1383	0	0	0
10.648	1	1	1065	9	1	22	1383	0	0	0
11.115	1	1	1112	6	1	28	2196	0	0	0
11.255	1	1	1126	6	1	28	2196	0	0	0
11.511	1	1	1152	2	1	20	1191	0	0	0
11.524	1	1	1153	5	1	6	309	0	0	0
11.614	1	1	1162	5	1	24	1620	0	0	0
11.78	1	1	1179	1	1	26	1836	0	0	0
11.814	1	1	1182	5	1	24	1620	0	0	0
11.892	1	1	1190	3	1	28	2196	0	0	0
12.061	1	1	1207	2	1	28	2196	0	0	0
12.118	1	1	1212	9	1	28	2196	0	0	0
12.382	1	1	1239	3	1	26	1836	0	0	0
12.495	1	1	1250	6	1	28	2196	0	0	0
12.688	1	1	1269	9	1	28	2196	0	0	0
12.866	1	1	1287	7	1	28	2196	0	0	0
13.271	1	1	1328	2	1	28	2196	0	0	0
13.374	1	1	1338	5	1	28	2196	0	0	0
13.598	1	1	1360	9	1	24	1620	0	0	0
13.694	1	1	1370	5	1	28	2196	0	0	0
13.792	1	1	1380	3	1	28	2196	0	0	0
13.881	1	1	1389	2	1	26	1836	0	0	0
13.934	1	1	1394	5	1	28	2196	0	0	0
14.379	1	1	1438	10	1	28	2196	0	0	0
14.407	1	1	1441	8	1	24	1620	0	0	0
14.764	1	1	1477	5	1	28	2196	0	0	0
14.835	1	1	1484	6	1	28	2196	0	0	0
15.394	1	1	1540	5	1	28	2196	0	0	0
15.705	1	1	1571	6	1	26	1836	0	0	0
15.782	1	1	1579	3	1	22	1383	0	0	0
15.939	1	1	1594	10	1	20	1191	0	0	0
16.038	1	1	1604	9	1	26	1836	0	0	0
16.111	1	1	1612	2	1	20	1191	0	0	0
16.211	1	1	1622	2	1	24	1620	0	0	0
16.394	1	1	1640	5	1	26	1836	0	0	0
16.622	1	1	1663	3	1	28	2196	0	0	0
16.734	1	1	1674	5	1	22	1383	0	0	0
16.812	1	1	1682	3	1	24	1620	0	0	0
16.993	1	1	1700	4	1	20	1191	0	0	0
17.161	1	1	1717	2	1	28	2196	0	0	0
17.233	1	1	1724	4	1	28	2196	0	0	0
17.357	1	1	1736	8	1	24	1620	0	0	0
17.48	1	1	1749	1	1	28	2196	0	0	0
17.599	1	1	1760	10	1	24	1620	0	0	0
17.673	1	1	1768	4	1	28	2196	0	0	0
17.727	1	1	1773	8	1	28	2196	0	0	0
17.75	1	1	1776	1	1	28	2196	0	0	0
17.881	1	1	1789	2	1	24	1620	0	0	0
18.054	1	1	1806	5	1	6	309	0	0	0
18.5	1	1	1851	1	1	24	1620	0	0	0
18.63	1	1	1864	1	1	22	1383	0	0	0
19.086	1	1	1909	7	1	24	1620	0	0	0
19.39	1	1	1940	1	1	28	2196	0	0	0
19.565	1	1	1957	6	1	28	2196	0	0	0
19.624	1	1	1963	5	1	28	2196	0	0	0
19.849	1	1	1985	10	1	26	1836	0	0	0
19.924	1	1	1993	5	1	24	1620	0	0	0
20.169	1	1	2017	10	1	28	2196	0	0	0
20.243	1	1	2025	4	1	24	1620	0	0	0
20.35	1	1	2036	1	1	26	1836	0	0	0
20.394	1	1	2040	5	1	28	2196	0	0	0
20.69	1	1	2070	1	1	24	1620	0	0	0
20.839	1	1	2084	10	1	20	1191	0	0	0
20.949	1	1	2095	10	1	18	967	0	0	0
21.119	1	1	2112	10	1	28	2196	0	0	0
21.233	1	1	2124	4	1	28	2196	0	0	0
21.438	1	1	2144	9	1	20	1191	0	0	0
21.575	1	1	2158	6	1	22	1383	0	0	0
21.757	1	1	2176	8	1	28	2196	0	0	0
21.841	1	1	2185	2	1	28	2196	0	0	0
22.027	1	1	2203	8	1	28	2196	0	0	0
22.251	1	1	2226	2	1	24	1620	0	0	0
22.443	1	1	2245	4	1	26	1836	0	0	0
22.536	1	1	2254	7	1	28	2196	0	0	0
22.877	1	1	2288	8	1	28	2196	0	0	0
23.071	1	1	2308	2	1	28	2196	0	0	0
23.25	1	1	2326	1	1	26	1836	0	0	0
23.367	1	1	2337	8	1	28	2196	0	0	0
23.637	1	1	2364	8	1	20	1191	0	0	0
23.94	1	1	2395	1	1	18	967	0	0	0
24.237	1	1	2424	8	1	28	2196	0	0	0
