% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	5	1	4496.59	0
0.042	1	3	2	5324.57	0
0.043	1	1	3	4496.59	0
0.044	1	2	4	1725.82	0
0.046	1	4	6	4496.59	0
0.081	1	5	1	4496.59	0
0.082	1	3	2	5324.57	0
0.083	1	1	3	4496.59	0
0.084	1	2	4	1725.82	0
0.086	1	4	6	4496.59	0
0.121	1	5	1	4496.59	0
0.122	1	3	2	5324.57	0
0.123	1	1	3	4496.59	0
0.124	1	2	4	1725.82	0
0.126	1	4	6	4496.59	0
0.161	1	5	1	4496.59	0
0.162	1	3	2	5324.57	0
0.163	1	1	3	4496.59	0
0.164	1	2	4	1725.82	0
0.166	1	4	6	4496.59	0
0.201	1	5	1	4496.59	0
0.202	1	3	2	5324.57	0
0.203	1	1	3	4496.59	0
0.204	1	2	4	1725.82	0
0.206	1	4	6	4496.59	0
0.241	1	5	1	4496.59	0
0.242	1	3	2	5324.57	0
0.243	1	1	3	4496.59	0
0.244	1	2	4	1725.82	0
0.246	1	4	6	4496.59	0
0.281	1	5	1	4496.59	0
0.282	1	3	2	5324.57	0
0.283	1	1	3	4496.59	0
0.284	1	2	4	1725.82	0
0.286	1	4	6	4496.59	0
0.321	1	5	1	4496.59	0
0.322	1	3	2	5324.57	0
0.323	1	1	3	4496.59	0
0.324	1	2	4	1725.82	0
0.326	1	4	6	4496.59	0
0.361	1	5	1	4496.59	0
0.362	1	3	2	5324.57	0
0.363	1	1	3	4496.59	0
0.364	1	2	4	1725.82	0
0.366	1	4	6	4496.59	0
0.401	1	5	1	4496.59	0
0.402	1	3	2	5324.57	0
0.403	1	1	3	4496.59	0
0.404	1	2	4	1725.82	0
0.406	1	4	6	4496.59	0
0.441	1	5	1	4496.59	0
0.442	1	3	2	5324.57	0
0.443	1	1	3	4496.59	0
0.444	1	2	4	1725.82	0
0.446	1	4	6	4496.59	0
0.481	1	5	1	4496.59	0
0.482	1	3	2	5324.57	0
0.483	1	1	3	4496.59	0
0.484	1	2	4	1725.82	0
0.486	1	4	6	4496.59	0
0.521	1	5	1	4496.59	0
0.522	1	3	2	5324.57	0
0.523	1	1	3	4496.59	0
0.524	1	2	4	1725.82	0
0.526	1	4	6	4496.59	0
0.561	1	5	1	4496.59	0
0.562	1	3	2	5324.57	0
