% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
31	1	1	12	0	0	81	0	1	0
32	1	2	4	0	28	2196	0	1	0
33	1	1	12	0	28	2196	0	1	0
35	1	6	3	0	24	1620	0	1	0
36	1	1	12	0	28	2196	0	1	0
38	1	9	1	0	28	1692	0	1	0
38	1	3	14	0	28	549	0	1	0
39	1	4	11	0	28	2052	0	1	0
39	1	8	18	0	28	185	0	1	0
43	1	7	2	0	24	1620	0	1	0
44	1	6	3	0	22	1383	0	1	0
45	1	1	12	0	28	2196	0	1	0
47	1	10	13	0	28	2196	0	1	0
48	1	7	2	0	24	1620	0	1	0
51	1	3	14	0	28	2196	0	1	0
52	1	2	4	0	28	2196	0	1	0
59	1	9	1	0	16	903	0	1	0
61	1	5	17	0	28	2196	0	1	0
62	1	6	3	0	28	2196	0	1	0
64	1	1	12	0	28	2196	0	1	0
67	1	3	14	0	28	2196	0	1	0
70	1	4	11	0	28	2196	0	1	0
71	1	5	17	0	28	2196	0	1	0
79	1	2	4	0	28	2196	0	1	0
80	1	5	17	0	28	2196	0	1	0
82	1	10	13	0	28	2196	0	1	0
83	1	3	14	0	28	2196	0	1	0
84	1	6	3	0	28	2196	0	1	0
86	1	7	2	0	28	2196	0	1	0
89	1	7	2	0	28	2196	0	1	0
91	1	9	1	0	18	967	0	1	0
92	1	3	14	0	28	2196	0	1	0
93	1	1	12	0	28	2196	0	1	0
97	1	8	18	0	28	2196	0	1	0
98	1	5	17	0	28	2196	0	1	0
99	1	6	3	0	26	1836	0	1	0
100	1	10	13	0	28	2196	0	1	0
102	1	6	3	0	28	2196	0	1	0
105	1	3	14	0	28	2196	0	1	0
109	1	1	12	0	28	2196	0	1	0
112	1	6	3	0	28	2196	0	1	0
113	1	4	11	0	28	2196	0	1	0
114	1	10	13	0	28	2196	0	1	0
116	1	8	18	0	28	2196	0	1	0
117	1	9	1	0	24	1620	0	1	0
118	1	10	13	0	28	2196	0	1	0
122	1	9	1	0	24	1620	0	1	0
123	1	1	12	0	28	2196	0	1	0
124	1	2	4	0	28	2196	0	1	0
126	1	9	1	0	22	1383	0	1	0
127	1	10	13	0	28	2196	0	1	0
133	1	2	4	0	28	2196	0	1	0
134	1	5	17	0	28	2196	0	1	0
135	1	3	14	0	28	2196	0	1	0
136	1	1	12	0	28	2196	0	1	0
138	1	8	18	0	28	2196	0	1	0
140	1	4	11	0	28	2196	0	1	0
147	1	7	2	0	20	1191	0	1	0
148	1	10	13	0	28	2196	0	1	0
150	1	2	4	0	28	2196	0	1	0
151	1	1	12	0	28	2196	0	1	0
155	1	3	14	0	28	2196	0	1	0
156	1	8	18	0	28	2196	0	1	0
157	1	1	12	0	28	2196	0	1	0
160	1	5	17	0	28	2196	0	1	0
161	1	6	3	0	28	2196	0	1	0
162	1	2	4	0	28	2196	0	1	0
163	1	4	11	0	24	1620	0	1	0
164	1	6	3	0	28	2196	0	1	0
165	1	7	2	0	26	1836	0	1	0
166	1	10	13	0	28	2196	0	1	0
168	1	8	18	0	28	2196	0	1	0
170	1	9	1	0	22	1383	0	1	0
171	1	1	12	0	28	2196	0	1	0
173	1	5	17	0	28	2196	0	1	0
174	1	8	18	0	28	2196	0	1	0
