% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
44	1	1	1	0	0	28	2196	0	1	1	0
58	1	1	1	0	0	28	2196	0	1	1	0
96	1	1	1	0	0	28	2196	0	1	1	0
103	1	1	1	0	0	28	2196	0	1	1	0
120	1	1	1	0	0	28	2196	0	1	1	0
142	1	1	1	0	0	28	2196	0	1	1	0
168	1	1	1	0	0	28	2196	0	1	1	0
178	1	1	1	0	0	28	2196	0	1	1	0
212	1	1	1	0	0	28	2196	0	1	1	0
241	1	1	1	0	0	28	2196	0	1	1	0
247	1	1	1	0	0	28	2196	0	1	1	0
270	1	1	1	0	0	28	2196	0	1	1	0
291	1	1	1	0	0	28	2196	0	1	1	0
330	1	1	1	0	0	28	2196	0	1	1	0
393	1	1	1	0	0	28	2196	0	1	1	0
400	1	1	1	0	0	28	2196	0	1	1	0
411	1	1	1	0	0	28	2196	0	1	1	0
426	1	1	1	0	0	28	2196	0	1	1	0
447	1	1	1	0	0	28	2196	0	1	1	0
457	1	1	1	0	0	28	2196	0	1	1	0
520	1	1	1	0	0	28	2196	0	1	1	0
581	1	1	1	0	0	28	2196	0	1	1	0
639	1	1	1	0	0	28	2196	0	1	1	0
653	1	1	1	0	0	28	2196	0	1	1	0
669	1	1	1	0	0	28	2196	0	1	1	0
710	1	1	1	0	0	28	2196	0	1	1	0
722	1	1	1	0	0	28	2196	0	1	1	0
744	1	1	1	0	0	28	2196	0	1	1	0
758	1	1	1	0	0	28	2196	0	1	1	0
784	1	1	1	0	0	28	2196	0	1	1	0
819	1	1	1	0	0	28	2196	0	1	1	0
826	1	1	1	0	0	28	2196	0	1	1	0
850	1	1	1	0	0	28	2196	0	1	1	0
861	1	1	1	0	0	28	2196	0	1	1	0
874	1	1	1	0	0	28	2196	0	1	1	0
887	1	1	1	0	0	28	2196	0	1	1	0
899	1	1	1	0	0	28	2196	0	1	1	0
933	1	1	1	0	0	28	2196	0	1	1	0
944	1	1	1	0	0	28	2196	0	1	1	0
969	1	1	1	0	0	28	2196	0	1	1	0
987	1	1	1	0	0	28	2196	0	1	1	0
1032	1	1	1	0	0	28	2196	0	1	1	0
1045	1	1	1	0	0	28	2196	0	1	1	0
1088	1	1	1	0	0	28	2196	0	1	1	0
1110	1	1	1	0	0	28	2196	0	1	1	0
1114	1	1	1	0	0	28	2196	0	1	1	0
1125	1	1	1	0	0	28	2196	0	1	1	0
1137	1	1	1	0	0	28	2196	0	1	1	0
1148	1	1	1	0	0	28	2196	0	1	1	0
1184	1	1	1	0	0	28	2196	0	1	1	0
1230	1	1	1	0	0	28	2196	0	1	1	0
1248	1	1	1	0	0	28	2196	0	1	1	0
1270	1	1	1	0	0	28	2196	0	1	1	0
1275	1	1	1	0	0	28	2196	0	1	1	0
1311	1	1	1	0	0	28	2196	0	1	1	0
1326	1	1	1	0	0	28	2196	0	1	1	0
1338	1	1	1	0	0	28	2196	0	1	1	0
1352	1	1	1	0	0	28	2196	0	1	1	0
1383	1	1	1	0	0	28	2196	0	1	1	0
1401	1	1	1	0	0	28	2196	0	1	1	0
1408	1	1	1	0	0	28	2196	0	1	1	0
1426	1	1	1	0	0	28	2196	0	1	1	0
1446	1	1	1	0	0	28	2196	0	1	1	0
1453	1	1	1	0	0	28	2196	0	1	1	0
1467	1	1	1	0	0	28	2196	0	1	1	0
1475	1	1	1	0	0	28	2196	0	1	1	0
1501	1	1	1	0	0	28	2196	0	1	1	0
1512	1	1	1	0	0	28	2196	0	1	1	0
