% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	1	1	219.616	0
0.081	1	1	1	328.83	0
0.121	1	1	1	469.043	0
0.161	1	1	1	2003.48	0
0.201	1	1	1	292.568	0
0.241	1	1	1	187.77	0
0.281	1	1	1	1507.44	0
0.321	1	1	1	621.77	0
0.361	1	1	1	300.784	0
0.401	1	1	1	482.364	0
0.441	1	1	1	674.242	0
0.481	1	1	1	366.824	0
0.521	1	1	1	1415.85	0
0.561	1	1	1	664.126	0
0.601	1	1	1	289.265	0
0.641	1	1	1	90.9356	0
0.681	1	1	1	901.276	0
0.721	1	1	1	1418.74	0
0.761	1	1	1	299.909	0
0.801	1	1	1	383.859	0
0.841	1	1	1	1147.13	0
0.881	1	1	1	851.549	0
0.921	1	1	1	242.915	0
0.961	1	1	1	224.084	0
1.001	1	1	1	546.143	0
1.041	1	1	1	805.772	0
1.081	1	1	1	425.96	0
1.121	1	1	1	188.923	0
1.161	1	1	1	531.369	0
1.201	1	1	1	447.912	0
1.241	1	1	1	253.861	0
1.281	1	1	1	337.197	0
1.321	1	1	1	154.158	0
1.361	1	1	1	195.76	0
1.401	1	1	1	222.928	0
1.441	1	1	1	122.785	0
1.481	1	1	1	200.728	0
1.521	1	1	1	1577.03	0
1.561	1	1	1	629.528	0
1.601	1	1	1	945.924	0
1.641	1	1	1	1029.31	0
1.681	1	1	1	325.973	0
1.721	1	1	1	627.432	0
1.761	1	1	1	731.926	0
1.801	1	1	1	468.142	0
1.841	1	1	1	992.128	0
1.881	1	1	1	1105.66	0
1.921	1	1	1	998.575	0
1.961	1	1	1	3191.81	0
2.001	1	1	1	391.754	0
2.041	1	1	1	72.9396	0
2.081	1	1	1	140.459	0
2.121	1	1	1	949.418	0
2.161	1	1	1	1533.88	0
2.201	1	1	1	1911.66	0
2.241	1	1	1	1912.52	0
2.281	1	1	1	2150.5	0
2.321	1	1	1	961.856	0
2.361	1	1	1	518.793	0
2.401	1	1	1	450.42	0
2.441	1	1	1	343.308	0
2.481	1	1	1	324.251	0
2.521	1	1	1	934.916	0
2.561	1	1	1	286.89	0
2.601	1	1	1	988.692	0
2.641	1	1	1	268.619	0
2.681	1	1	1	333.581	0
2.721	1	1	1	92.6912	0
2.761	1	1	1	164.276	0
2.801	1	1	1	1960.12	0
2.841	1	1	1	216.383	0
2.881	1	1	1	183.773	0
2.921	1	1	1	1171.42	0
2.961	1	1	1	418.232	0
3.001	1	1	1	1072.76	0
3.041	1	1	1	437.633	0
3.081	1	1	1	293.667	0
3.121	1	1	1	518.963	0
3.161	1	1	1	2389.49	0
3.201	1	1	1	380.474	0
3.241	1	1	1	432.841	0
3.281	1	1	1	739.307	0
3.321	1	1	1	352.561	0
3.361	1	1	1	835.315	0
3.401	1	1	1	184.738	0
3.441	1	1	1	77.3612	0
3.481	1	1	1	69.1569	0
3.521	1	1	1	473.123	0
3.561	1	1	1	533.877	0
3.601	1	1	1	367.474	0
3.641	1	1	1	301.288	0
3.681	1	1	1	952.48	0
3.721	1	1	1	246.898	0
3.761	1	1	1	318.34	0
3.801	1	1	1	573.977	0
3.841	1	1	1	418.447	0
3.881	1	1	1	404.604	0
3.921	1	1	1	64.5712	0
3.961	1	1	1	912.484	0
4.001	1	1	1	362.821	0
4.041	1	1	1	212.864	0
4.081	1	1	1	151.708	0
4.121	1	1	1	283.313	0
4.161	1	1	1	79.5611	0
4.201	1	1	1	341.318	0
4.241	1	1	1	1033.95	0
4.281	1	1	1	356.363	0
4.321	1	1	1	624.715	0
4.361	1	1	1	801.951	0
4.401	1	1	1	1016.9	0
4.441	1	1	1	721.858	0
4.481	1	1	1	1014.03	0
4.521	1	1	1	251.37	0
4.561	1	1	1	74.7302	0
4.601	1	1	1	70.4593	0
4.641	1	1	1	551.782	0
4.681	1	1	1	147.434	0
4.721	1	1	1	198.377	0
4.761	1	1	1	1333.75	0
4.801	1	1	1	393.976	0
4.841	1	1	1	256.982	0
4.881	1	1	1	224.193	0
4.921	1	1	1	195.395	0
4.961	1	1	1	924.918	0
5.001	1	1	1	891.547	0
5.041	1	1	1	1760.85	0
5.081	1	1	1	711.894	0
5.121	1	1	1	681.305	0
5.161	1	1	1	786.739	0
5.201	1	1	1	145.623	0
5.241	1	1	1	542.736	0
5.281	1	1	1	539.08	0
5.321	1	1	1	130.656	0
5.361	1	1	1	230.732	0
5.401	1	1	1	292.309	0
5.441	1	1	1	155.696	0
5.481	1	1	1	88.9131	0
5.521	1	1	1	303.973	0
5.561	1	1	1	100.143	0
5.601	1	1	1	126.613	0
5.641	1	1	1	333.578	0
5.681	1	1	1	459.716	0
5.721	1	1	1	616.081	0
5.761	1	1	1	563.619	0
5.801	1	1	1	1414.7	0
5.841	1	1	1	599.624	0
5.881	1	1	1	574.626	0
5.921	1	1	1	2754.57	0
5.961	1	1	1	544.048	0
6.001	1	1	1	688.45	0
6.041	1	1	1	604.131	0
6.081	1	1	1	207.114	0
6.121	1	1	1	526.462	0
6.161	1	1	1	236.078	0
6.201	1	1	1	103.858	0
6.241	1	1	1	324.618	0
6.281	1	1	1	297.636	0
6.321	1	1	1	172.869	0
6.361	1	1	1	265.496	0
6.401	1	1	1	132.81	0
6.441	1	1	1	276.498	0
6.481	1	1	1	123.657	0
6.521	1	1	1	312.599	0
6.561	1	1	1	294.639	0
6.601	1	1	1	520.717	0
6.641	1	1	1	406.614	0
6.681	1	1	1	435.195	0
6.721	1	1	1	425.249	0
6.761	1	1	1	389.929	0
6.801	1	1	1	742.968	0
6.841	1	1	1	627.385	0
6.881	1	1	1	363.974	0
6.921	1	1	1	348.665	0
6.961	1	1	1	551.883	0
7.001	1	1	1	774.203	0
7.041	1	1	1	1034.58	0
7.081	1	1	1	497.879	0
7.121	1	1	1	907.524	0
7.161	1	1	1	2029.47	0
7.201	1	1	1	201.049	0
7.241	1	1	1	601.033	0
7.281	1	1	1	1108.26	0
7.321	1	1	1	642.142	0
7.361	1	1	1	1083.28	0
7.401	1	1	1	786.246	0
7.441	1	1	1	1873.23	0
7.481	1	1	1	516.053	0
7.521	1	1	1	2124.59	0
7.561	1	1	1	774.13	0
7.601	1	1	1	220.225	0
7.641	1	1	1	380.959	0
7.681	1	1	1	69.7817	0
7.721	1	1	1	60.9032	0
7.761	1	1	1	88.7774	0
7.801	1	1	1	304.475	0
7.841	1	1	1	573.531	0
7.881	1	1	1	178.627	0
7.921	1	1	1	431.677	0
7.961	1	1	1	875.402	0
8.001	1	1	1	339.573	0
8.041	1	1	1	803.628	0
8.081	1	1	1	344.477	0
8.121	1	1	1	344.689	0
8.161	1	1	1	267.421	0
8.201	1	1	1	239.663	0
8.241	1	1	1	491.017	0
8.281	1	1	1	168.246	0
8.321	1	1	1	230.846	0
8.361	1	1	1	529.276	0
8.401	1	1	1	482.568	0
8.441	1	1	1	2461.65	0
8.481	1	1	1	247.297	0
8.521	1	1	1	1443.23	0
8.561	1	1	1	2114.65	0
8.601	1	1	1	4262.52	0
8.641	1	1	1	5971.79	0
8.681	1	1	1	2787.8	0
8.721	1	1	1	305.765	0
8.761	1	1	1	759.192	0
8.801	1	1	1	246.133	0
8.841	1	1	1	389.952	0
8.881	1	1	1	772.675	0
8.921	1	1	1	158.651	0
8.961	1	1	1	574.23	0
9.001	1	1	1	564.777	0
9.041	1	1	1	413.91	0
9.081	1	1	1	163.157	0
9.121	1	1	1	168.403	0
9.161	1	1	1	119.707	0
9.201	1	1	1	134.501	0
9.241	1	1	1	103.301	0
9.281	1	1	1	164.585	0
