% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.000214285	1	1	0	1.61108e-11	33964.5	0
0.00121428	1	1	0	2.3629e-11	51192.5	0
0.00221428	1	1	0	2.3475e-11	50845.3	0
0.00321428	1	1	0	2.33195e-11	50495.5	0
0.00421428	1	1	0	2.31286e-11	50070.6	0
0.00521428	1	1	0	2.29421e-11	49655.8	0
0.00621428	1	1	0	2.27161e-11	49157.2	0
0.00721428	1	1	0	2.24926e-11	48664.5	0
0.00821428	1	1	0	2.22383e-11	48106.7	0
0.00921428	1	1	0	2.19804e-11	47542	0
0.0102143	1	1	0	2.17002e-11	46930.4	0
0.0112143	1	1	0	2.14108e-11	46300.1	0
0.0122143	1	1	0	2.11076e-11	45640.9	0
0.0132143	1	1	0	2.07903e-11	44952.5	0
0.0142143	1	1	0	2.04673e-11	44252.7	0
0.0152143	1	1	0	2.01259e-11	43514.5	0
0.0162143	1	1	0	1.97866e-11	42781.5	0
0.0172143	1	1	0	1.94253e-11	42002.5	0
0.0182143	1	1	0	1.90735e-11	41244.5	0
0.0192143	1	1	0	1.86969e-11	40434.3	0
0.0202143	1	1	0	1.83318e-11	39649.6	0
0.0212143	1	1	1	1.79493e-11	38828.5	0
0.0222143	1	1	1	1.75758e-11	38027.2	0
0.0232143	1	1	1	1.71947e-11	37210.3	0
0.0242143	1	1	1	1.68186e-11	36405	0
0.0252143	1	1	1	1.64406e-11	35596.1	0
0.0262143	1	1	1	1.6065e-11	34793.1	0
0.0272143	1	1	1	1.56944e-11	34001.2	0
0.0282143	1	1	1	1.53241e-11	33210.7	0
0.0292143	1	1	1	1.49651e-11	32444.7	0
0.0302143	1	1	1	1.4605e-11	31676.8	0
0.0312143	1	1	1	1.42618e-11	30945.5	0
0.0322143	1	1	1	1.39166e-11	30210.2	0
0.0332143	1	1	1	1.35918e-11	29518.9	0
0.0342143	1	1	1	1.32677e-11	28829.3	0
0.0352143	1	1	1	1.29639e-11	28183.3	0
0.0362143	1	1	1	1.26668e-11	27551.6	0
0.0372143	1	1	1	1.23883e-11	26959.9	0
0.0382143	1	1	1	1.21218e-11	26393.9	0
0.0392143	1	1	1	1.18726e-11	25864.9	0
0.0402143	1	1	1	1.16401e-11	25371.4	0
0.0412143	1	1	1	1.14243e-11	24913.7	0
0.0422143	1	1	1	1.12296e-11	24500.6	0
0.0432143	1	1	1	1.10502e-11	24120.3	0
0.0442143	1	1	1	1.08949e-11	23791.3	0
0.0452143	1	1	1	1.07543e-11	23493.1	0
0.0462143	1	1	1	1.06405e-11	23252.4	0
0.0472143	1	1	1	1.05407e-11	23040.6	0
0.0482143	1	1	1	1.04683e-11	22887.3	0
0.0492143	1	1	1	1.04126e-11	22769.2	0
0.0502143	1	1	1	1.03826e-11	22705.8	0
0.0512143	1	1	1	1.03719e-11	22682.9	0
0.0522143	1	1	1	1.03851e-11	22710.6	0
0.0532143	1	1	1	1.04195e-11	22783.1	0
0.0542143	1	1	1	1.04757e-11	22901.6	0
0.0552143	1	1	1	1.05549e-11	23069	0
0.0562143	1	1	1	1.06534e-11	23276.8	0
0.0572143	1	1	1	1.07766e-11	23537	0
0.0582143	1	1	1	1.09161e-11	23831.3	0
0.0592143	1	1	1	1.10818e-11	24181.2	0
0.0602143	1	1	1	1.12612e-11	24559.8	0
0.0612143	1	1	1	1.1467e-11	24994.3	0
0.0622143	1	1	1	1.16843e-11	25452.9	0
0.0632143	1	1	1	1.19252e-11	25961.7	0
0.0642143	1	1	1	1.21783e-11	26495.7	0
0.0652143	1	1	1	1.2451e-11	27071.3	0
0.0662143	1	1	1	1.27364e-11	27673.8	0
0.0672143	1	1	1	1.30368e-11	28307.8	0
0.0682143	1	1	1	1.33509e-11	28970.8	0
0.0692143	1	1	1	1.36745e-11	29653.8	0
0.0702143	1	1	1	1.40131e-11	30368.8	0
0.0712143	1	1	1	1.43551e-11	31090.7	0
0.0722143	1	1	1	1.47139e-11	31848.5	0
0.0732143	1	1	1	1.50692e-11	32598.5	0
0.0742143	1	1	1	1.54427e-11	33387.6	0
0.0752143	1	1	1	1.58067e-11	34156.3	0
0.0762143	1	1	1	1.61863e-11	34958.4	0
0.0772143	1	1	1	1.65574e-11	35742.6	0
0.0782143	1	1	1	1.69381e-11	36547.3	0
0.0792143	1	1	1	1.73137e-11	37341.2	0
0.0802143	1	1	1	1.76909e-11	38138.8	0
0.0812143	1	1	1	1.80635e-11	38927.1	0
0.0822143	1	1	1	1.84297e-11	39702	0
0.0832143	1	1	1	1.87943e-11	40473.7	0
0.0842143	1	1	1	1.91436e-11	41213.6	0
0.0852143	1	1	1	1.9495e-11	41958.1	0
0.0862143	1	1	1	1.98219e-11	42650.8	0
0.0872143	1	1	1	2.01552e-11	43357.8	0
0.0882143	1	1	1	2.04539e-11	43991.9	0
0.0892143	1	1	1	2.0759e-11	44639.6	0
0.0902143	1	1	1	2.10301e-11	45216	0
0.0912143	1	1	1	2.13004e-11	45791	0
0.0922143	1	1	1	2.15413e-11	46304	0
0.0932143	1	1	1	2.17724e-11	46796.8	0
0.0942143	1	1	1	2.19793e-11	47238.6	0
0.0952143	1	1	1	2.21673e-11	47640.7	0
0.0962143	1	1	1	2.2337e-11	48004.4	0
0.0972143	1	1	1	2.24803e-11	48312.5	0
0.0982143	1	1	1	2.26129e-11	48598.3	0
0.0992143	1	1	1	2.27079e-11	48804.5	0
0.100214	1	1	1	2.27983e-11	49001.3	0
0.101214	1	1	1	2.28416e-11	49098.4	0
0.102214	1	1	1	2.2885e-11	49196	0
0.103214	1	1	1	2.2878e-11	49186.7	0
0.104214	1	1	1	2.28679e-11	49170.9	0
0.105214	1	1	1	2.28152e-11	49064.9	0
0.106214	1	1	1	2.27509e-11	48934.4	0
0.107214	1	1	1	2.26526e-11	48731.5	0
0.108214	1	1	1	2.25346e-11	48486.7	0
0.109214	1	1	1	2.23914e-11	48188.1	0
0.110214	1	1	1	2.22209e-11	47831.4	0
0.111214	1	1	1	2.20342e-11	47439.8	0
0.112214	1	1	1	2.18132e-11	46975	0
0.113214	1	1	1	2.15852e-11	46494.7	0
