% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	5	1	21702.7	0
0.042	1	1	2	6937.57	0
0.043	1	3	3	3988.94	0
0.044	1	4	4	26767.4	0
0.045	1	2	5	38899	0
0.081	1	5	1	21702.7	0
0.082	1	1	2	6937.57	0
0.083	1	3	3	3988.94	0
0.084	1	4	4	26767.4	0
0.085	1	2	5	38899	0
0.121	1	5	1	21702.7	0
0.122	1	1	2	6937.57	0
0.123	1	3	3	3988.94	0
0.124	1	4	4	26767.4	0
0.125	1	2	5	38899	0
0.161	1	5	1	21702.7	0
0.162	1	1	2	6937.57	0
0.163	1	3	3	3988.94	0
0.164	1	4	4	26767.4	0
0.165	1	2	5	38899	0
0.201	1	5	1	21702.7	0
0.202	1	1	2	6937.57	0
0.203	1	3	3	3988.94	0
0.204	1	4	4	26767.4	0
0.205	1	2	5	38899	0
0.241	1	5	1	21702.7	0
0.242	1	1	2	6937.57	0
0.243	1	3	3	3988.94	0
0.244	1	4	4	26767.4	0
0.245	1	2	5	38899	0
0.281	1	5	1	21702.7	0
0.282	1	1	2	6937.57	0
0.283	1	3	3	3988.94	0
0.284	1	4	4	26767.4	0
0.285	1	2	5	38899	0
0.321	1	5	1	21702.7	0
0.322	1	1	2	6937.57	0
0.323	1	3	3	3988.94	0
0.324	1	4	4	26767.4	0
0.325	1	2	5	38899	0
0.361	1	5	1	21702.7	0
0.362	1	1	2	6937.57	0
0.363	1	3	3	3988.94	0
0.364	1	4	4	26767.4	0
0.365	1	2	5	38899	0
0.401	1	5	1	21702.7	0
0.402	1	1	2	6937.57	0
0.403	1	3	3	3988.94	0
0.404	1	4	4	26767.4	0
0.405	1	2	5	38899	0
0.441	1	5	1	21702.7	0
0.442	1	1	2	6937.57	0
0.443	1	3	3	3988.94	0
0.444	1	4	4	26767.4	0
0.445	1	2	5	38899	0
0.481	1	5	1	21702.7	0
0.482	1	1	2	6937.57	0
0.483	1	3	3	3988.94	0
0.484	1	4	4	26767.4	0
0.485	1	2	5	38899	0
0.521	1	5	1	21702.7	0
0.522	1	1	2	6937.57	0
0.523	1	3	3	3988.94	0
0.524	1	4	4	26767.4	0
0.525	1	2	5	38899	0
0.561	1	5	1	21702.7	0
0.562	1	1	2	6937.57	0
0.563	1	3	3	3988.94	0
0.564	1	4	4	26767.4	0
0.565	1	2	5	38899	0
0.601	1	5	1	21702.7	0
0.602	1	1	2	6937.57	0
0.603	1	3	3	3988.94	0
0.604	1	4	4	26767.4	0
0.605	1	2	5	38899	0
0.641	1	5	1	21702.7	0
0.642	1	1	2	6937.57	0
0.643	1	3	3	3988.94	0
0.644	1	4	4	26767.4	0
0.645	1	2	5	38899	0
0.681	1	5	1	21702.7	0
0.682	1	1	2	6937.57	0
0.683	1	3	3	3988.94	0
0.684	1	4	4	26767.4	0
0.685	1	2	5	38899	0
0.721	1	5	1	21702.7	0
0.722	1	1	2	6937.57	0
0.723	1	3	3	3988.94	0
0.724	1	4	4	26767.4	0
0.725	1	2	5	38899	0
0.761	1	5	1	21702.7	0
0.762	1	1	2	6937.57	0
0.763	1	3	3	3988.94	0
0.764	1	4	4	26767.4	0
0.765	1	2	5	38899	0
0.801	1	5	1	21702.7	0
0.802	1	1	2	6937.57	0
0.803	1	3	3	3988.94	0
0.804	1	4	4	26767.4	0
0.805	1	2	5	38899	0
0.841	1	5	1	21702.7	0
0.842	1	1	2	6937.57	0
0.843	1	3	3	3988.94	0
0.844	1	4	4	26767.4	0
0.845	1	2	5	38899	0
0.881	1	5	1	21702.7	0
0.882	1	1	2	6937.57	0
0.883	1	3	3	3988.94	0
0.884	1	4	4	26767.4	0
0.885	1	2	5	38899	0
0.921	1	5	1	21702.7	0
0.922	1	1	2	6937.57	0
0.923	1	3	3	3988.94	0
0.924	1	4	4	26767.4	0
0.925	1	2	5	38899	0
0.961	1	5	1	21702.7	0
0.962	1	1	2	6937.57	0
0.963	1	3	3	3988.94	0
0.964	1	4	4	26767.4	0
0.965	1	2	5	38899	0
1.001	1	5	1	21702.7	0
1.002	1	1	2	6937.57	0
1.003	1	3	3	3988.94	0
1.004	1	4	4	26767.4	0
1.005	1	2	5	38899	0
1.041	1	5	1	21702.7	0
1.042	1	1	2	6937.57	0
1.043	1	3	3	3988.94	0
1.044	1	4	4	26767.4	0
1.045	1	2	5	38899	0
1.081	1	5	1	21702.7	0
1.082	1	1	2	6937.57	0
1.083	1	3	3	3988.94	0
1.084	1	4	4	26767.4	0
1.085	1	2	5	38899	0
1.121	1	5	1	21702.7	0
1.122	1	1	2	6937.57	0
1.123	1	3	3	3988.94	0
1.124	1	4	4	26767.4	0
1.125	1	2	5	38899	0
1.161	1	5	1	21702.7	0
1.162	1	1	2	6937.57	0
1.163	1	3	3	3988.94	0
1.164	1	4	4	26767.4	0
1.165	1	2	5	38899	0
1.201	1	5	1	21702.7	0
1.202	1	1	2	6937.57	0
1.203	1	3	3	3988.94	0
1.204	1	4	4	26767.4	0
1.205	1	2	5	38899	0
1.241	1	5	1	21702.7	0
1.242	1	1	2	6937.57	0
1.243	1	3	3	3988.94	0
1.244	1	4	4	26767.4	0
1.245	1	2	5	38899	0
1.281	1	5	1	21702.7	0
1.282	1	1	2	6937.57	0
1.283	1	3	3	3988.94	0
1.284	1	4	4	26767.4	0
1.285	1	2	5	38899	0
1.321	1	5	1	21702.7	0
1.322	1	1	2	6937.57	0
1.323	1	3	3	3988.94	0
1.324	1	4	4	26767.4	0
1.325	1	2	5	38899	0
1.361	1	5	1	21702.7	0
1.362	1	1	2	6937.57	0
1.363	1	3	3	3988.94	0
1.364	1	4	4	26767.4	0
1.365	1	2	5	38899	0
1.401	1	5	1	21702.7	0
1.402	1	1	2	6937.57	0
1.403	1	3	3	3988.94	0
1.404	1	4	4	26767.4	0
1.405	1	2	5	38899	0
1.441	1	5	1	21702.7	0
1.442	1	1	2	6937.57	0
1.443	1	3	3	3988.94	0
1.444	1	4	4	26767.4	0
1.445	1	2	5	38899	0
1.481	1	5	1	21702.7	0
1.482	1	1	2	6937.57	0
1.483	1	3	3	3988.94	0
1.484	1	4	4	26767.4	0
1.485	1	2	5	38899	0
1.521	1	5	1	21702.7	0
1.522	1	1	2	6937.57	0
1.523	1	3	3	3988.94	0
1.524	1	4	4	26767.4	0
1.525	1	2	5	38899	0
1.561	1	5	1	21702.7	0
1.562	1	1	2	6937.57	0
1.563	1	3	3	3988.94	0
1.564	1	4	4	26767.4	0
1.565	1	2	5	38899	0
1.601	1	5	1	21702.7	0
1.602	1	1	2	6937.57	0
1.603	1	3	3	3988.94	0
1.604	1	4	4	26767.4	0
1.605	1	2	5	38899	0
1.641	1	5	1	21702.7	0
1.642	1	1	2	6937.57	0
1.643	1	3	3	3988.94	0
1.644	1	4	4	26767.4	0
1.645	1	2	5	38899	0
1.681	1	5	1	21702.7	0
1.682	1	1	2	6937.57	0
1.683	1	3	3	3988.94	0
1.684	1	4	4	26767.4	0
1.685	1	2	5	38899	0
1.721	1	5	1	21702.7	0
1.722	1	1	2	6937.57	0
1.723	1	3	3	3988.94	0
1.724	1	4	4	26767.4	0
1.725	1	2	5	38899	0
1.761	1	5	1	21702.7	0
1.762	1	1	2	6937.57	0
1.763	1	3	3	3988.94	0
1.764	1	4	4	26767.4	0
1.765	1	2	5	38899	0
1.801	1	5	1	21702.7	0
1.802	1	1	2	6937.57	0
1.803	1	3	3	3988.94	0
1.804	1	4	4	26767.4	0
1.805	1	2	5	38899	0
1.841	1	5	1	21702.7	0
1.842	1	1	2	6937.57	0
1.843	1	3	3	3988.94	0
1.844	1	4	4	26767.4	0
1.845	1	2	5	38899	0
1.881	1	5	1	21702.7	0
1.882	1	1	2	6937.57	0
1.883	1	3	3	3988.94	0
1.884	1	4	4	26767.4	0
1.885	1	2	5	38899	0
1.921	1	5	1	21702.7	0
1.922	1	1	2	6937.57	0
1.923	1	3	3	3988.94	0
1.924	1	4	4	26767.4	0
1.925	1	2	5	38899	0
1.961	1	5	1	21702.7	0
1.962	1	1	2	6937.57	0
1.963	1	3	3	3988.94	0
1.964	1	4	4	26767.4	0
1.965	1	2	5	38899	0
2.001	1	5	1	21702.7	0
2.002	1	1	2	6937.57	0
2.003	1	3	3	3988.94	0
2.004	1	4	4	26767.4	0
2.005	1	2	5	38899	0
2.041	1	5	1	21702.7	0
2.042	1	1	2	6937.57	0
2.043	1	3	3	3988.94	0
2.044	1	4	4	26767.4	0
2.045	1	2	5	38899	0
2.081	1	5	1	21702.7	0
2.082	1	1	2	6937.57	0
2.083	1	3	3	3988.94	0
2.084	1	4	4	26767.4	0
2.085	1	2	5	38899	0
2.121	1	5	1	21702.7	0
2.122	1	1	2	6937.57	0
2.123	1	3	3	3988.94	0
2.124	1	4	4	26767.4	0
2.125	1	2	5	38899	0
2.161	1	5	1	21702.7	0
2.162	1	1	2	6937.57	0
2.163	1	3	3	3988.94	0
2.164	1	4	4	26767.4	0
2.165	1	2	5	38899	0
2.201	1	5	1	21702.7	0
2.202	1	1	2	6937.57	0
2.203	1	3	3	3988.94	0
2.204	1	4	4	26767.4	0
2.205	1	2	5	38899	0
2.241	1	5	1	21702.7	0
2.242	1	1	2	6937.57	0
2.243	1	3	3	3988.94	0
2.244	1	4	4	26767.4	0
2.245	1	2	5	38899	0
2.281	1	5	1	21702.7	0
2.282	1	1	2	6937.57	0
2.283	1	3	3	3988.94	0
2.284	1	4	4	26767.4	0
2.285	1	2	5	38899	0
2.321	1	5	1	21702.7	0
2.322	1	1	2	6937.57	0
2.323	1	3	3	3988.94	0
2.324	1	4	4	26767.4	0
2.325	1	2	5	38899	0
2.361	1	5	1	21702.7	0
2.362	1	1	2	6937.57	0
2.363	1	3	3	3988.94	0
2.364	1	4	4	26767.4	0
2.365	1	2	5	38899	0
2.401	1	5	1	21702.7	0
2.402	1	1	2	6937.57	0
2.403	1	3	3	3988.94	0
2.404	1	4	4	26767.4	0
2.405	1	2	5	38899	0
2.441	1	5	1	21702.7	0
2.442	1	1	2	6937.57	0
2.443	1	3	3	3988.94	0
2.444	1	4	4	26767.4	0
2.445	1	2	5	38899	0
2.481	1	5	1	21702.7	0
2.482	1	1	2	6937.57	0
2.483	1	3	3	3988.94	0
2.484	1	4	4	26767.4	0
2.485	1	2	5	38899	0
2.521	1	5	1	21702.7	0
2.522	1	1	2	6937.57	0
2.523	1	3	3	3988.94	0
2.524	1	4	4	26767.4	0
2.525	1	2	5	38899	0
2.561	1	5	1	21702.7	0
2.562	1	1	2	6937.57	0
2.563	1	3	3	3988.94	0
2.564	1	4	4	26767.4	0
2.565	1	2	5	38899	0
2.601	1	5	1	21702.7	0
2.602	1	1	2	6937.57	0
2.603	1	3	3	3988.94	0
2.604	1	4	4	26767.4	0
2.605	1	2	5	38899	0
2.641	1	5	1	21702.7	0
2.642	1	1	2	6937.57	0
2.643	1	3	3	3988.94	0
2.644	1	4	4	26767.4	0
2.645	1	2	5	38899	0
2.681	1	5	1	21702.7	0
2.682	1	1	2	6937.57	0
2.683	1	3	3	3988.94	0
2.684	1	4	4	26767.4	0
2.685	1	2	5	38899	0
2.721	1	5	1	21702.7	0
2.722	1	1	2	6937.57	0
2.723	1	3	3	3988.94	0
2.724	1	4	4	26767.4	0
2.725	1	2	5	38899	0
2.761	1	5	1	21702.7	0
2.762	1	1	2	6937.57	0
2.763	1	3	3	3988.94	0
2.764	1	4	4	26767.4	0
2.765	1	2	5	38899	0
2.801	1	5	1	21702.7	0
2.802	1	1	2	6937.57	0
2.803	1	3	3	3988.94	0
2.804	1	4	4	26767.4	0
2.805	1	2	5	38899	0
2.841	1	5	1	21702.7	0
2.842	1	1	2	6937.57	0
2.843	1	3	3	3988.94	0
2.844	1	4	4	26767.4	0
2.845	1	2	5	38899	0
2.881	1	5	1	21702.7	0
2.882	1	1	2	6937.57	0
2.883	1	3	3	3988.94	0
2.884	1	4	4	26767.4	0
2.885	1	2	5	38899	0
2.921	1	5	1	21702.7	0
2.922	1	1	2	6937.57	0
2.923	1	3	3	3988.94	0
2.924	1	4	4	26767.4	0
2.925	1	2	5	38899	0
2.961	1	5	1	21702.7	0
2.962	1	1	2	6937.57	0
2.963	1	3	3	3988.94	0
2.964	1	4	4	26767.4	0
2.965	1	2	5	38899	0
3.001	1	5	1	21702.7	0
3.002	1	1	2	6937.57	0
3.003	1	3	3	3988.94	0
3.004	1	4	4	26767.4	0
3.005	1	2	5	38899	0
3.041	1	5	1	21702.7	0
3.042	1	1	2	6937.57	0
3.043	1	3	3	3988.94	0
3.044	1	4	4	26767.4	0
3.045	1	2	5	38899	0
3.081	1	5	1	21702.7	0
3.082	1	1	2	6937.57	0
3.083	1	3	3	3988.94	0
3.084	1	4	4	26767.4	0
3.085	1	2	5	38899	0
3.121	1	5	1	21702.7	0
3.122	1	1	2	6937.57	0
3.123	1	3	3	3988.94	0
3.124	1	4	4	26767.4	0
3.125	1	2	5	38899	0
3.161	1	5	1	21702.7	0
3.162	1	1	2	6937.57	0
3.163	1	3	3	3988.94	0
3.164	1	4	4	26767.4	0
3.165	1	2	5	38899	0
3.201	1	5	1	21702.7	0
3.202	1	1	2	6937.57	0
3.203	1	3	3	3988.94	0
3.204	1	4	4	26767.4	0
3.205	1	2	5	38899	0
3.241	1	5	1	21702.7	0
3.242	1	1	2	6937.57	0
3.243	1	3	3	3988.94	0
3.244	1	4	4	26767.4	0
3.245	1	2	5	38899	0
3.281	1	5	1	21702.7	0
3.282	1	1	2	6937.57	0
3.283	1	3	3	3988.94	0
3.284	1	4	4	26767.4	0
3.285	1	2	5	38899	0
