% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.000214285	1	1	0	2.23824e-09	4.71862e+06	0
0.00121428	1	1	0	1.81357e-09	3.62533e+06	0
0.00221428	1	1	0	1.81023e-09	3.61851e+06	0
0.00321428	1	1	0	1.8046e-09	3.60722e+06	0
0.00421428	1	1	0	1.79848e-09	3.5951e+06	0
0.00521428	1	1	0	1.79076e-09	3.57991e+06	0
0.00621428	1	1	0	1.78189e-09	3.56252e+06	0
0.00721428	1	1	0	1.77187e-09	3.54296e+06	0
0.00821428	1	1	0	1.76011e-09	3.52002e+06	0
0.00921428	1	1	0	1.74779e-09	3.4961e+06	0
0.0102143	1	1	0	1.73319e-09	3.46769e+06	0
0.0112143	1	1	0	1.71864e-09	3.4395e+06	0
0.0122143	1	1	0	1.70129e-09	3.40578e+06	0
0.0132143	1	1	0	1.6844e-09	3.37312e+06	0
0.0142143	1	1	0	1.66462e-09	3.33472e+06	0
0.0152143	1	1	0	1.64518e-09	3.29712e+06	0
0.0162143	1	1	0	1.62351e-09	3.25512e+06	0
0.0172143	1	1	0	1.60172e-09	3.21297e+06	0
0.0182143	1	1	0	1.57836e-09	3.16777e+06	0
0.0192143	1	1	0	1.55445e-09	3.12155e+06	0
0.0202143	1	1	0	1.52963e-09	3.07358e+06	0
0.0212143	1	1	1	1.5039e-09	3.02385e+06	0
0.0222143	1	1	1	1.47788e-09	2.97364e+06	0
0.0232143	1	1	1	1.45077e-09	2.9213e+06	0
0.0242143	1	1	1	1.42401e-09	2.86977e+06	0
0.0252143	1	1	1	1.39576e-09	2.81529e+06	0
0.0262143	1	1	1	1.36836e-09	2.76262e+06	0
0.0272143	1	1	1	1.33926e-09	2.70657e+06	0
0.0282143	1	1	1	1.31118e-09	2.65266e+06	0
0.0292143	1	1	1	1.28195e-09	2.59648e+06	0
0.0302143	1	1	1	1.25351e-09	2.54196e+06	0
0.0312143	1	1	1	1.22453e-09	2.48642e+06	0
0.0322143	1	1	1	1.19611e-09	2.43206e+06	0
0.0332143	1	1	1	1.16773e-09	2.37783e+06	0
