% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
114	1	3	3	0	28	2196	0	1	0
204	1	5	9	0	28	2196	0	1	0
228	1	1	11	0	28	2196	0	1	0
238	1	8	2	0	28	2196	0	1	0
306	1	8	2	0	28	2196	0	1	0
392	1	7	1	0	28	2196	0	1	0
396	1	6	10	0	28	2196	0	1	0
399	1	1	11	0	28	2196	0	1	0
456	1	8	2	0	28	2196	0	1	0
468	1	9	4	0	28	2196	0	1	0
547	1	10	16	0	28	2196	0	1	0
597	1	7	1	0	28	2196	0	1	0
619	1	3	3	0	28	2196	0	1	0
646	1	4	12	0	28	2196	0	1	0
652	1	9	4	0	28	2196	0	1	0
662	1	8	2	0	28	2196	0	1	0
673	1	6	10	0	28	2196	0	1	0
674	1	10	16	0	28	2196	0	1	0
686	1	10	16	0	28	2196	0	1	0
690	1	4	12	0	28	2196	0	1	0
736	1	5	9	0	28	2196	0	1	0
747	1	7	1	0	28	2196	0	1	0
760	1	3	3	0	28	2196	0	1	0
821	1	2	15	0	28	2196	0	1	0
826	1	7	1	0	28	2196	0	1	0
830	1	5	9	0	28	2196	0	1	0
860	1	6	10	0	28	2196	0	1	0
863	1	10	16	0	28	2196	0	1	0
864	1	9	4	0	28	2196	0	1	0
873	1	7	1	0	28	2196	0	1	0
883	1	8	2	0	28	2196	0	1	0
907	1	1	11	0	28	2196	0	1	0
922	1	4	12	0	28	2196	0	1	0
950	1	9	4	0	28	2196	0	1	0
962	1	5	9	0	28	2196	0	1	0
994	1	7	1	0	28	2196	0	1	0
1016	1	6	10	0	28	2196	0	1	0
1027	1	3	3	0	28	2196	0	1	0
1028	1	10	16	0	28	2196	0	1	0
1075	1	7	1	0	28	2196	0	1	0
1081	1	4	12	0	28	2196	0	1	0
1082	1	3	3	0	28	2196	0	1	0
1088	1	2	15	0	28	2196	0	1	0
1090	1	5	9	0	28	2196	0	1	0
1124	1	6	10	0	28	2196	0	1	0
1160	1	2	15	0	28	2196	0	1	0
1161	1	8	2	0	28	2196	0	1	0
1180	1	4	12	0	28	2196	0	1	0
1185	1	7	1	0	28	2196	0	1	0
1191	1	3	3	0	28	2196	0	1	0
1238	1	10	16	0	28	2196	0	1	0
1241	1	7	1	0	28	2196	0	1	0
1267	1	5	9	0	28	2196	0	1	0
1305	1	6	10	0	28	2196	0	1	0
1321	1	5	9	0	28	2196	0	1	0
1338	1	2	15	0	28	2196	0	1	0
1345	1	1	11	0	28	2196	0	1	0
1400	1	4	12	0	28	2196	0	1	0
1457	1	4	12	0	28	2196	0	1	0
1507	1	5	9	0	28	2196	0	1	0
1517	1	9	4	0	28	2196	0	1	0
1561	1	7	1	0	28	2196	0	1	0
1605	1	1	11	0	28	2196	0	1	0
1688	1	8	2	0	28	2196	0	1	0
1697	1	3	3	0	28	2196	0	1	0
1711	1	9	4	0	28	2196	0	1	0
1724	1	5	9	0	28	2196	0	1	0
1736	1	10	16	0	28	2196	0	1	0
1742	1	8	2	0	28	2196	0	1	0
1768	1	2	15	0	28	2196	0	1	0
1769	1	4	12	0	28	2196	0	1	0
1802	1	1	11	0	28	2196	0	1	0
1850	1	9	4	0	28	2196	0	1	0
1874	1	3	3	0	28	2196	0	1	0
1876	1	6	10	0	28	2196	0	1	0
1894	1	9	4	0	28	2196	0	1	0
1923	1	7	1	0	28	2196	0	1	0
1925	1	1	11	0	28	2196	0	1	0
1934	1	8	2	0	28	2196	0	1	0
1955	1	2	15	0	28	2196	0	1	0
1967	1	9	4	0	28	2196	0	1	0
1974	1	10	16	0	28	2196	0	1	0
1998	1	8	2	0	28	2196	0	1	0
2020	1	5	9	0	28	2196	0	1	0
2041	1	8	2	0	28	2196	0	1	0
2075	1	10	16	0	28	2196	0	1	0
2083	1	3	3	0	28	2196	0	1	0
2084	1	10	16	0	28	2196	0	1	0
2105	1	5	9	0	28	2196	0	1	0
2137	1	8	2	0	28	2196	0	1	0
2180	1	6	10	0	28	2196	0	1	0
2209	1	4	12	0	28	2196	0	1	0
2228	1	3	3	0	28	2196	0	1	0
2249	1	8	2	0	28	2196	0	1	0
2301	1	10	16	0	28	2196	0	1	0
2306	1	3	3	0	28	2196	0	1	0
2313	1	10	16	0	28	2196	0	1	0
2319	1	1	11	0	28	2196	0	1	0
2333	1	2	15	0	28	2196	0	1	0
2380	1	1	11	0	28	2196	0	1	0
2382	1	8	2	0	28	2196	0	1	0
2387	1	10	16	0	28	2196	0	1	0
2406	1	3	3	0	28	2196	0	1	0
2415	1	7	1	0	28	2196	0	1	0
2418	1	4	12	0	28	2196	0	1	0
2424	1	1	11	0	28	2196	0	1	0
2450	1	8	2	0	28	2196	0	1	0
2485	1	7	1	0	28	2196	0	1	0
2490	1	5	9	0	28	2196	0	1	0
2531	1	9	4	0	28	2196	0	1	0
2574	1	6	10	0	28	2196	0	1	0
2600	1	6	10	0	28	2196	0	1	0
2601	1	4	12	0	28	2196	0	1	0
2621	1	6	10	0	28	2196	0	1	0
2673	1	9	4	0	28	2196	0	1	0
2678	1	5	9	0	28	2196	0	1	0
2683	1	10	16	0	28	2196	0	1	0
2699	1	7	1	0	28	2196	0	1	0
2700	1	3	3	0	28	2196	0	1	0
2751	1	5	9	0	28	2196	0	1	0
2760	1	9	4	0	28	2196	0	1	0
2765	1	4	12	0	28	2196	0	1	0
2786	1	3	3	0	28	2196	0	1	0
2807	1	2	15	0	28	2196	0	1	0
2832	1	8	2	0	28	2196	0	1	0
2833	1	10	16	0	28	2196	0	1	0
2841	1	6	10	0	28	2196	0	1	0
2881	1	3	3	0	28	2196	0	1	0
2900	1	1	11	0	28	2196	0	1	0
2904	1	7	1	0	28	2196	0	1	0
2950	1	10	16	0	28	2196	0	1	0
2964	1	4	12	0	28	2196	0	1	0
2996	1	3	3	0	28	2196	0	1	0
3002	1	8	2	0	28	2196	0	1	0
3019	1	2	15	0	28	2196	0	1	0
3020	1	10	16	0	28	2196	0	1	0
3024	1	9	4	0	28	2196	0	1	0
3063	1	7	1	0	28	2196	0	1	0
3078	1	2	15	0	28	2196	0	1	0
3080	1	6	10	0	28	2196	0	1	0
3104	1	1	11	0	28	2196	0	1	0
3126	1	4	12	0	28	2196	0	1	0
3145	1	9	4	0	28	2196	0	1	0
3148	1	3	3	0	28	2196	0	1	0
