% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.000214285	1	1	0	8.00387e-10	1.68736e+06	0
0.00121428	1	1	0	1.03339e-09	2.06575e+06	0
0.00221428	1	1	0	1.03149e-09	2.06186e+06	0
0.00321428	1	1	0	1.02828e-09	2.05543e+06	0
0.00421428	1	1	0	1.02479e-09	2.04852e+06	0
0.00521428	1	1	0	1.02039e-09	2.03987e+06	0
0.00621428	1	1	0	1.01534e-09	2.02996e+06	0
0.00721428	1	1	0	1.00963e-09	2.01881e+06	0
0.00821428	1	1	0	1.00293e-09	2.00574e+06	0
0.00921428	1	1	0	9.9591e-10	1.99211e+06	0
0.0102143	1	1	0	9.8759e-10	1.97592e+06	0
0.0112143	1	1	0	9.79295e-10	1.95986e+06	0
0.0122143	1	1	0	9.6941e-10	1.94065e+06	0
0.0132143	1	1	0	9.59788e-10	1.92204e+06	0
0.0142143	1	1	0	9.48517e-10	1.90016e+06	0
0.0152143	1	1	0	9.37438e-10	1.87873e+06	0
0.0162143	1	1	0	9.25093e-10	1.8548e+06	0
0.0172143	1	1	0	9.12673e-10	1.83078e+06	0
0.0182143	1	1	0	8.99364e-10	1.80503e+06	0
0.0192143	1	1	0	8.85742e-10	1.77869e+06	0
0.0202143	1	1	0	8.716e-10	1.75136e+06	0
0.0212143	1	1	1	8.56937e-10	1.72302e+06	0
0.0222143	1	1	1	8.4211e-10	1.69441e+06	0
0.0232143	1	1	1	8.26661e-10	1.66458e+06	0
0.0242143	1	1	1	8.11414e-10	1.63522e+06	0
0.0252143	1	1	1	7.95316e-10	1.60418e+06	0
0.0262143	1	1	1	7.79704e-10	1.57417e+06	0
0.0272143	1	1	1	7.63125e-10	1.54223e+06	0
0.0282143	1	1	1	7.47122e-10	1.51151e+06	0
0.0292143	1	1	1	7.3047e-10	1.4795e+06	0
0.0302143	1	1	1	7.14261e-10	1.44844e+06	0
0.0312143	1	1	1	6.97752e-10	1.41679e+06	0
0.0322143	1	1	1	6.81556e-10	1.38581e+06	0
0.0332143	1	1	1	6.65382e-10	1.35491e+06	0
0.0342143	1	1	1	6.49422e-10	1.32448e+06	0
0.0352143	1	1	1	6.3378e-10	1.29472e+06	0
0.0362143	1	1	1	6.18279e-10	1.26527e+06	0
0.0372143	1	1	1	6.03364e-10	1.23704e+06	0
0.0382143	1	1	1	5.88544e-10	1.20902e+06	0
0.0392143	1	1	1	5.74547e-10	1.18271e+06	0
0.0402143	1	1	1	5.60621e-10	1.15655e+06	0
0.0412143	1	1	1	5.47667e-10	1.13241e+06	0
0.0422143	1	1	1	5.34947e-10	1.10874e+06	0
0.0432143	1	1	1	5.2319e-10	1.08707e+06	0
0.0442143	1	1	1	5.11864e-10	1.06627e+06	0
0.0452143	1	1	1	5.0144e-10	1.04734e+06	0
0.0462143	1	1	1	4.91657e-10	1.02972e+06	0
0.0472143	1	1	1	4.82727e-10	1.01385e+06	0
0.0482143	1	1	1	4.74622e-10	999671	0
0.0492143	1	1	1	4.67331e-10	987157	0
0.0502143	1	1	1	4.61024e-10	976667	0
0.0512143	1	1	1	4.55496e-10	967756	0
0.0522143	1	1	1	4.51086e-10	961153	0
0.0532143	1	1	1	4.47423e-10	956047	0
0.0542143	1	1	1	4.4499e-10	953489	0
0.0552143	1	1	1	4.43272e-10	952348	0
0.0562143	1	1	1	4.42801e-10	953787	0
0.0572143	1	1	1	4.43156e-10	956878	0
0.0582143	1	1	1	4.44688e-10	962396	0
0.0592143	1	1	1	4.47138e-10	969761	0
0.0602143	1	1	1	4.50692e-10	979390	0
0.0612143	1	1	1	4.55245e-10	991046	0
0.0622143	1	1	1	4.60806e-10	1.00475e+06	0
0.0632143	1	1	1	4.67423e-10	1.0206e+06	0
0.0642143	1	1	1	4.7494e-10	1.03827e+06	0
0.0652143	1	1	1	4.83573e-10	1.05822e+06	0
0.0662143	1	1	1	4.92977e-10	1.0797e+06	0
0.0672143	1	1	1	5.03558e-10	1.10361e+06	0
0.0682143	1	1	1	5.14754e-10	1.1287e+06	0
0.0692143	1	1	1	5.27129e-10	1.15623e+06	0
0.0702143	1	1	1	5.40063e-10	1.18482e+06	0
0.0712143	1	1	1	5.54068e-10	1.21563e+06	0
0.0722143	1	1	1	5.68652e-10	1.24755e+06	0
0.0732143	1	1	1	5.84138e-10	1.28132e+06	0
0.0742143	1	1	1	6.00231e-10	1.31627e+06	0
0.0752143	1	1	1	6.17026e-10	1.35264e+06	0
0.0762143	1	1	1	6.3447e-10	1.39031e+06	0
0.0772143	1	1	1	6.52387e-10	1.42889e+06	0
0.0782143	1	1	1	6.71009e-10	1.4689e+06	0
0.0792143	1	1	1	6.89872e-10	1.50933e+06	0
0.0802143	1	1	1	7.09527e-10	1.55139e+06	0
0.0812143	1	1	1	7.29095e-10	1.59317e+06	0
0.0822143	1	1	1	7.49506e-10	1.6367e+06	0
0.0832143	1	1	1	7.69567e-10	1.67938e+06	0
0.0842143	1	1	1	7.90358e-10	1.72358e+06	0
0.0852143	1	1	1	8.10837e-10	1.76703e+06	0
0.0862143	1	1	1	8.31762e-10	1.81138e+06	0
0.0872143	1	1	1	8.52442e-10	1.85515e+06	0
0.0882143	1	1	1	8.73252e-10	1.89914e+06	0
0.0892143	1	1	1	8.93916e-10	1.94277e+06	0
0.0902143	1	1	1	9.14364e-10	1.98589e+06	0
0.0912143	1	1	1	9.34795e-10	2.02893e+06	0
0.0922143	1	1	1	9.54637e-10	2.07067e+06	0
0.0932143	1	1	1	9.74625e-10	2.11269e+06	0
0.0942143	1	1	1	9.93625e-10	2.15256e+06	0
0.0952143	1	1	1	1.01296e-09	2.19313e+06	0
0.0962143	1	1	1	1.0309e-09	2.23067e+06	0
0.0972143	1	1	1	1.04917e-09	2.26891e+06	0
0.0982143	1	1	1	1.06612e-09	2.3043e+06	0
0.0992143	1	1	1	1.08311e-09	2.33975e+06	0
0.100214	1	1	1	1.0989e-09	2.37262e+06	0
0.101214	1	1	1	1.11434e-09	2.40475e+06	0
0.102214	1	1	1	1.1288e-09	2.43477e+06	0
0.103214	1	1	1	1.14252e-09	2.4632e+06	0
0.104214	1	1	1	1.15551e-09	2.49008e+06	0
0.105214	1	1	1	1.16736e-09	2.5145e+06	0
0.106214	1	1	1	1.17875e-09	2.53796e+06	0
0.107214	1	1	1	1.18859e-09	2.5581e+06	0
0.108214	1	1	1	1.19828e-09	2.57794e+06	0
0.109214	1	1	1	1.20601e-09	2.59358e+06	0
0.110214	1	1	1	1.2138e-09	2.60936e+06	0
0.111214	1	1	1	1.21946e-09	2.62063e+06	0
0.112214	1	1	1	1.22504e-09	2.63173e+06	0
0.113214	1	1	1	1.22884e-09	2.63903e+06	0
0.114214	1	1	1	1.23217e-09	2.64537e+06	0
0.115214	1	1	1	1.23407e-09	2.64866e+06	0
0.116214	1	1	1	1.23521e-09	2.65033e+06	0
0.117214	1	1	1	1.23533e-09	2.64987e+06	0
0.118214	1	1	1	1.23428e-09	2.64692e+06	0
0.119214	1	1	1	1.23252e-09	2.64248e+06	0
0.120214	1	1	1	1.22925e-09	2.63484e+06	0
0.121214	1	1	1	1.22564e-09	2.6265e+06	0
0.122214	1	1	1	1.2202e-09	2.61428e+06	0
0.123214	1	1	1	1.2148e-09	2.60216e+06	0
0.124214	1	1	1	1.20726e-09	2.58553e+06	0
0.125214	1	1	1	1.19982e-09	2.56911e+06	0
0.126214	1	1	1	1.19061e-09	2.54896e+06	0
0.127214	1	1	1	1.18121e-09	2.52843e+06	0
0.128214	1	1	1	1.17045e-09	2.50503e+06	0
0.129214	1	1	1	1.15923e-09	2.48067e+06	0
0.130214	1	1	1	1.14705e-09	2.4543e+06	0
0.131214	1	1	1	1.13415e-09	2.42642e+06	0
0.132214	1	1	1	1.12069e-09	2.39737e+06	0
0.133214	1	1	1	1.10628e-09	2.36633e+06	0
0.134214	1	1	1	1.09169e-09	2.33493e+06	0
0.135214	1	1	1	1.07601e-09	2.30124e+06	0
0.136214	1	1	1	1.06052e-09	2.26798e+06	0
0.137214	1	1	1	1.0437e-09	2.23193e+06	0
0.138214	1	1	1	1.02726e-09	2.1967e+06	0
0.139214	1	1	1	1.00962e-09	2.15895e+06	0
0.140214	1	1	1	9.92275e-10	2.12187e+06	0
0.141214	1	1	1	9.74121e-10	2.08308e+06	0
0.142214	1	1	1	9.56082e-10	2.04456e+06	0
0.143214	1	1	1	9.37593e-10	2.00512e+06	0
0.144214	1	1	1	9.19059e-10	1.9656e+06	0
0.145214	1	1	1	9.00412e-10	1.92587e+06	0
0.146214	1	1	1	8.81586e-10	1.88579e+06	0
0.147214	1	1	1	8.62956e-10	1.84615e+06	0
0.148214	1	1	1	8.4404e-10	1.80593e+06	0
0.149214	1	1	1	8.25602e-10	1.76675e+06	0
0.150214	1	1	1	8.06792e-10	1.72681e+06	0
0.151214	1	1	1	7.88699e-10	1.68841e+06	0
0.152214	1	1	1	7.70197e-10	1.64917e+06	0
0.153214	1	1	1	7.52464e-10	1.61159e+06	0
0.154214	1	1	1	7.34666e-10	1.5739e+06	0
0.155214	1	1	1	7.17506e-10	1.53759e+06	0
0.156214	1	1	1	7.00481e-10	1.50159e+06	0
0.157214	1	1	1	6.8399e-10	1.46675e+06	0
0.158214	1	1	1	6.67862e-10	1.4327e+06	0
0.159214	1	1	1	6.52179e-10	1.39962e+06	0
0.160214	1	1	1	6.37061e-10	1.36777e+06	0
0.161214	1	1	1	6.22311e-10	1.33672e+06	0
0.162214	1	1	1	6.08303e-10	1.30727e+06	0
0.163214	1	1	1	5.94593e-10	1.27847e+06	0
0.164214	1	1	1	5.8178e-10	1.25161e+06	0
0.165214	1	1	1	5.69202e-10	1.22526e+06	0
0.166214	1	1	1	5.57585e-10	1.20098e+06	0
0.167214	1	1	1	5.46285e-10	1.17739e+06	0
0.168214	1	1	1	5.35888e-10	1.15574e+06	0
0.169214	1	1	1	5.25953e-10	1.13509e+06	0
0.170214	1	1	1	5.16826e-10	1.11618e+06	0
0.171214	1	1	1	5.08286e-10	1.09853e+06	0
0.172214	1	1	1	5.00475e-10	1.08245e+06	0
0.173214	1	1	1	4.93377e-10	1.0679e+06	0
0.174214	1	1	1	4.86893e-10	1.05466e+06	0
0.175214	1	1	1	4.81201e-10	1.04313e+06	0
0.176214	1	1	1	4.76016e-10	1.03269e+06	0
0.177214	1	1	1	4.71711e-10	1.02413e+06	0
0.178214	1	1	1	4.67798e-10	1.01641e+06	0
0.179214	1	1	1	4.64823e-10	1.0107e+06	0
0.180214	1	1	1	4.6216e-10	1.00565e+06	0
0.181214	1	1	1	4.60389e-10	1.00252e+06	0
0.182214	1	1	1	4.58995e-10	1.00018e+06	0
0.183214	1	1	1	4.58363e-10	999478	0
