% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	8	1	468.338	0
0.042	1	5	2	12794	0
0.043	1	1	3	3030.51	0
0.044	1	7	4	3971.26	0
0.051	1	3	11	14120.2	0
0.052	1	6	12	4364.16	0
0.053	1	10	13	1951.97	0
0.054	1	4	14	3226.52	0
0.055	1	9	15	1070.69	0
0.056	1	2	16	18.4062	0
0.081	1	8	1	468.338	0
0.082	1	5	2	12794	0
0.083	1	1	3	3030.51	0
0.084	1	7	4	3971.26	0
0.091	1	3	11	14120.2	0
0.092	1	6	12	4364.16	0
0.093	1	10	13	1951.97	0
0.094	1	4	14	3226.52	0
0.095	1	9	15	1070.69	0
0.096	1	2	16	18.4062	0
0.121	1	8	1	468.338	0
0.122	1	5	2	12794	0
0.123	1	1	3	3030.51	0
0.124	1	7	4	3971.26	0
0.131	1	3	11	14120.2	0
0.132	1	6	12	4364.16	0
0.133	1	10	13	1951.97	0
0.134	1	4	14	3226.52	0
0.135	1	9	15	1070.69	0
0.136	1	2	16	18.4062	0
0.161	1	8	1	468.338	0
0.162	1	5	2	12794	0
0.163	1	1	3	3030.51	0
0.164	1	7	4	3971.26	0
0.171	1	3	11	14120.2	0
0.172	1	6	12	4364.16	0
0.173	1	10	13	1951.97	0
0.174	1	4	14	3226.52	0
0.175	1	9	15	1070.69	0
0.176	1	2	16	18.4062	0
0.201	1	8	1	468.338	0
0.202	1	5	2	12794	0
0.203	1	1	3	3030.51	0
0.204	1	7	4	3971.26	0
0.211	1	3	11	14120.2	0
0.212	1	6	12	4364.16	0
0.213	1	10	13	1951.97	0
0.214	1	4	14	3226.52	0
0.215	1	9	15	1070.69	0
0.216	1	2	16	18.4062	0
0.241	1	8	1	468.338	0
0.242	1	5	2	12794	0
0.243	1	1	3	3030.51	0
0.244	1	7	4	3971.26	0
0.251	1	3	11	14120.2	0
0.252	1	6	12	4364.16	0
0.253	1	10	13	1951.97	0
0.254	1	4	14	3226.52	0
0.255	1	9	15	1070.69	0
0.256	1	2	16	18.4062	0
0.281	1	8	1	468.338	0
0.282	1	5	2	12794	0
0.283	1	1	3	3030.51	0
0.284	1	7	4	3971.26	0
0.291	1	3	11	14120.2	0
0.292	1	6	12	4364.16	0
0.293	1	10	13	1951.97	0
0.294	1	4	14	3226.52	0
0.295	1	9	15	1070.69	0
0.296	1	2	16	18.4062	0
0.321	1	8	1	468.338	0
0.322	1	5	2	12794	0
0.323	1	1	3	3030.51	0
0.324	1	7	4	3971.26	0
0.331	1	3	11	14120.2	0
0.332	1	6	12	4364.16	0
0.333	1	10	13	1951.97	0
0.334	1	4	14	3226.52	0
0.335	1	9	15	1070.69	0
0.336	1	2	16	18.4062	0
0.361	1	8	1	468.338	0
0.362	1	5	2	12794	0
0.363	1	1	3	3030.51	0
0.364	1	7	4	3971.26	0
0.371	1	3	11	14120.2	0
0.372	1	6	12	4364.16	0
0.373	1	10	13	1951.97	0
0.374	1	4	14	3226.52	0
0.375	1	9	15	1070.69	0
0.376	1	2	16	18.4062	0
0.401	1	8	1	468.338	0
