% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	2	4	59	9145	58	8990	0.00471255	0.0014142	0.00300278	0.00972726	155	0	155	155	
0	0.25	1	2	5	3	57	8835	56	8680	0.00459046	0.00121175	0.00307892	0.00891449	155	0	155	155	
0	0.25	1	3	3	3	59	9145	58	8990	0.00466574	0.00160709	0.0030331	0.0101937	155	0	155	155	
0	0.25	1	4	4	3	55	8525	55	8525	0.0041903	0.0010587	0.0030302	0.00820498	155	0	155	155	
0	0.25	1	5	1	3	57	8835	56	8680	0.0045429	0.00122271	0.00301176	0.00708904	155	0	155	155	
0.25	0.5	1	1	2	4	66	10230	66	10230	0.00449028	0.00136014	0.00300175	0.00954791	155	0	155	155	
0.25	0.5	1	2	5	3	66	10230	66	10230	0.00444485	0.00117817	0.00300339	0.0083545	155	0	155	155	
0.25	0.5	1	3	3	3	61	9455	61	9455	0.00492012	0.00194318	0.00311452	0.0124582	155	0	155	155	
0.25	0.5	1	4	4	3	62	9610	61	9455	0.00458517	0.00163694	0.00303671	0.011649	155	0	155	155	
0.25	0.5	1	5	1	3	60	9300	60	9300	0.00447658	0.00124163	0.00301681	0.00752024	155	0	155	155	
0.5	0.75	1	1	2	4	65	10075	65	10075	0.00431603	0.0016959	0.00300711	0.0127999	155	0	155	155	
0.5	0.75	1	2	5	3	60	9300	60	9300	0.00458478	0.00135955	0.00300202	0.00954713	155	0	155	155	
0.5	0.75	1	3	3	3	67	10385	67	10385	0.00457357	0.00116888	0.00305414	0.008294	155	0	155	155	
0.5	0.75	1	4	4	3	64	9920	63	9765	0.00438727	0.00117397	0.00304187	0.00797886	155	0	155	155	
0.5	0.75	1	5	1	3	61	9455	62	9610	0.0048614	0.0017246	0.00311019	0.0111035	155	0	155	155	
0.75	1	1	1	2	4	63	9765	63	9765	0.0046073	0.0012923	0.00303324	0.00840617	155	0	155	155	
0.75	1	1	2	5	3	59	9145	58	8990	0.00443139	0.00111978	0.00300824	0.00785069	155	0	155	155	
0.75	1	1	3	3	3	62	9610	62	9610	0.00457072	0.00127832	0.0030397	0.0078913	155	0	155	155	
0.75	1	1	4	4	3	59	9145	60	9300	0.00390876	0.00115857	0.0030158	0.010864	155	0	155	155	
0.75	1	1	5	1	3	61	9455	60	9300	0.00435254	0.00109772	0.00300854	0.00769112	155	0	155	155	
1	1.25	1	1	2	4	63	9765	63	9765	0.00462202	0.00132778	0.00302425	0.00913701	155	0	155	155	
1	1.25	1	2	5	3	64	9920	65	10075	0.00444693	0.00129472	0.00305192	0.00764993	155	0	155	155	
1	1.25	1	3	3	3	61	9455	61	9455	0.00460206	0.00138518	0.00302457	0.00858324	155	0	155	155	
1	1.25	1	4	4	3	64	9920	64	9920	0.0043513	0.00124152	0.00301752	0.00810487	155	0	155	155	
1	1.25	1	5	1	3	58	8990	58	8990	0.00489066	0.00167321	0.00306029	0.0103799	155	0	155	155	
1.25	1.5	1	1	2	4	59	9145	60	9300	0.00502232	0.00152474	0.00300571	0.00971349	155	0	155	155	
1.25	1.5	1	2	5	3	58	8990	58	8990	0.00431595	0.00123925	0.00300366	0.00771649	155	0	155	155	
1.25	1.5	1	3	3	3	59	9145	59	9145	0.00445202	0.00123205	0.00301345	0.00740441	155	0	155	155	
1.25	1.5	1	4	4	3	65	10075	65	10075	0.00494115	0.00146542	0.00304623	0.00864789	155	0	155	155	
1.25	1.5	1	5	1	3	59	9145	59	9145	0.00452088	0.00132744	0.00302142	0.00764813	155	0	155	155	
1.5	1.75	1	1	2	4	63	9765	62	9610	0.00470652	0.00139251	0.00301304	0.00791334	155	0	155	155	
1.5	1.75	1	2	5	3	65	10075	64	9920	0.0047365	0.00125106	0.00305937	0.00752827	155	0	155	155	
1.5	1.75	1	3	3	3	64	9920	63	9765	0.00515828	0.00133486	0.00301822	0.00767209	155	0	155	155	
1.5	1.75	1	4	4	3	61	9455	62	9610	0.00486954	0.00143212	0.00304906	0.00840756	155	0	155	155	
1.5	1.75	1	5	1	3	62	9610	63	9765	0.00470509	0.00148192	0.00300318	0.0079565	155	0	155	155	
1.75	2	1	1	2	4	59	9145	59	9145	0.00462884	0.00144241	0.00300406	0.00951726	155	0	155	155	
1.75	2	1	2	5	3	62	9610	63	9765	0.00454468	0.00144841	0.00303036	0.00906433	155	0	155	155	
1.75	2	1	3	3	3	63	9765	63	9765	0.00432412	0.00118299	0.00300994	0.00688934	155	0	155	155	
1.75	2	1	4	4	3	65	10075	64	9920	0.00443424	0.00121711	0.00310202	0.00772699	155	0	155	155	
