% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	2	4	49	9110	49	9110	0.003	0	0.003	0.003	185.918	67.5447	78	314	
0	0.25	1	2	5	3	52	8791	52	8791	0.003	0	0.003	0.003	169.058	52.3388	157	470	
0	0.25	1	3	3	3	52	9264	51	9107	0.003	0	0.003	0.003	178.569	64.7068	81	470	
0	0.25	1	4	4	3	54	8637	54	8637	0.003	0	0.003	0.003	159.944	26.0771	81	314	
0	0.25	1	5	1	3	53	8951	52	8794	0.003	0	0.003	0.003	169.115	50.0253	78	314	
0.25	0.5	1	1	2	4	59	10517	58	10360	0.003	0	0.003	0.003	178.621	68.4953	157	470	
0.25	0.5	1	2	5	3	60	10365	60	10365	0.003	0	0.003	0.003	172.75	56.1404	105	470	
0.25	0.5	1	3	3	3	55	9577	55	9577	0.00312727	0.00094388	0.003	0.01	174.127	49.3964	157	314	
0.25	0.5	1	4	4	3	55	9737	54	9580	0.003	0	0.003	0.003	177.407	61.6816	131	470	
0.25	0.5	1	5	1	3	55	9263	56	9420	0.003	0	0.003	0.003	168.214	40.7996	157	314	
0.5	0.75	1	1	2	4	60	10205	60	10205	0.00311667	0.000903696	0.003	0.01	170.083	43.7587	157	314	
0.5	0.75	1	2	5	3	55	9577	54	9420	0.003	0	0.003	0.003	174.444	49.8036	157	314	
0.5	0.75	1	3	3	3	62	10364	63	10521	0.003	0	0.003	0.003	167	37.1553	157	314	
0.5	0.75	1	4	4	3	57	9734	58	9891	0.003	0	0.003	0.003	170.534	44.4499	157	314	
0.5	0.75	1	5	1	3	54	9733	54	9733	0.00312963	0.000952579	0.003	0.01	180.241	63.9422	157	470	
0.75	1	1	1	2	4	57	9736	58	9893	0.003	0	0.003	0.003	170.569	44.7265	131	314	
0.75	1	1	2	5	3	57	9265	57	9108	0.003	0	0.003	0.003	159.789	21.4082	131	314	
0.75	1	1	3	3	3	58	9891	57	9734	0.003	0	0.003	0.003	170.772	44.8079	157	314	
0.75	1	1	4	4	3	58	9420	58	9420	0.00312069	0.000919145	0.003	0.01	162.414	28.8973	157	314	
0.75	1	1	5	1	3	56	9420	56	9420	0.003	0	0.003	0.003	168.214	40.7996	157	314	
1	1.25	1	1	2	4	61	10052	60	9895	0.003	0	0.003	0.003	164.917	33.1771	131	314	
1	1.25	1	2	5	3	57	9897	58	10211	0.003	0	0.003	0.003	176.052	52.5195	105	314	
1	1.25	1	3	3	3	56	9581	56	9581	0.003	0	0.003	0.003	171.089	44.0835	131	314	
1	1.25	1	4	4	3	58	10205	57	10048	0.003	0	0.003	0.003	176.281	51.9879	157	314	
1	1.25	1	5	1	3	52	9105	52	9105	0.003	0	0.003	0.003	175.096	59.3323	157	470	
1.25	1.5	1	1	2	4	54	9265	55	9422	0.003	0	0.003	0.003	171.309	45.8346	131	314	
1.25	1.5	1	2	5	3	54	9263	53	9106	0.003	0	0.003	0.003	171.811	46.3304	157	314	
1.25	1.5	1	3	3	3	54	9263	54	9263	0.003	0	0.003	0.003	171.537	45.9354	157	314	
1.25	1.5	1	4	4	3	55	10048	56	10205	0.003	0	0.003	0.003	182.232	58.1828	157	314	
1.25	1.5	1	5	1	3	54	9263	54	9263	0.003	0	0.003	0.003	171.537	45.9354	157	314	
1.5	1.75	1	1	2	4	57	9893	56	9736	0.003	0	0.003	0.003	173.857	49.2564	131	314	
