% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	4	1	7501.47	0
0.042	1	8	2	88873.5	0
0.043	1	3	3	15884.3	0
0.044	1	7	4	88.9824	0
0.047	1	5	7	402.595	0
0.048	1	1	8	57698.5	0
0.049	1	2	9	1823.05	0
0.05	1	6	10	141.461	0
0.053	1	10	13	22068.2	0
0.054	1	9	14	2880.89	0
0.081	1	4	1	22752.2	0
0.082	1	8	2	64002.3	0
0.083	1	3	3	6370.04	0
0.084	1	7	4	95.4638	0
0.087	1	5	7	839.813	0
0.088	1	1	8	48501.6	0
0.089	1	2	9	1560.14	0
0.09	1	6	10	58.8568	0
0.093	1	10	13	21752.7	0
0.094	1	9	14	1683.5	0
0.121	1	4	1	7881.3	0
0.122	1	8	2	69006.1	0
0.123	1	3	3	3464.7	0
0.124	1	7	4	108.218	0
0.127	1	5	7	574.713	0
0.128	1	1	8	38671.9	0
0.129	1	2	9	2546.36	0
0.13	1	6	10	50.0686	0
0.133	1	10	13	59156.5	0
0.134	1	9	14	4853.65	0
0.161	1	4	1	19505.8	0
0.162	1	8	2	123757	0
0.163	1	3	3	5667.05	0
0.164	1	7	4	108.118	0
0.167	1	5	7	392.85	0
0.168	1	1	8	92159.5	0
0.169	1	2	9	2338.92	0
0.17	1	6	10	79.5634	0
0.173	1	10	13	61090.9	0
0.174	1	9	14	9693.04	0
0.201	1	4	1	25842.3	0
0.202	1	8	2	77140.7	0
0.203	1	3	3	12867.9	0
0.204	1	7	4	78.6018	0
0.207	1	5	7	907.333	0
0.208	1	1	8	133911	0
0.209	1	2	9	1638.94	0
0.21	1	6	10	41.0332	0
0.213	1	10	13	35855.3	0
0.214	1	9	14	8182.4	0
0.241	1	4	1	19888.8	0
0.242	1	8	2	129849	0
0.243	1	3	3	5446.86	0
0.244	1	7	4	105.612	0
0.247	1	5	7	682.096	0
0.248	1	1	8	133496	0
0.249	1	2	9	5465.31	0
0.25	1	6	10	54.8424	0
0.253	1	10	13	41340.2	0
