% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
63	1	1	1	0	28	2196	0	1	0
113	1	1	1	0	28	2196	0	1	0
116	1	1	1	0	28	2196	0	1	0
127	1	1	1	0	28	2196	0	1	0
142	1	1	1	0	20	1191	0	1	0
147	1	1	1	0	20	1191	0	1	0
157	1	1	1	0	28	2196	0	1	0
164	1	1	1	0	28	2196	0	1	0
183	1	1	1	0	28	2196	0	1	0
242	1	1	1	0	28	2196	0	1	0
254	1	1	1	0	28	2196	0	1	0
289	1	1	1	0	28	2196	0	1	0
303	1	1	1	0	28	2196	0	1	0
320	1	1	1	0	28	2196	0	1	0
336	1	1	1	0	28	2196	0	1	0
347	1	1	1	0	28	2196	0	1	0
378	1	1	1	0	28	2196	0	1	0
385	1	1	1	0	28	2196	0	1	0
429	1	1	1	0	28	2196	0	1	0
469	1	1	1	0	28	2196	0	1	0
485	1	1	1	0	28	2196	0	1	0
548	1	1	1	0	22	1383	0	1	0
575	1	1	1	0	28	2196	0	1	0
625	1	1	1	0	28	2196	0	1	0
629	1	1	1	0	28	2196	0	1	0
633	1	1	1	0	28	2196	0	1	0
646	1	1	1	0	28	2196	0	1	0
666	1	1	1	0	28	2196	0	1	0
681	1	1	1	0	28	2196	0	1	0
696	1	1	1	0	28	2196	0	1	0
714	1	1	1	0	28	2196	0	1	0
721	1	1	1	0	28	2196	0	1	0
737	1	1	1	0	28	2196	0	1	0
744	1	1	1	0	28	2196	0	1	0
767	1	1	1	0	28	2196	0	1	0
790	1	1	1	0	26	1836	0	1	0
806	1	1	1	0	28	2196	0	1	0
873	1	1	1	0	28	2196	0	1	0
906	1	1	1	0	28	2196	0	1	0
942	1	1	1	0	24	1620	0	1	0
961	1	1	1	0	28	2196	0	1	0
971	1	1	1	0	28	2196	0	1	0
977	1	1	1	0	28	2196	0	1	0
1005	1	1	1	0	28	2196	0	1	0
1036	1	1	1	0	28	2196	0	1	0
1065	1	1	1	0	28	2196	0	1	0
1082	1	1	1	0	22	1383	0	1	0
1097	1	1	1	0	26	1836	0	1	0
1119	1	1	1	0	20	1191	0	1	0
1122	1	1	1	0	26	1836	0	1	0
1140	1	1	1	0	20	1191	0	1	0
1176	1	1	1	0	28	2196	0	1	0
1211	1	1	1	0	28	2196	0	1	0
1229	1	1	1	0	28	2196	0	1	0
1250	1	1	1	0	28	2196	0	1	0
1265	1	1	1	0	28	2196	0	1	0
1276	1	1	1	0	28	2196	0	1	0
1304	1	1	1	0	28	2196	0	1	0
1320	1	1	1	0	28	2196	0	1	0
1348	1	1	1	0	28	2196	0	1	0
1391	1	1	1	0	28	2196	0	1	0
1435	1	1	1	0	28	2196	0	1	0
1448	1	1	1	0	20	1191	0	1	0
1472	1	1	1	0	28	2196	0	1	0
1519	1	1	1	0	28	2196	0	1	0
1539	1	1	1	0	28	2196	0	1	0
1563	1	1	1	0	28	2196	0	1	0
1592	1	1	1	0	28	2196	0	1	0
1598	1	1	1	0	28	2196	0	1	0
1624	1	1	1	0	28	2196	0	1	0
1665	1	1	1	0	18	967	0	1	0
1682	1	1	1	0	28	2196	0	1	0
1714	1	1	1	0	28	2196	0	1	0
1742	1	1	1	0	28	2196	0	1	0
1782	1	1	1	0	28	2196	0	1	0
1800	1	1	1	0	28	2196	0	1	0
1817	1	1	1	0	28	2196	0	1	0
1831	1	1	1	0	28	2196	0	1	0
1839	1	1	1	0	28	2196	0	1	0
1864	1	1	1	0	28	2196	0	1	0
1887	1	1	1	0	28	2196	0	1	0
1895	1	1	1	0	28	2196	0	1	0
1906	1	1	1	0	28	2196	0	1	0
1911	1	1	1	0	28	2196	0	1	0
1954	1	1	1	0	12	597	0	1	0
1970	1	1	1	0	28	2196	0	1	0
1992	1	1	1	0	28	2196	0	1	0
2015	1	1	1	0	28	2196	0	1	0
2032	1	1	1	0	28	2196	0	1	0
2079	1	1	1	0	28	2196	0	1	0
2103	1	1	1	0	28	2196	0	1	0
2111	1	1	1	0	28	2196	0	1	0
2144	1	1	1	0	28	2196	0	1	0
2171	1	1	1	0	28	2196	0	1	0
2216	1	1	1	0	28	2196	0	1	0
2235	1	1	1	0	28	2196	0	1	0
2249	1	1	1	0	28	2196	0	1	0
2256	1	1	1	0	28	2196	0	1	0
2268	1	1	1	0	28	2196	0	1	0
2272	1	1	1	0	28	2196	0	1	0
2301	1	1	1	0	28	2196	0	1	0
2318	1	1	1	0	28	2196	0	1	0
2350	1	1	1	0	28	2196	0	1	0
2367	1	1	1	0	20	1191	0	1	0
2378	1	1	1	0	28	2196	0	1	0
2398	1	1	1	0	28	2196	0	1	0
2424	1	1	1	0	28	2196	0	1	0
2432	1	1	1	0	28	2196	0	1	0
2447	1	1	1	0	28	2196	0	1	0
2497	1	1	1	0	28	2196	0	1	0
2533	1	1	1	0	28	2196	0	1	0
2561	1	1	1	0	26	1836	0	1	0
2569	1	1	1	0	24	1620	0	1	0
2589	1	1	1	0	28	2196	0	1	0
2605	1	1	1	0	28	2196	0	1	0
2610	1	1	1	0	24	1620	0	1	0
2618	1	1	1	0	22	1383	0	1	0
2640	1	1	1	0	28	2196	0	1	0
2669	1	1	1	0	28	2196	0	1	0
2677	1	1	1	0	28	2196	0	1	0
2680	1	1	1	0	28	2196	0	1	0
2708	1	1	1	0	28	2196	0	1	0
2734	1	1	1	0	28	2196	0	1	0
2759	1	1	1	0	28	2196	0	1	0
2785	1	1	1	0	28	2196	0	1	0
2787	1	1	1	0	28	2196	0	1	0
2853	1	1	1	0	28	2196	0	1	0
2876	1	1	1	0	28	2196	0	1	0
2885	1	1	1	0	28	2196	0	1	0
2902	1	1	1	0	28	2196	0	1	0
2927	1	1	1	0	28	2196	0	1	0
2943	1	1	1	0	28	2196	0	1	0
2951	1	1	1	0	28	2196	0	1	0
2979	1	1	1	0	28	2196	0	1	0
2985	1	1	1	0	28	2196	0	1	0
2999	1	1	1	0	28	2196	0	1	0
3023	1	1	1	0	28	2196	0	1	0
3031	1	1	1	0	28	2196	0	1	0
3038	1	1	1	0	28	2196	0	1	0
3042	1	1	1	0	28	2196	0	1	0
3072	1	1	1	0	28	2196	0	1	0
3130	1	1	1	0	28	2196	0	1	0
3161	1	1	1	0	22	1383	0	1	0
3192	1	1	1	0	28	2196	0	1	0
3224	1	1	1	0	20	1191	0	1	0
3236	1	1	1	0	28	2196	0	1	0
3262	1	1	1	0	28	2196	0	1	0
3272	1	1	1	0	28	2196	0	1	0
3288	1	1	1	0	28	2196	0	1	0
3301	1	1	1	0	28	2196	0	1	0
3315	1	1	1	0	28	2196	0	1	0
3350	1	1	1	0	28	2196	0	1	0
3392	1	1	1	0	28	2196	0	1	0
3401	1	1	1	0	28	2196	0	1	0
3417	1	1	1	0	28	2196	0	1	0
3428	1	1	1	0	28	2196	0	1	0
3444	1	1	1	0	28	2196	0	1	0
3455	1	1	1	0	24	1620	0	1	0
3482	1	1	1	0	28	2196	0	1	0
3500	1	1	1	0	12	597	0	1	0
3528	1	1	1	0	28	2196	0	1	0
3577	1	1	1	0	28	2196	0	1	0
3592	1	1	1	0	28	2196	0	1	0
