% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	5	1	4107.15	0
0.042	1	8	2	3719.16	0
0.043	1	1	3	3819.7	0
0.044	1	6	4	57961.7	0
0.049	1	4	9	8836.88	0
0.05	1	7	10	49481.9	0
0.051	1	2	11	1383.46	0
0.052	1	10	12	250.126	0
0.053	1	9	13	3827.39	0
0.054	1	3	14	1566.76	0
0.081	1	5	1	1240.97	0
0.082	1	8	2	5382.35	0
0.083	1	1	3	945.551	0
0.084	1	6	4	26017.6	0
0.089	1	4	9	3088.89	0
0.09	1	7	10	35959.1	0
0.091	1	2	11	661.793	0
0.092	1	10	12	207.686	0
0.093	1	9	13	4687.67	0
0.094	1	3	14	2117.82	0
0.121	1	5	1	848.182	0
0.122	1	8	2	6778.15	0
0.123	1	1	3	1111.72	0
0.124	1	6	4	17643.9	0
0.129	1	4	9	5885.17	0
0.13	1	7	10	20142.6	0
0.131	1	2	11	1086.12	0
0.132	1	10	12	136.595	0
0.133	1	9	13	4952.49	0
0.134	1	3	14	1019.14	0
0.161	1	5	1	2585.71	0
0.162	1	8	2	1794.16	0
0.163	1	1	3	2158.8	0
0.164	1	6	4	30762.5	0
0.169	1	4	9	8195.15	0
0.17	1	7	10	19617.4	0
0.171	1	2	11	1096.22	0
0.172	1	10	12	245.183	0
0.173	1	9	13	1488.83	0
0.174	1	3	14	2860.75	0
0.201	1	5	1	3686.87	0
0.202	1	8	2	2058.07	0
0.203	1	1	3	2574.99	0
0.204	1	6	4	17780	0
0.209	1	4	9	2185.8	0
0.21	1	7	10	33642.5	0
0.211	1	2	11	524.976	0
0.212	1	10	12	550.449	0
0.213	1	9	13	3538.43	0
0.214	1	3	14	4084.57	0
0.241	1	5	1	1613.74	0
0.242	1	8	2	1278.59	0
0.243	1	1	3	4523.31	0
0.244	1	6	4	18798.7	0
0.249	1	4	9	1615.1	0
0.25	1	7	10	18718.5	0
0.251	1	2	11	1664.61	0
0.252	1	10	12	544.811	0
0.253	1	9	13	6311.89	0
0.254	1	3	14	2424.96	0
0.281	1	5	1	2115.12	0
0.282	1	8	2	5243.6	0
0.283	1	1	3	8643.02	0
0.284	1	6	4	27868.9	0
0.289	1	4	9	1542.24	0
0.29	1	7	10	43567.1	0
0.291	1	2	11	1257.65	0
0.292	1	10	12	266.542	0
0.293	1	9	13	6767.33	0
0.294	1	3	14	3065.59	0
0.321	1	5	1	3377.24	0
0.322	1	8	2	2903.74	0
0.323	1	1	3	16859.9	0
0.324	1	6	4	10482.2	0
